deal,description,episode,category,entrepreneurs,location,website,askedFor,exchangeForStake,valuation,season,shark1,shark2,shark3,shark4,shark5,title,episode-season,Multiple Entreprenuers
True,Professional-quality hair care products for children without harsh chemicals.,12,Baby and Child Care,Megan Gage,"Denver, CO",http://hottot.com,50000,15,333333,4,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Hot Tot,4-12,False
False,Arkeg is an arcade game with a beer keg built into its side.,12,Party Supplies,Brant Myers and Dan Grimm,"San Luis Obispo, CA",http://www.drinkngame.com,100000,33,303030,4,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,ARKEG,4-12,True
False,"A tabletop food screen that protects food from outdoors pests, featuring a Velcro-fastened door allowing easy access for people.",12,Outdoor Recreation,Dan Rothweil,"Poway, CA",http://www.duratent.com,50000,30,166667,4,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Dura-Tent,4-12,False
True,A washer and dryer bag specifically designed to protect children's beloved stuffed animals from damage in the wash.,13,Storage and Cleaning Products,Nicole Townend,"San Francisco, CA",http://www.teddyneedsabath.com,50000,10,500000,4,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Teddy Needs a Bath,4-13,False
True,"Urbio is an innovative modular solution for urban gardening and small space organization. Made with light-weight and durable polypropylene plastic and neodymium magnets, Urbio is a recyclable product available in a variety of vessel sizes.",13,Gardening,Jared Aller and Beau Oyler,"Oakland, CA",http://www.myurbio.com,300000,12,2500000,4,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Urbio,4-13,True
False,A chain of ice cream shops where the ice cream is made to-order using liquid nitrogen for rapid freezing.,13,Specialty Food,Jerry and Naomi Hancock,"Provo, UT",http://www.subzeroicecream.com,300000,12,2500000,4,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Sub Zero Ice Cream,4-13,True
True,"Coffee Joulies are an inventive new way to keep your coffee at its ideal temperature for hours. Simply drop the silver-colored ""beans"" into your coffee and they will absorb heat when it is too hot, and later release this heat as your drink cools off. Coffee Joulies get your coffee ready to drink (without burning your tongue) sooner and keep it comfortably hot for over five hours. Coffee Joulies use a non-toxic proprietary ""phase change material"" that is encased in foodsafe stainless steel shells. The material absorbs heat above 140 degrees Fahrenheit and releases heat below that threshold. The set of Coffee Joulies includes five Joulies and a carrying pouch.",13,Novelties,Dave Jackson and Dave Petrillo,"Pennington, NJ",http://www.joulies.com,150000,5,3000000,4,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Coffee Joulies,4-13,True
False,"Kids can listen to voice recordings from a loved one through this teddy bear, which is equipped to receive the recordings remotely from the sender.",14,Toys and Games,Mike Robinson,"Los Angeles, CA",http://www.cuddletunes.com,400000,20,2000000,4,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,CuddleTunes,4-14,False
True,"A magnetic, power-free sound amplifier for the iPad.",14,Electronics,Rabbi Moshe Weiss,"St. Paul, MN",http://www.thesoundbender.com,54000,26,207692,4,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,SoundBender,4-14,False
False,Bibs designed for better coverage and made with a patented fabric that stays stain-free.,14,Baby and Child Care,Susie and Steve Taylor,"Miami, FL",http://www.bibbitec.com,40000,14,285714,4,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Bibbitec,4-14,True
False,Sandals designed to be biomechanically identical to being barefoot while still adding a layer of protection.,14,Men and Women's Shoes,Lena Phoenix and Steven Sashen,"Boulder, CO",http://xeroshoes.com,400000,8,5000000,4,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Xero Shoes,4-14,True
False,A beverage holder that keeps drinks cold.,15,Novelties,Scott Duff and Carlos Ortiz,"Austin, TX",,50000,100,50000,4,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,My Cold Snap,4-15,True
True,"Grinds, or Grinds Coffee Pouches, are small pouches of flavored coffee. Grinds is a tobacco- and nicotine-free product.",15,Specialty Food,Matt Canepa and Pat Pezet,"San Francisco, CA",http://www.getgrinds.com,75000,10,750000,4,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Grinds,4-15,True
True,A pillowcase with a built-in hood for added coziness. Also available as an inflatable travel pillow.,15,Novelties,Rebecca Rescate and Chris Hindley,"Florence, NJ",http://www.hoodiepillow.com,90000,15,600000,4,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Hoodie Pillow,4-15,True
False,An eco-friendly and functional reusable garment bag that doubles as a hamper.,15,Storage and Cleaning Products,Jennie Nigrosh,"North Hollywood, CA",http://thegreengarmento.com,300000,20,1500000,4,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,The Green Garmento,4-15,False
True,A chain of quick-service establishments selling quality made-to-order sushi rolls.,16,Specialty Food,Peter and Yuen Yung,"Austin, TX",http://howdoyouroll.com,1000000,12,8333333,4,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,How Do You Roll?,4-16,True
True,"A device for reducing distrated driving behaviors, Smartwheel is built into a vehicle's steering wheel and alerts drivers when they engage in unsafe driving positions.",16,Automotive,The Inventioneers,"Londonderry, NJ",http://smartwheelusa.com,100000,15,666667,4,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Smartwheel,4-16,False
False,An online portal providing mental health services geared towards women. Pretty Padded Room connects clients with licensed female therapists via video chats or digital diaries for a fraction of the price paid for in-person therapy sessions.,16,Online Services,Bea Arthur,"New York, NY",https://prettypaddedroom.com,100000,30,333333,4,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Pretty Padded Room,4-16,False
False,"Gotta Have S'more marries muffins with s'mores to make the utterly irresistible s'muffin. The classic camping snack has grown up into a classy and self-contained treat, but just as delectable as always. Although it's more buttoned-up, the s'muffin is still made up of the traditional s'more building blocks: graham cracker, toasted marshmallow, and chocolate. The company doesn't mess around with creative flavors, and that's for the best, because we don't see why you'd want to mess with perfection. If you want to mix things up though, they will make you specialized s'muffins decorated to suit your occassion, whether it's a corporate event, a wedding, or something else altogether. S'muffins are sold on the company's online store and are also available at Williams-Sonoma.",16,Specialty Food,Carmen Lindner,"Los Angeles, CA",http://gottahavesmore.com,75000,25,300000,4,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Gotta Have S'More,4-16,False
False,A new line of denim designed to enhance the figure and minimize fashion faux pas.,17,Women's Apparel,Megan Jackson Carreker and Aimee Miller,"Austin, TX",http://hipchixs.com,150000,35,428571,4,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Hip Chix,4-17,True
False,"Hunting apparel made with a new, specially-designed type of camouflage pattern.",17,Outdoor Recreation,Steve Maloney and Steven Kirkpatrick,"Madison, MS",https://www.muddywatercamo.com,150000,5,3000000,4,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Muddy Water Camo,4-17,True
False,Hand-crafted eyewear made from sustainable wood.,17,Men and Women's Accessories,"Taylor, Brooks and Tanner Dame","Boise, ID",http://www.iwantproof.com,150000,10,1500000,4,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Proof Eyewear,4-17,True
False,"Addison's Wonderland makes enchanting bedding and decor for nurseries and children's rooms. Made in the USA, Addison's Wonderland sells a full line of furnishings including duvet covers, upholstered headboards and window treatments.",17,Baby and Children's Bedding,Brooke Bryant and Brittany Hayes,"Loganville, GA",http://www.addisonswonderland.com,90000,20,450000,4,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Addison's Wonderland,4-17,True
False,"PSI Bands apply gentle accupressure to the wearer's wrists, focusing on Nei-Guan acupressure points believed to provide relief from nausea. The company recommends its bracelets for nausea resulting from causes such as motion sickness or pregnancy. Available in several colors and sold in pairs (one for each wrist), PSI bands are adjustable and waterproof.",18,Homeopathic Remedies,Romy Taormina,"Pacific Grove, CA",http://www.psibands.com,250000,10,2500000,4,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,PSI Bands,4-18,False
False,"A device for affordable at-home tattoo removal through a process that does not break the surface of the skin, called Black Magic IPL.",18,Homeopathic Remedies,Nick Gonzales and Kevin Mack,"Westminster, CO",http://neomagneticlight.com,80000,20,400000,4,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Neo Innovations,4-18,True
True,"Nuts 'N More is a line of high-protein nut butters, fortified with whey isolate protein and flaxseed and never with added sugars. Choose from peanut butter, almond butter, and even sesame butter, plain or blended into delicious and unexpected flavor combinations, including Toffee Crunch, Chocolate, and Pumpkin Spice. Each serving of Nuts 'N More butters contains over 10g of protein along with healthy Omega-3 oils, plenty of dietary fiber, and low amounts of net carbs. While most other nut butters on the market--even the more savory ones--tend to be sweetened with sugar, Nuts 'N More instead adds xylitol.",18,Specialty Food,"Peter Ferreira, Dennis Iannotti and Neil Cameron","Pawtucket, RI",http://www.nuts-n-more.com,250000,20,1250000,4,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Nuts 'n More,4-18,True
True,A line of shoes that can be continually transformed and updated through interchangeable parts.,18,Women's Shoes,Jessica Haynes,"Magnolia, AR",,70000,30,233333,4,Barbara Corcoran,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Jeska Shoe Company,4-18,False
False,A brand of accessories to protect electronic devices with an additional safety net. The accessories all include insurance in case the device still suffers damage even while outfitted with Cellhelmet.,19,Electronics,David Artuso and Mike Kane,"Pittsburgh, PA",http://www.cellhelmet.com,160000,20,800000,4,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Cellhelmet,4-19,True
False,Baby Loves Disco throws parties that kids and parents can enjoy out of their custom-fitted disco van.,19,Baby and Children's Entertainment,Heather Murphy-Monteith and Andy Hurwitz,"Portland, OR",http://babylovesdisco.com,150000,10,1500000,4,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Baby Loves Disco,4-19,True
True,A training program featuring the full-body Rodeo Abs machine and a software package that calculates your ideal heart rate for working out most efficiently.,19,Fitness Programs,"Ryan ""Cowboy"" Ehmann","Loveland, CO",http://www.lose12inches.com,120000,25,480000,4,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Lose 12 inches in 12 Workouts,4-19,False
True,A versatile and comfortable beanbag chair that unzips into a bed.,19,Furniture,Byron Young,"Gainesville, FL",http://cordaroys.com,200000,20,1000000,4,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Cordaroy's,4-19,False
True,"Drop Stop offers 100% coverage of the dreaded ""carmuter triangle"", that space in your car where your belongings and stray debris go to disappear. Of course, the ""carmuter triangle"" refers to the gap between your seat and the center console. The patented Drop Stop has a built-in slot that attaches it to the seat belt catch and keeps it securely in place, assuring full coverage of that gap even if you move your seat. Made with a high grade neoprene casing, DropStop expands or compresses to fit according to the shape of your car's seats and center console, making it a universal fit for all cars and trucks.",20,Automotive,Marc Newburger and Jeffrey Simon,"Los Angeles, CA",http://www.buydropstop.com,300000,15,2000000,4,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Drop Stop,4-20,True
True,"Coolwraps offers an easier and frankly, much cooler, way to get your presents wrapped speedily and professionally. Your gift goes into one of these easy-to-use shrink wrap bags, then you shrink-seal them with any household hair dryer. Available in three patterns--Celebration, Balloons, and Hearts--you can choose the one that best suits the occasion. Each Coolwraps package contains nine shrink wrap gift bags with three of each size: small, medium, and large. Coolwraps come in handy for any shape of gift, but it's especially genius when it comes to irregularly shaped presents like stuffed animals or home accessories.",20,Holiday Cheer,Jeffrey Miller,"Green Cove Springs, FL",http://www.coolwraps.com,100000,40,250000,4,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Coolwraps,4-20,False
True,"Simple Sugars is a line of all-natural skincare products for sensitive skin. Made by a young entrepreneur who has first-hand experience with sensitive skin, Simple Sugars is formulated with sugar as the primary exfoliant and blended with noncomedogenic oils and botanicals to make effective yet gentle products that anyone can safely use.",20,Personal Care and Cosmetics,Lani Lazzari,"Pittsburgh, PA",http://www.simplesugarsscrub.com,100000,10,1000000,4,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Simple Sugars,4-20,False
False,"Traditional Fisheries is the only commercial supplier of lionfish. The company's system of harvesting lionfish yields ample supply and reduces the lionfish population, which is an added benefit because this invasive species is crowing out other varieties of fish in many areas. Lionfish are currently at no risk of over-fishing; completely the contrary, actually. For this reason, it's a fantastic choice of seafood for those seeking to consume fish sustainable. Every lionfish you eat saves a number of more endangered fish from being harvested and/or crowded out of their natural habitat.",20,Specialty Food,Gary Groomes and Dave Johnson,"Minneapolis, MN",http://www.traditionalfisheries.com,225000,25,900000,4,Lori Greiner,Robert Herjavec,Kevin O'Leary,Daymond John,Mark Cuban,Traditional Fisheries,4-20,True
