Date,Price(in dollars),Open,High,Low,Vol.,Change%
"May 28, 2018",11.89,12.6,12.75,11.63,938.95K,-5.65
"May 27, 2018",12.6,12.79,12.8,12.29,1.07M,-0.99
"May 26, 2018",12.73,13.04,13.26,12.69,1.21M,-1.97
"May 25, 2018",12.99,13.04,13.38,12.58,1.32M,-0.3
"May 24, 2018",13.02,12.54,13.19,12.1,1.57M,4.47
"May 23, 2018",12.47,13.85,13.93,12.24,2.22M,-10.18
"May 22, 2018",13.88,14.67,14.84,13.71,2.36M,-5.4
"May 21, 2018",14.67,14.17,14.8,14.08,2.55M,3.57
"May 20, 2018",14.17,14.33,14.39,13.69,2.41M,-1.13
"May 19, 2018",14.33,15.11,15.65,13.95,3.39M,-5.16
"May 18, 2018",15.11,12.37,16.23,12.01,5.63M,22.18
"May 17, 2018",12.37,12.33,12.95,12.22,1.71M,0.61
"May 16, 2018",12.29,12.53,12.57,11.88,1.07M,-1.79
"May 15, 2018",12.51,12.88,13.33,12.47,1.29M,-2.41
"May 14, 2018",12.82,13.15,13.2,12.29,1.55M,-2.46
"May 13, 2018",13.15,13.03,13.57,12.65,1.88M,1.65
"May 12, 2018",12.93,12.98,13.18,12.15,1.28M,-0.05
"May 11, 2018",12.94,13.79,14.13,12.53,1.57M,-6.06
"May 10, 2018",13.78,14.65,15.04,13.75,1.66M,-5.94
"May 09, 2018",14.65,13.5,14.8,13.03,2.60M,8.5
"May 08, 2018",13.5,13.77,13.82,13.1,1.44M,-2.04
"May 07, 2018",13.78,14.01,14.05,12.93,1.53M,-1.66
"May 06, 2018",14.01,14.44,14.94,13.64,2.10M,-2.92
"May 05, 2018",14.43,14.36,14.57,14.21,1.88M,0.58
"May 04, 2018",14.35,14.64,14.73,14.25,1.88M,-1.98
"May 03, 2018",14.64,14.43,14.84,14.19,2.50M,1.49
"May 02, 2018",14.43,14.17,14.44,13.9,2.10M,1.89
"May 01, 2018",14.16,14.32,14.33,13.5,1.99M,-1.13
"Apr 30, 2018",14.32,15.05,15.15,14.05,2.06M,-5.02
"Apr 29, 2018",15.07,15.2,15.43,14.53,2.83M,-0.8
"Apr 28, 2018",15.2,14.29,15.36,14.18,3.78M,6.31
"Apr 27, 2018",14.29,14.63,14.78,14.13,2.89M,-2.3
"Apr 26, 2018",14.63,13.36,14.74,13.2,4.22M,9.49
"Apr 25, 2018",13.36,15.12,15.9,12.95,5.20M,-11.63
"Apr 24, 2018",15.12,13.64,15.67,13.62,4.77M,10.84
"Apr 23, 2018",13.64,12.87,13.86,12.82,4.45M,5.98
"Apr 22, 2018",12.87,13.35,13.4,12.8,2.56M,-3.55
"Apr 21, 2018",13.35,12.57,13.74,12.39,4.56M,6.15
"Apr 20, 2018",12.57,12.35,12.72,11.89,2.74M,1.81
"Apr 19, 2018",12.35,12.3,12.43,12.05,2.40M,0.45
"Apr 18, 2018",12.3,11.74,12.44,11.51,2.74M,4.68
"Apr 17, 2018",11.74,12.23,12.48,11.67,2.44M,-3.96
"Apr 16, 2018",12.23,13.1,13.1,12.01,2.71M,-6.63
"Apr 15, 2018",13.1,13.27,13.62,12.9,3.85M,-1.25
"Apr 14, 2018",13.27,13.52,13.88,12.93,3.52M,-1.69
"Apr 13, 2018",13.49,12.97,13.8,12.72,5.34M,4.03
"Apr 12, 2018",12.97,12.3,13.02,11.85,4.90M,5.46
"Apr 11, 2018",12.3,12.08,12.3,11.77,3.39M,1.79
"Apr 10, 2018",12.08,11.89,12.43,11.81,3.45M,1.69
"Apr 09, 2018",11.88,12.12,12.55,11.52,3.01M,-1.99
"Apr 08, 2018",12.12,12.5,12.52,12.11,3.09M,-3
"Apr 07, 2018",12.5,12.26,12.65,12.22,3.26M,1.97
"Apr 06, 2018",12.26,12.49,12.65,12.01,3.15M,-1.84
"Apr 05, 2018",12.49,12.21,12.64,12.1,4.29M,2.28
"Apr 04, 2018",12.21,13.31,13.45,12,5.11M,-8.23
"Apr 03, 2018",13.31,12.6,13.96,12.22,5.15M,5.6
"Apr 02, 2018",12.6,11.11,12.66,10.98,4.51M,13.51
"Apr 01, 2018",11.1,11.05,11.31,10.32,4.10M,0.5
"Mar 31, 2018",11.04,10.42,11.47,10.25,4.18M,6.46
"Mar 30, 2018",10.37,10.19,10.85,9.71,3.79M,1.86
"Mar 29, 2018",10.19,11.67,11.75,10.12,3.60M,-12.69
"Mar 28, 2018",11.67,11.53,12.23,11.32,3.22M,1.48
"Mar 27, 2018",11.5,11.97,12.22,10.83,4.08M,-3.98
"Mar 26, 2018",11.97,12.97,13.01,10.82,5.49M,-7.7
"Mar 25, 2018",12.97,13.17,14.25,12.49,6.18M,-1.54
"Mar 24, 2018",13.17,11.75,14.93,11.54,8.44M,11.75
"Mar 23, 2018",11.79,10.07,11.97,9.5,5.52M,17.04
"Mar 22, 2018",10.07,9.97,10.93,9.49,4.70M,1.32
"Mar 21, 2018",9.94,9.18,10.33,9.06,4.96M,8.28
"Mar 20, 2018",9.18,9.03,9.26,8.6,3.93M,1.93
"Mar 19, 2018",9.01,8.94,9.3,8.45,3.91M,0.75
"Mar 18, 2018",8.94,8.92,8.98,7.8,3.95M,0
"Mar 17, 2018",8.94,9.08,9.47,8.64,3.96M,-1.54
"Mar 16, 2018",9.08,9.12,9.38,8.56,4.04M,-0.44
"Mar 15, 2018",9.12,8.91,9.42,8.31,4.27M,2.31
"Mar 14, 2018",8.91,10.15,10.67,8.5,5.16M,-12.2
"Mar 13, 2018",10.15,8.03,10.97,7.83,7.22M,26.46
"Mar 12, 2018",8.03,8.25,8.5,7.68,2.53M,-2.88
"Mar 11, 2018",8.27,7.65,8.42,7.33,2.66M,8.06
"Mar 10, 2018",7.65,8.28,8.34,7.57,2.21M,-8.12
"Mar 09, 2018",8.33,8.26,8.33,7.07,1.95M,0.85
"Mar 08, 2018",8.26,9.01,9.14,8.02,1.88M,-8.39
"Mar 07, 2018",9.01,9.39,10.21,8.13,2.93M,-4.01
"Mar 06, 2018",9.39,10.09,10.13,9.11,940.57K,-6.98
"Mar 05, 2018",10.09,10.39,10.45,10.09,470.75K,-2.91
"Mar 04, 2018",10.39,10.24,10.4,9.86,592.20K,1.51
"Mar 03, 2018",10.24,10.23,10.46,10.12,635.35K,0.07
"Mar 02, 2018",10.23,10.5,10.56,10.11,710.33K,-2.52
"Mar 01, 2018",10.5,10.46,10.68,10.33,1.23M,0.38
"Feb 28, 2018",10.46,10.56,11.17,10.35,1.61M,-1.02
"Feb 27, 2018",10.56,9.92,11.11,9.79,2.38M,6.5
"Feb 26, 2018",9.92,9.34,10.1,9.09,1.27M,6.21
"Feb 25, 2018",9.34,9.09,9.47,8.9,885.07K,2.78
"Feb 24, 2018",9.09,9.69,9.84,8.7,1.36M,-6.32
"Feb 23, 2018",9.7,8.86,9.73,8.62,1.62M,9.48
"Feb 22, 2018",8.86,9.4,9.8,8.63,1.79M,-5.44
"Feb 21, 2018",9.37,9.89,10.2,9.05,2.28M,-5.26
"Feb 20, 2018",9.89,11.06,11.2,9.7,2.36M,-10.58
"Feb 19, 2018",11.06,10.64,11.19,10.54,1.34M,3.92
"Feb 18, 2018",10.64,11.68,11.68,10.58,2.18M,-8.75
"Feb 17, 2018",11.66,11.2,11.85,10.9,2.29M,4.14
"Feb 16, 2018",11.2,10.87,11.2,10.3,1.96M,3.07
"Feb 15, 2018",10.87,10.38,11.29,10.05,4.24M,4.89
"Feb 14, 2018",10.36,9.02,10.65,8.96,2.57M,15.18
"Feb 13, 2018",8.99,9.34,9.35,8.74,1.37M,-3.7
"Feb 12, 2018",9.34,8.67,9.43,8.67,1.91M,7.73
"Feb 11, 2018",8.67,9.24,9.39,8.03,3.02M,-6.17
"Feb 10, 2018",9.24,9.86,10.35,8.77,3.35M,11.6
"Feb 09, 2018",8.28,8.28,8.28,8.28,-,0
"Feb 08, 2018",8.28,8.11,8.38,8.04,4.41M,2.11
"Feb 07, 2018",8.11,8.26,9.23,7.32,4.41M,-1.66
"Feb 06, 2018",8.25,6.73,8.6,5.52,6.16M,23.07
"Feb 05, 2018",6.7,8.4,8.56,6.08,3.13M,-20.25
"Feb 04, 2018",8.4,9.73,9.75,8.04,2.02M,-13.87
"Feb 03, 2018",9.75,9.75,10.32,8.58,2.35M,0
"Feb 02, 2018",9.75,9.51,10.7,7.31,4.02M,2.47
"Feb 01, 2018",9.51,11.31,11.45,8.66,2.17M,-15.9
"Jan 31, 2018",11.31,11.47,11.5,10.55,947.12K,-1.41
"Jan 30, 2018",11.47,12.81,12.84,11.11,1.32M,-10.46
"Jan 29, 2018",12.81,13.77,13.87,12.74,857.95K,-6.96
"Jan 28, 2018",13.77,13.4,14.01,13.3,1.38M,2.79
"Jan 27, 2018",13.4,13.13,13.55,12.85,992.88K,1.75
"Jan 26, 2018",13.17,13.19,13.6,12.01,1.79M,-0.16
"Jan 25, 2018",13.19,13.8,14.15,13.01,1.43M,-4.18
"Jan 24, 2018",13.77,13.1,14.29,12.6,1.95M,5.07
"Jan 23, 2018",13.1,12.9,13.88,11.64,2.34M,1.57
"Jan 22, 2018",12.9,14.16,14.48,11.66,2.88M,-8.73
"Jan 21, 2018",14.13,16.2,16.26,13.05,3.32M,-12.24
"Jan 20, 2018",16.11,14.95,16.65,14.82,2.62M,7.88
"Jan 19, 2018",14.93,14.02,15.48,13.5,3.00M,5.59
"Jan 18, 2018",14.14,14.3,15.9,13.1,6.70M,0.25
"Jan 17, 2018",14.1,13.01,15.66,9.4,9.97M,8.5
"Jan 16, 2018",13,19.44,19.44,10,9.93M,-33.12
"Jan 15, 2018",19.44,20.42,23.23,19.05,2.29M,-4.96
"Jan 14, 2018",20.45,22.1,22.1,18.27,1.38M,-7.41
"Jan 13, 2018",22.09,22.37,23.5,21.1,1.08M,0.17
"Jan 12, 2018",22.05,20.72,24.64,19.28,2.92M,3.38
"Jan 11, 2018",21.33,17.5,23,13.9,3.54M,22.04
"Jan 10, 2018",17.48,17.4,17.56,14.6,1.13M,0.46
"Jan 09, 2018",17.4,18,20.61,16.43,1.26M,-3.33
"Jan 08, 2018",18,18.59,19.3,14,2.00M,-3.17
"Jan 07, 2018",18.59,22.6,22.66,18.05,1.38M,-17.74
"Jan 06, 2018",22.6,14.89,23.6,14.7,2.66M,51.88
"Jan 05, 2018",14.88,9.14,16.82,8.97,2.60M,62.8
"Jan 04, 2018",9.14,9.3,9.46,8.56,918.41K,-1.72
"Jan 03, 2018",9.3,8.72,9.47,8.27,926.41K,6.65
"Jan 02, 2018",8.72,8.45,9.11,8.09,1.23M,3.2
"Jan 01, 2018",8.45,8.53,8.7,7.8,642.51K,-0.94
"Dec 31, 2017",8.53,7.59,8.8,7.52,1.26M,12.38
"Dec 30, 2017",7.59,8.71,8.71,6.93,1.61M,-12.86
"Dec 29, 2017",8.71,9.25,9.8,8.39,1.37M,-5.84
"Dec 28, 2017",9.25,10.07,10.25,7.8,2.52M,-8.14
"Dec 27, 2017",10.07,9.25,11.3,8.26,2.73M,8.86
"Dec 26, 2017",9.25,6.46,10.79,6.35,2.97M,43.19
"Dec 25, 2017",6.46,5.18,6.88,5.03,1.44M,24.71
"Dec 24, 2017",5.18,4.4,5.2,3.8,1.03M,17.73
"Dec 23, 2017",4.4,4.29,5,4.17,945.70K,2.56
"Dec 22, 2017",4.29,5.16,5.2,3.25,1.57M,-16.86
"Dec 21, 2017",5.16,5.15,5.69,4.42,984.45K,0.19
"Dec 20, 2017",5.15,5.7,5.7,4.68,1.38M,-9.65
"Dec 19, 2017",5.7,6,6.46,5.27,1.74M,-5
"Dec 18, 2017",6,6,6.1,4.75,1.41M,0
"Dec 17, 2017",6,4.64,6.7,4.6,1.52M,29.31
"Dec 16, 2017",4.64,4.12,4.72,3.82,767.29K,12.62
"Dec 15, 2017",4.12,3.15,4.4,2.99,896.22K,30.79
"Dec 14, 2017",3.15,2.72,3.15,2.63,871.68K,15.81
"Dec 13, 2017",2.72,2.55,2.74,2.27,669.43K,6.67
"Dec 12, 2017",2.55,2.69,2.74,2.45,534.10K,-5.2
"Dec 11, 2017",2.69,2.46,2.78,2.45,378.45K,9.35
"Dec 10, 2017",2.46,2.65,2.66,2.13,548.97K,-7.17
"Dec 09, 2017",2.65,2.79,2.81,2.18,470.09K,-5.02
"Dec 08, 2017",2.79,2.66,2.8,2.21,641.80K,4.89
"Dec 07, 2017",2.66,2.51,2.84,2.4,520.77K,5.98
"Dec 06, 2017",2.51,2.61,2.8,2.33,369.57K,-3.83
"Dec 05, 2017",2.61,2.55,2.75,2.5,418.31K,2.35
"Dec 04, 2017",2.55,2.26,2.59,2.26,369.61K,12.83
"Dec 03, 2017",2.26,2.08,2.4,2.04,341.64K,8.65
"Dec 02, 2017",2.08,2.05,2.12,1.98,240.59K,1.46
"Dec 01, 2017",2.05,1.95,2.14,1.88,308.39K,5.13
"Nov 30, 2017",1.95,1.76,2.04,1.71,736.32K,10.8
"Nov 29, 2017",1.76,1.92,2.05,1.55,901.09K,-8.33
"Nov 28, 2017",1.92,1.95,1.95,1.8,357.69K,-1.54
"Nov 27, 2017",1.95,1.84,1.95,1.74,472.12K,5.98
"Nov 26, 2017",1.84,1.87,1.91,1.76,192.60K,-1.6
"Nov 25, 2017",1.87,1.73,1.96,1.68,462.64K,8.09
"Nov 24, 2017",1.73,1.57,1.82,1.54,631.81K,10.19
"Nov 23, 2017",1.57,1.62,1.62,1.54,178.86K,-3.09
"Nov 22, 2017",1.62,1.59,1.62,1.56,179.15K,1.89
"Nov 21, 2017",1.59,1.64,1.64,1.54,404.20K,-3.05
"Nov 20, 2017",1.64,1.6,1.65,1.56,158.70K,2.5
"Nov 19, 2017",1.6,1.67,1.69,1.58,172.57K,-4.19
"Nov 18, 2017",1.67,1.5,1.67,1.49,168.62K,11.33
"Nov 17, 2017",1.5,1.56,1.58,1.49,419.40K,-3.85
"Nov 16, 2017",1.56,1.55,1.67,1.51,193.73K,0.65
"Nov 15, 2017",1.55,1.59,1.68,1.49,291.61K,-2.52
"Nov 14, 2017",1.59,1.68,1.74,1.53,173.13K,-5.36
"Nov 13, 2017",1.68,1.49,1.74,1.49,166.01K,12.75
"Nov 12, 2017",1.49,1.66,1.7,1.34,456.48K,-10.24
"Nov 11, 2017",1.66,1.71,1.93,1.58,256.71K,-2.92
"Nov 10, 2017",1.71,1.99,2.02,1.6,483.23K,-14.07
"Nov 09, 2017",1.99,1.99,2.2,1.9,283.35K,0
