date,sales,profit,region,state,category,type,caffeination
01-Jun-11,663,363,East,NY,Herbal Tea,Lemon,Decaf
01-Jun-11,669,439,East,NY,Espresso,Regular Espresso,Regular
01-Jun-11,882,493,East,NY,Coffee,Columbian,Regular
01-Jun-11,882,493,West,CA,Coffee,Columbian,Regular
01-Jul-11,27,522,West,NV,Tea,Green Tea,Regular
01-Jul-11,43,43,Central,IA,Espresso,Decaf Espresso,Decaf
01-Jul-11,43,43,East,NH,Tea,Green Tea,Regular
01-Jul-11,43,44,West,NV,Espresso,Caffe Latte,Regular
01-Jul-11,44,12,Central,OH,Herbal Tea,Chamomile,Decaf
01-Jul-11,44,12,East,MA,Tea,Green Tea,Regular
01-Jul-11,44,12,South,OK,Espresso,Caffe Mocha,Regular
01-Jul-11,44,12,West,OR,Tea,Darjeeling,Regular
01-Jul-11,49,18,Central,IA,Espresso,Caffe Mocha,Regular
01-Jul-11,49,17,West,NV,Espresso,Decaf Espresso,Decaf
01-Jul-11,51,21,East,CT,Tea,Green Tea,Regular
01-Jul-11,54,17,Central,IA,Coffee,Decaf Irish Cream,Decaf
01-Jul-11,56,22,Central,OH,Herbal Tea,Lemon,Decaf
01-Jul-11,56,22,East,MA,Tea,Darjeeling,Regular
01-Jul-11,56,22,South,OK,Coffee,Decaf Irish Cream,Decaf
01-Jul-11,60,23,Central,IA,Coffee,Amaretto,Regular
01-Jul-11,60,23,East,NH,Tea,Darjeeling,Regular
01-Jul-11,60,23,South,NM,Herbal Tea,Chamomile,Decaf
01-Jul-11,60,23,West,NV,Espresso,Caffe Mocha,Regular
01-Jul-11,73,33,West,OR,Herbal Tea,Chamomile,Decaf
01-Jul-11,74,12,Central,IA,Coffee,Columbian,Regular
01-Jul-11,74,14,South,NM,Herbal Tea,Lemon,Decaf
01-Jul-11,74,12,West,NV,Coffee,Decaf Irish Cream,Decaf
01-Jul-11,76,367,East,NY,Espresso,Caffe Mocha,Regular
01-Jul-11,81,0,Central,MO,Tea,Green Tea,Regular
01-Jul-11,81,0,East,NH,Herbal Tea,Lemon,Decaf
01-Jul-11,81,1,West,NV,Coffee,Columbian,Regular
01-Jul-11,84,25,Central,OH,Coffee,Columbian,Regular
01-Jul-11,84,26,South,TX,Herbal Tea,Lemon,Decaf
01-Jul-11,84,25,West,OR,Coffee,Decaf Irish Cream,Decaf
01-Jul-11,86,44,Central,MO,Espresso,Caffe Mocha,Regular
01-Jul-11,86,44,East,CT,Tea,Darjeeling,Regular
01-Jul-11,86,43,West,UT,Espresso,Decaf Espresso,Decaf
01-Jul-11,86,190,West,CA,Coffee,Amaretto,Regular
01-Jul-11,88,1,Central,MO,Tea,Earl Grey,Regular
01-Jul-11,88,0,East,NH,Espresso,Regular Espresso,Regular
01-Jul-11,88,1,South,NM,Espresso,Caffe Latte,Regular
01-Jul-11,88,1,West,UT,Tea,Green Tea,Regular
01-Jul-11,89,29,Central,WI,Tea,Darjeeling,Regular
01-Jul-11,89,29,South,LA,Espresso,Decaf Espresso,Decaf
01-Jul-11,89,28,West,WA,Tea,Earl Grey,Regular
01-Jul-11,93,37,Central,CO,Tea,Green Tea,Regular
01-Jul-11,93,39,South,OK,Coffee,Columbian,Regular
01-Jul-11,93,37,West,OR,Herbal Tea,Lemon,Decaf
01-Jul-11,93,0,West,OR,Coffee,Columbian,Regular
01-Jul-11,94,14,Central,CO,Herbal Tea,Lemon,Decaf
01-Jul-11,94,12,Central,OH,Coffee,Decaf Irish Cream,Decaf
01-Jul-11,94,14,West,OR,Coffee,Amaretto,Regular
01-Jul-11,95,48,Central,MO,Espresso,Decaf Espresso,Decaf
01-Jul-11,95,50,West,UT,Espresso,Caffe Latte,Regular
01-Jul-11,98,50,South,LA,Coffee,Columbian,Regular
01-Jul-11,98,51,West,WA,Herbal Tea,Lemon,Decaf
01-Jul-11,99,22,East,CT,Espresso,Decaf Espresso,Decaf
01-Jul-11,99,22,West,UT,Coffee,Columbian,Regular
01-Jul-11,102,23,Central,MO,Tea,Darjeeling,Regular
01-Jul-11,102,25,South,NM,Espresso,Decaf Espresso,Decaf
01-Jul-11,102,23,West,UT,Tea,Earl Grey,Regular
01-Jul-11,103,40,Central,WI,Herbal Tea,Chamomile,Decaf
01-Jul-11,103,41,South,LA,Espresso,Caffe Mocha,Regular
01-Jul-11,103,40,West,WA,Tea,Darjeeling,Regular
01-Jul-11,105,44,South,LA,Herbal Tea,Chamomile,Decaf
01-Jul-11,105,44,West,UT,Espresso,Caffe Mocha,Regular
01-Jul-11,108,32,Central,CO,Tea,Earl Grey,Regular
01-Jul-11,109,29,Central,CO,Herbal Tea,Mint,Decaf
01-Jul-11,109,28,Central,OH,Coffee,Amaretto,Regular
01-Jul-11,109,57,East,FL,Tea,Darjeeling,Regular
01-Jul-11,109,28,South,TX,Herbal Tea,Chamomile,Decaf
01-Jul-11,109,28,West,OR,Espresso,Caffe Mocha,Regular
01-Jul-11,110,10,East,MA,Espresso,Caffe Mocha,Regular
01-Jul-11,112,8,Central,WI,Tea,Earl Grey,Regular
01-Jul-11,112,7,East,CT,Espresso,Caffe Mocha,Regular
01-Jul-11,112,8,South,LA,Espresso,Caffe Latte,Regular
01-Jul-11,112,7,West,WA,Tea,Green Tea,Regular
01-Jul-11,114,17,Central,CO,Tea,Darjeeling,Regular
01-Jul-11,114,15,Central,OH,Espresso,Decaf Espresso,Decaf
01-Jul-11,114,50,Central,WI,Espresso,Decaf Espresso,Decaf
01-Jul-11,114,50,East,FL,Herbal Tea,Chamomile,Decaf
01-Jul-11,114,15,East,MA,Herbal Tea,Lemon,Decaf
01-Jul-11,114,17,West,OR,Espresso,Caffe Latte,Regular
01-Jul-11,114,50,West,WA,Espresso,Caffe Latte,Regular
01-Jul-11,130,43,Central,CO,Espresso,Decaf Espresso,Decaf
01-Jul-11,130,43,Central,IL,Tea,Earl Grey,Regular
01-Jul-11,130,41,South,TX,Espresso,Caffe Latte,Regular
01-Jul-11,130,41,West,CA,Tea,Green Tea,Regular
01-Jul-11,131,44,Central,MO,Coffee,Decaf Irish Cream,Decaf
01-Jul-11,131,46,East,CT,Herbal Tea,Mint,Decaf
01-Jul-11,131,44,West,UT,Coffee,Amaretto,Regular
01-Jul-11,132,25,Central,WI,Coffee,Amaretto,Regular
01-Jul-11,132,26,East,FL,Herbal Tea,Lemon,Decaf
01-Jul-11,132,26,South,OK,Herbal Tea,Chamomile,Decaf
01-Jul-11,132,25,West,WA,Espresso,Caffe Mocha,Regular
01-Jul-11,140,1,Central,MO,Herbal Tea,Chamomile,Decaf
01-Jul-11,140,1,East,NH,Espresso,Caffe Mocha,Regular
01-Jul-11,140,1,South,NM,Espresso,Caffe Mocha,Regular
01-Jul-11,140,0,West,UT,Tea,Darjeeling,Regular
01-Jul-11,143,80,Central,WI,Herbal Tea,Lemon,Decaf
01-Jul-11,143,80,East,FL,Tea,Green Tea,Regular
01-Jul-11,143,80,South,LA,Coffee,Decaf Irish Cream,Decaf
01-Jul-11,150,68,East,NH,Coffee,Amaretto,Regular
01-Jul-11,150,66,West,UT,Herbal Tea,Chamomile,Decaf
01-Jul-11,159,59,East,NH,Coffee,Columbian,Regular
01-Jul-11,159,61,South,NM,Coffee,Columbian,Regular
01-Jul-11,159,61,West,UT,Herbal Tea,Lemon,Decaf
01-Jul-11,167,17,Central,MO,Herbal Tea,Lemon,Decaf
01-Jul-11,167,43,Central,MO,Coffee,Columbian,Regular
01-Jul-11,167,44,East,CT,Herbal Tea,Lemon,Decaf
01-Jul-11,167,43,South,LA,Herbal Tea,Lemon,Decaf
01-Jul-11,167,15,South,NM,Coffee,Decaf Irish Cream,Decaf
01-Jul-11,167,17,West,UT,Herbal Tea,Mint,Decaf
01-Jul-11,167,43,West,UT,Coffee,Decaf Irish Cream,Decaf
01-Jul-11,187,77,Central,WI,Espresso,Caffe Mocha,Regular
01-Jul-11,187,76,East,FL,Herbal Tea,Mint,Decaf
01-Jul-11,187,77,West,WA,Espresso,Decaf Espresso,Decaf
01-Jul-11,196,226,East,NY,Herbal Tea,Mint,Decaf
01-Jul-11,197,98,Central,CO,Coffee,Columbian,Regular
01-Jul-11,197,99,Central,IL,Herbal Tea,Lemon,Decaf
01-Jul-11,197,98,South,TX,Coffee,Decaf Irish Cream,Decaf
01-Jul-11,197,99,West,CA,Herbal Tea,Mint,Decaf
01-Jul-11,200,217,West,CA,Coffee,Decaf Irish Cream,Decaf
01-Jul-11,209,104,West,WA,Coffee,Columbian,Regular
01-Jul-11,223,104,East,CT,Coffee,Columbian,Regular
01-Jul-11,223,104,West,WA,Herbal Tea,Chamomile,Decaf
01-Jul-11,225,98,Central,WI,Coffee,Decaf Irish Cream,Decaf
01-Jul-11,225,98,East,FL,Espresso,Decaf Espresso,Decaf
01-Jul-11,228,135,Central,CO,Espresso,Caffe Mocha,Regular
01-Jul-11,228,137,Central,IL,Tea,Darjeeling,Regular
01-Jul-11,228,135,East,NY,Tea,Green Tea,Regular
01-Jul-11,228,135,South,TX,Espresso,Decaf Espresso,Decaf
01-Jul-11,228,135,West,CA,Tea,Earl Grey,Regular
01-Jul-11,254,153,Central,CO,Coffee,Amaretto,Regular
01-Jul-11,254,153,Central,IL,Herbal Tea,Chamomile,Decaf
01-Jul-11,254,153,East,NY,Tea,Earl Grey,Regular
01-Jul-11,254,155,South,TX,Espresso,Caffe Mocha,Regular
01-Jul-11,254,155,West,CA,Tea,Darjeeling,Regular
01-Jul-11,283,144,Central,OH,Tea,Darjeeling,Regular
01-Jul-11,283,144,East,FL,Coffee,Columbian,Regular
01-Jul-11,283,142,South,OK,Espresso,Decaf Espresso,Decaf
01-Jul-11,283,144,West,OR,Tea,Earl Grey,Regular
01-Jul-11,288,112,Central,CO,Herbal Tea,Chamomile,Decaf
01-Jul-11,288,112,Central,OH,Espresso,Caffe Mocha,Regular
01-Jul-11,288,112,East,MA,Espresso,Regular Espresso,Regular
01-Jul-11,288,112,West,OR,Espresso,Decaf Espresso,Decaf
01-Jul-11,294,44,Central,WI,Coffee,Columbian,Regular
01-Jul-11,294,44,East,FL,Espresso,Caffe Mocha,Regular
01-Jul-11,294,44,South,OK,Herbal Tea,Lemon,Decaf
01-Jul-11,294,43,West,WA,Coffee,Decaf Irish Cream,Decaf
01-Jul-11,309,192,Central,CO,Coffee,Decaf Irish Cream,Decaf
01-Jul-11,309,192,Central,IL,Herbal Tea,Mint,Decaf
01-Jul-11,309,190,East,NY,Tea,Darjeeling,Regular
01-Jul-11,309,192,West,CA,Herbal Tea,Chamomile,Decaf
01-Jul-11,333,177,Central,OH,Tea,Earl Grey,Regular
01-Jul-11,333,178,East,FL,Coffee,Decaf Irish Cream,Decaf
01-Jul-11,333,177,South,OK,Espresso,Caffe Latte,Regular
01-Jul-11,333,178,West,OR,Tea,Green Tea,Regular
01-Jul-11,373,207,Central,IL,Coffee,Decaf Irish Cream,Decaf
01-Jul-11,373,207,Central,IA,Herbal Tea,Lemon,Decaf
01-Jul-11,373,207,West,NV,Herbal Tea,Mint,Decaf
01-Jul-11,384,62,West,CA,Espresso,Caffe Mocha,Regular
01-Jul-11,384,62,West,NV,Herbal Tea,Chamomile,Decaf
01-Jul-11,527,232,Central,IL,Espresso,Decaf Espresso,Decaf
01-Jul-11,527,230,Central,IA,Tea,Darjeeling,Regular
01-Jul-11,527,230,West,CA,Espresso,Caffe Latte,Regular
01-Jul-11,527,232,West,NV,Tea,Earl Grey,Regular
01-Jul-11,541,251,East,NY,Espresso,Regular Espresso,Regular
01-Jul-11,562,287,Central,IL,Coffee,Columbian,Regular
01-Jul-11,562,284,South,TX,Coffee,Columbian,Regular
01-Jul-11,562,283,West,CA,Herbal Tea,Lemon,Decaf
01-Jul-11,562,287,West,NV,Herbal Tea,Lemon,Decaf
01-Jul-11,597,272,Central,IA,Tea,Earl Grey,Regular
01-Jul-11,659,778,East,MA,Coffee,Columbian,Regular
01-Jul-11,672,357,Central,IL,Espresso,Caffe Mocha,Regular
01-Jul-11,672,356,Central,IA,Herbal Tea,Chamomile,Decaf
01-Jul-11,672,357,West,CA,Espresso,Decaf Espresso,Decaf
01-Jul-11,672,356,West,NV,Tea,Darjeeling,Regular
01-Jul-11,786,536,East,NY,Herbal Tea,Lemon,Decaf
01-Jul-11,904,511,East,NY,Coffee,Columbian,Regular
01-Jul-11,904,511,West,CA,Coffee,Columbian,Regular
01-Aug-11,21,558,West,NV,Tea,Green Tea,Regular
01-Aug-11,32,1,Central,IA,Coffee,Decaf Irish Cream,Decaf
01-Aug-11,41,12,Central,OH,Herbal Tea,Chamomile,Decaf
01-Aug-11,41,12,East,MA,Tea,Green Tea,Regular
01-Aug-11,41,14,South,OK,Espresso,Caffe Mocha,Regular
01-Aug-11,41,12,West,OR,Tea,Darjeeling,Regular
01-Aug-11,43,43,Central,IA,Espresso,Decaf Espresso,Decaf
01-Aug-11,43,43,East,NH,Tea,Green Tea,Regular
01-Aug-11,43,44,West,NV,Espresso,Caffe Latte,Regular
01-Aug-11,47,17,East,CT,Tea,Green Tea,Regular
01-Aug-11,55,22,Central,OH,Herbal Tea,Lemon,Decaf
01-Aug-11,55,22,East,MA,Tea,Darjeeling,Regular
01-Aug-11,55,22,South,OK,Coffee,Decaf Irish Cream,Decaf
01-Aug-11,57,25,Central,IA,Espresso,Caffe Mocha,Regular
01-Aug-11,57,23,West,NV,Espresso,Decaf Espresso,Decaf
01-Aug-11,61,26,West,OR,Herbal Tea,Chamomile,Decaf
01-Aug-11,62,26,Central,IA,Coffee,Amaretto,Regular
01-Aug-11,62,28,East,NH,Tea,Darjeeling,Regular
01-Aug-11,62,26,South,NM,Herbal Tea,Chamomile,Decaf
01-Aug-11,62,26,West,NV,Espresso,Caffe Mocha,Regular
01-Aug-11,64,12,Central,MO,Tea,Earl Grey,Regular
01-Aug-11,64,12,East,NH,Espresso,Regular Espresso,Regular
01-Aug-11,64,11,South,NM,Espresso,Caffe Latte,Regular
01-Aug-11,64,12,West,UT,Tea,Green Tea,Regular
01-Aug-11,68,25,Central,WI,Espresso,Decaf Espresso,Decaf
01-Aug-11,68,25,East,FL,Herbal Tea,Chamomile,Decaf
01-Aug-11,68,23,West,WA,Espresso,Caffe Latte,Regular
01-Aug-11,77,392,East,NY,Espresso,Caffe Mocha,Regular
01-Aug-11,79,39,Central,MO,Espresso,Decaf Espresso,Decaf
01-Aug-11,79,39,West,UT,Espresso,Caffe Latte,Regular
01-Aug-11,82,40,Central,MO,Espresso,Caffe Mocha,Regular
01-Aug-11,82,39,East,CT,Tea,Darjeeling,Regular
01-Aug-11,82,39,West,UT,Espresso,Decaf Espresso,Decaf
01-Aug-11,84,26,Central,OH,Coffee,Columbian,Regular
01-Aug-11,84,26,South,TX,Herbal Tea,Lemon,Decaf
01-Aug-11,84,26,West,OR,Coffee,Decaf Irish Cream,Decaf
01-Aug-11,85,1,Central,MO,Tea,Green Tea,Regular
01-Aug-11,85,1,East,NH,Herbal Tea,Lemon,Decaf
01-Aug-11,85,1,West,NV,Coffee,Columbian,Regular
01-Aug-11,86,192,West,CA,Coffee,Amaretto,Regular
01-Aug-11,88,14,Central,CO,Herbal Tea,Lemon,Decaf
01-Aug-11,88,15,Central,OH,Coffee,Decaf Irish Cream,Decaf
01-Aug-11,88,15,West,OR,Coffee,Amaretto,Regular
01-Aug-11,89,21,Central,IA,Coffee,Columbian,Regular
01-Aug-11,89,28,Central,WI,Tea,Darjeeling,Regular
01-Aug-11,89,29,South,LA,Espresso,Decaf Espresso,Decaf
01-Aug-11,89,21,South,NM,Herbal Tea,Lemon,Decaf
01-Aug-11,89,22,West,NV,Coffee,Decaf Irish Cream,Decaf
01-Aug-11,89,28,West,WA,Tea,Earl Grey,Regular
01-Aug-11,90,22,Central,CO,Tea,Earl Grey,Regular
01-Aug-11,97,22,East,CT,Espresso,Decaf Espresso,Decaf
01-Aug-11,97,21,West,UT,Coffee,Columbian,Regular
01-Aug-11,104,26,Central,MO,Tea,Darjeeling,Regular
01-Aug-11,104,10,Central,WI,Tea,Earl Grey,Regular
01-Aug-11,104,11,East,CT,Espresso,Caffe Mocha,Regular
01-Aug-11,104,8,East,MA,Espresso,Caffe Mocha,Regular
01-Aug-11,104,10,South,LA,Espresso,Caffe Latte,Regular
01-Aug-11,104,25,South,NM,Espresso,Decaf Espresso,Decaf
01-Aug-11,104,26,West,UT,Tea,Earl Grey,Regular
01-Aug-11,104,11,West,WA,Tea,Green Tea,Regular
01-Aug-11,107,28,Central,CO,Herbal Tea,Mint,Decaf
01-Aug-11,107,26,Central,OH,Coffee,Amaretto,Regular
01-Aug-11,107,26,South,TX,Herbal Tea,Chamomile,Decaf
01-Aug-11,107,26,West,OR,Espresso,Caffe Mocha,Regular
01-Aug-11,108,12,Central,CO,Tea,Darjeeling,Regular
01-Aug-11,108,11,Central,OH,Espresso,Decaf Espresso,Decaf
01-Aug-11,108,12,East,MA,Herbal Tea,Lemon,Decaf
01-Aug-11,108,12,West,OR,Espresso,Caffe Latte,Regular
01-Aug-11,109,33,Central,MO,Coffee,Decaf Irish Cream,Decaf
01-Aug-11,109,33,East,CT,Herbal Tea,Mint,Decaf
01-Aug-11,109,33,West,UT,Coffee,Amaretto,Regular
01-Aug-11,113,61,East,FL,Tea,Darjeeling,Regular
01-Aug-11,113,11,West,OR,Coffee,Columbian,Regular
01-Aug-11,117,63,South,LA,Coffee,Columbian,Regular
01-Aug-11,117,62,West,WA,Herbal Tea,Lemon,Decaf
01-Aug-11,119,54,Central,CO,Coffee,Columbian,Regular
01-Aug-11,119,54,Central,IL,Herbal Tea,Lemon,Decaf
01-Aug-11,119,54,South,TX,Coffee,Decaf Irish Cream,Decaf
01-Aug-11,119,52,West,CA,Herbal Tea,Mint,Decaf
01-Aug-11,123,420,East,NY,Herbal Tea,Mint,Decaf
01-Aug-11,125,57,Central,WI,Herbal Tea,Chamomile,Decaf
01-Aug-11,125,57,South,LA,Espresso,Caffe Mocha,Regular
01-Aug-11,125,58,West,WA,Tea,Darjeeling,Regular
01-Aug-11,130,41,Central,CO,Espresso,Decaf Espresso,Decaf
01-Aug-11,130,41,Central,IL,Tea,Earl Grey,Regular
01-Aug-11,130,41,South,TX,Espresso,Caffe Latte,Regular
01-Aug-11,130,41,West,CA,Tea,Green Tea,Regular
01-Aug-11,138,57,Central,MO,Herbal Tea,Lemon,Decaf
01-Aug-11,138,58,South,NM,Coffee,Decaf Irish Cream,Decaf
01-Aug-11,138,57,West,UT,Herbal Tea,Mint,Decaf
01-Aug-11,139,29,Central,WI,Coffee,Amaretto,Regular
01-Aug-11,139,28,East,FL,Herbal Tea,Lemon,Decaf
01-Aug-11,139,28,South,OK,Herbal Tea,Chamomile,Decaf
01-Aug-11,139,28,West,WA,Espresso,Caffe Mocha,Regular
01-Aug-11,150,3,Central,MO,Herbal Tea,Chamomile,Decaf
01-Aug-11,150,1,East,NH,Espresso,Caffe Mocha,Regular
01-Aug-11,150,66,East,NH,Coffee,Amaretto,Regular
01-Aug-11,150,3,South,NM,Espresso,Caffe Mocha,Regular
01-Aug-11,150,3,West,UT,Tea,Darjeeling,Regular
01-Aug-11,150,68,West,UT,Herbal Tea,Chamomile,Decaf
01-Aug-11,153,87,Central,WI,Herbal Tea,Lemon,Decaf
01-Aug-11,153,87,East,FL,Tea,Green Tea,Regular
01-Aug-11,153,87,South,LA,Coffee,Decaf Irish Cream,Decaf
01-Aug-11,154,73,Central,CO,Tea,Green Tea,Regular
01-Aug-11,154,73,South,OK,Coffee,Columbian,Regular
01-Aug-11,154,73,West,OR,Herbal Tea,Lemon,Decaf
01-Aug-11,159,37,Central,MO,Coffee,Columbian,Regular
01-Aug-11,159,39,East,CT,Herbal Tea,Lemon,Decaf
01-Aug-11,159,61,East,NH,Coffee,Columbian,Regular
01-Aug-11,159,39,South,LA,Herbal Tea,Lemon,Decaf
01-Aug-11,159,61,South,NM,Coffee,Columbian,Regular
01-Aug-11,159,61,West,UT,Herbal Tea,Lemon,Decaf
01-Aug-11,159,37,West,UT,Coffee,Decaf Irish Cream,Decaf
01-Aug-11,165,189,West,CA,Coffee,Decaf Irish Cream,Decaf
01-Aug-11,174,84,South,LA,Herbal Tea,Chamomile,Decaf
01-Aug-11,174,86,West,UT,Espresso,Caffe Mocha,Regular
01-Aug-11,209,105,West,WA,Coffee,Columbian,Regular
01-Aug-11,223,104,East,CT,Coffee,Columbian,Regular
01-Aug-11,223,104,West,WA,Herbal Tea,Chamomile,Decaf
01-Aug-11,224,97,Central,WI,Espresso,Caffe Mocha,Regular
01-Aug-11,224,97,East,FL,Herbal Tea,Mint,Decaf
01-Aug-11,224,98,West,WA,Espresso,Decaf Espresso,Decaf
01-Aug-11,229,101,Central,WI,Coffee,Decaf Irish Cream,Decaf
01-Aug-11,229,101,East,FL,Espresso,Decaf Espresso,Decaf
01-Aug-11,243,145,Central,CO,Espresso,Caffe Mocha,Regular
01-Aug-11,243,145,Central,IL,Tea,Darjeeling,Regular
01-Aug-11,243,145,East,NY,Tea,Green Tea,Regular
01-Aug-11,243,145,South,TX,Espresso,Decaf Espresso,Decaf
01-Aug-11,243,145,West,CA,Tea,Earl Grey,Regular
01-Aug-11,275,142,Central,OH,Tea,Earl Grey,Regular
01-Aug-11,275,141,East,FL,Coffee,Decaf Irish Cream,Decaf
01-Aug-11,275,141,South,OK,Espresso,Caffe Latte,Regular
01-Aug-11,275,141,West,OR,Tea,Green Tea,Regular
01-Aug-11,283,142,Central,OH,Tea,Darjeeling,Regular
01-Aug-11,283,144,East,FL,Coffee,Columbian,Regular
01-Aug-11,283,142,South,OK,Espresso,Decaf Espresso,Decaf
01-Aug-11,283,144,West,OR,Tea,Earl Grey,Regular
01-Aug-11,288,113,Central,CO,Herbal Tea,Chamomile,Decaf
01-Aug-11,288,112,Central,OH,Espresso,Caffe Mocha,Regular
01-Aug-11,288,113,East,MA,Espresso,Regular Espresso,Regular
01-Aug-11,288,112,West,OR,Espresso,Decaf Espresso,Decaf
01-Aug-11,298,184,Central,CO,Coffee,Amaretto,Regular
01-Aug-11,298,182,Central,IL,Herbal Tea,Chamomile,Decaf
01-Aug-11,298,184,East,NY,Tea,Earl Grey,Regular
01-Aug-11,298,184,South,TX,Espresso,Caffe Mocha,Regular
01-Aug-11,298,184,West,CA,Tea,Darjeeling,Regular
01-Aug-11,314,48,Central,WI,Coffee,Columbian,Regular
01-Aug-11,314,48,East,FL,Espresso,Caffe Mocha,Regular
01-Aug-11,314,47,South,OK,Herbal Tea,Lemon,Decaf
01-Aug-11,314,47,West,WA,Coffee,Decaf Irish Cream,Decaf
01-Aug-11,320,199,Central,CO,Coffee,Decaf Irish Cream,Decaf
01-Aug-11,320,197,Central,IL,Herbal Tea,Mint,Decaf
01-Aug-11,320,199,East,NY,Tea,Darjeeling,Regular
01-Aug-11,320,197,West,CA,Herbal Tea,Chamomile,Decaf
01-Aug-11,373,207,Central,IL,Coffee,Decaf Irish Cream,Decaf
01-Aug-11,373,208,Central,IA,Herbal Tea,Lemon,Decaf
01-Aug-11,373,207,West,NV,Herbal Tea,Mint,Decaf
01-Aug-11,408,69,West,CA,Espresso,Caffe Mocha,Regular
01-Aug-11,408,68,West,NV,Herbal Tea,Chamomile,Decaf
01-Aug-11,463,225,Central,IL,Coffee,Columbian,Regular
01-Aug-11,463,225,West,NV,Herbal Tea,Lemon,Decaf
01-Aug-11,527,230,Central,IL,Espresso,Decaf Espresso,Decaf
01-Aug-11,527,230,Central,IA,Tea,Darjeeling,Regular
01-Aug-11,527,230,West,CA,Espresso,Caffe Latte,Regular
01-Aug-11,527,230,West,NV,Tea,Earl Grey,Regular
01-Aug-11,538,247,East,NY,Espresso,Regular Espresso,Regular
01-Aug-11,626,286,Central,IA,Tea,Earl Grey,Regular
01-Aug-11,647,316,East,NY,Herbal Tea,Lemon,Decaf
01-Aug-11,658,777,East,MA,Coffee,Columbian,Regular
01-Aug-11,672,345,South,TX,Coffee,Columbian,Regular
01-Aug-11,672,344,West,CA,Herbal Tea,Lemon,Decaf
01-Aug-11,681,362,Central,IL,Espresso,Caffe Mocha,Regular
01-Aug-11,681,362,Central,IA,Herbal Tea,Chamomile,Decaf
01-Aug-11,681,362,West,CA,Espresso,Decaf Espresso,Decaf
01-Aug-11,681,362,West,NV,Tea,Darjeeling,Regular
01-Aug-11,902,508,East,NY,Coffee,Columbian,Regular
01-Aug-11,902,508,West,CA,Coffee,Columbian,Regular
01-Sep-11,20,638,West,NV,Tea,Green Tea,Regular
01-Sep-11,37,4,Central,IA,Coffee,Decaf Irish Cream,Decaf
01-Sep-11,46,47,Central,IA,Espresso,Decaf Espresso,Decaf
01-Sep-11,46,46,East,NH,Tea,Green Tea,Regular
01-Sep-11,46,47,West,NV,Espresso,Caffe Latte,Regular
01-Sep-11,51,19,Central,IA,Coffee,Amaretto,Regular
01-Sep-11,51,18,East,NH,Tea,Darjeeling,Regular
01-Sep-11,51,19,South,NM,Herbal Tea,Chamomile,Decaf
01-Sep-11,51,18,West,NV,Espresso,Caffe Mocha,Regular
01-Sep-11,53,21,Central,OH,Herbal Tea,Chamomile,Decaf
01-Sep-11,53,19,East,MA,Tea,Green Tea,Regular
01-Sep-11,53,19,South,OK,Espresso,Caffe Mocha,Regular
01-Sep-11,53,19,West,OR,Tea,Darjeeling,Regular
01-Sep-11,58,18,Central,MO,Tea,Earl Grey,Regular
01-Sep-11,58,18,East,NH,Espresso,Regular Espresso,Regular
01-Sep-11,58,18,South,NM,Espresso,Caffe Latte,Regular
01-Sep-11,58,19,West,UT,Tea,Green Tea,Regular
01-Sep-11,61,25,East,CT,Tea,Green Tea,Regular
01-Sep-11,62,27,Central,IA,Espresso,Caffe Mocha,Regular
01-Sep-11,62,25,West,NV,Espresso,Decaf Espresso,Decaf
01-Sep-11,65,25,West,OR,Herbal Tea,Chamomile,Decaf
01-Sep-11,72,292,East,NY,Espresso,Caffe Mocha,Regular
01-Sep-11,77,10,Central,IA,Coffee,Columbian,Regular
01-Sep-11,77,34,Central,OH,Herbal Tea,Lemon,Decaf
01-Sep-11,77,34,East,MA,Tea,Darjeeling,Regular
01-Sep-11,77,12,South,NM,Herbal Tea,Lemon,Decaf
01-Sep-11,77,34,South,OK,Coffee,Decaf Irish Cream,Decaf
01-Sep-11,77,10,West,NV,Coffee,Decaf Irish Cream,Decaf
01-Sep-11,81,31,Central,WI,Espresso,Decaf Espresso,Decaf
01-Sep-11,81,31,East,FL,Herbal Tea,Chamomile,Decaf
01-Sep-11,81,31,West,WA,Espresso,Caffe Latte,Regular
01-Sep-11,84,40,Central,MO,Espresso,Decaf Espresso,Decaf
01-Sep-11,84,40,West,UT,Espresso,Caffe Latte,Regular
01-Sep-11,93,47,East,FL,Tea,Darjeeling,Regular
01-Sep-11,97,19,Central,MO,Tea,Darjeeling,Regular
01-Sep-11,97,3,Central,MO,Tea,Green Tea,Regular
01-Sep-11,97,3,East,NH,Herbal Tea,Lemon,Decaf
01-Sep-11,97,19,South,NM,Espresso,Decaf Espresso,Decaf
01-Sep-11,97,18,West,UT,Tea,Earl Grey,Regular
01-Sep-11,97,3,West,NV,Coffee,Columbian,Regular
01-Sep-11,104,46,East,MA,Espresso,Caffe Mocha,Regular
01-Sep-11,109,10,Central,CO,Tea,Darjeeling,Regular
01-Sep-11,109,9,Central,OH,Espresso,Decaf Espresso,Decaf
01-Sep-11,109,9,East,MA,Herbal Tea,Lemon,Decaf
01-Sep-11,109,9,West,OR,Espresso,Caffe Latte,Regular
01-Sep-11,113,10,Central,MO,Herbal Tea,Chamomile,Decaf
01-Sep-11,113,10,East,NH,Espresso,Caffe Mocha,Regular
01-Sep-11,113,12,South,NM,Espresso,Caffe Mocha,Regular
01-Sep-11,113,10,West,UT,Tea,Darjeeling,Regular
