date,l_ipn,r_asn,f
2006-09-12,0,6147,1
2006-09-12,0,6332,1
2006-09-12,0,6395,1
2006-09-12,0,6432,2
2006-09-12,0,6461,2
2006-09-12,0,6724,1
2006-09-12,0,6939,1
2006-09-12,0,6993,2
2006-09-12,0,7066,2
2006-09-12,0,7643,1
2006-09-12,0,7738,1
2006-09-12,0,8075,1
2006-09-12,0,9394,1
2006-09-12,0,10796,1
2006-09-12,0,12322,1
2006-09-12,0,12479,1
2006-09-12,0,12874,1
2006-09-12,0,13462,28
2006-09-12,0,15270,1
2006-09-12,0,16010,1
2006-09-12,0,16124,1
2006-09-12,0,16509,1
2006-09-12,0,17897,1
2006-09-12,0,19094,1
2006-09-12,0,19444,1
2006-09-12,0,21522,1
2006-09-12,0,25973,1
2006-09-12,0,26407,1
2006-09-12,0,29717,1
2006-09-12,0,33070,1
2006-09-12,0,33379,2
2006-09-12,0,36351,1
2006-09-12,2,209,31
2006-09-12,2,553,95
2006-09-12,2,679,324
2006-09-12,2,1312,84
2006-09-12,2,2514,1
2006-09-12,2,3388,6
2006-09-12,2,3561,11
2006-09-12,2,4134,21
2006-09-12,2,4323,2
2006-09-12,2,4983,60
2006-09-12,2,6360,1
2006-09-12,2,7018,44
2006-09-12,2,7377,83
2006-09-12,2,8001,1
2006-09-12,2,10796,1
2006-09-12,2,11414,15
2006-09-12,2,11442,3
2006-09-12,2,12322,17
2006-09-12,2,13749,1
2006-09-12,2,15180,136
2006-09-12,2,16124,1
2006-09-12,2,19094,1
2006-09-12,2,19918,467
2006-09-12,2,26803,9
2006-09-12,2,29863,7
2006-09-12,2,30099,3
2006-09-12,2,33260,4
2006-09-12,2,33651,40
2006-09-12,3,852,6
2006-09-12,3,1221,1
2006-09-12,3,1680,1
2006-09-12,3,2514,1
2006-09-12,3,4134,3
2006-09-12,3,4766,3
2006-09-12,3,5078,2
2006-09-12,3,5650,1
2006-09-12,3,6197,1
2006-09-12,3,7066,2
2006-09-12,3,7132,2
2006-09-12,3,9929,3
2006-09-12,3,12322,1
2006-09-12,3,16124,1
2006-09-12,3,17222,1
2006-09-12,3,19094,1
2006-09-12,3,26496,2
2006-09-12,3,32267,2
2006-09-12,3,33718,1
2006-09-12,4,2514,1
2006-09-12,4,3561,4
2006-09-12,4,4134,1959
2006-09-12,4,4264,1
2006-09-12,4,6428,1
2006-09-12,4,7066,1
2006-09-12,4,7132,2
2006-09-12,4,12322,12
2006-09-12,4,14778,8
2006-09-12,4,15180,149
2006-09-12,4,16124,1
2006-09-12,4,17222,1
2006-09-12,4,19094,1
2006-09-12,4,23342,3
2006-09-12,4,29895,48
2006-09-12,4,31976,83
2006-09-12,6,852,7
2006-09-12,6,2514,1
2006-09-12,6,4134,1
2006-09-12,6,4766,3
2006-09-12,6,5078,2
2006-09-12,6,5650,2
2006-09-12,6,6197,2
2006-09-12,6,7066,2
2006-09-12,6,7132,5
2006-09-12,6,9808,1
2006-09-12,6,9929,4
2006-09-12,6,9930,2
2006-09-12,6,12322,1
2006-09-12,6,15180,2
2006-09-12,6,16124,1
2006-09-12,6,17222,1
2006-09-12,6,19094,2
2006-09-12,6,26496,2
2006-09-12,6,32267,2
2006-09-12,7,88,18
2006-09-12,7,109,8
2006-09-12,7,680,2
2006-09-12,7,2152,1
2006-09-12,7,3701,1
2006-09-12,7,4766,2
2006-09-12,7,5650,2
2006-09-12,7,8070,1
2006-09-12,7,8075,2
2006-09-12,7,9156,7
2006-09-12,7,9394,3
2006-09-12,7,15169,31
2006-09-12,7,18101,6
2006-09-12,7,18924,48
2006-09-12,7,20940,1
2006-09-12,7,21844,194
2006-09-12,7,25973,50
2006-09-12,7,36856,11
2006-09-12,8,109,9
2006-09-12,8,209,4
2006-09-12,8,378,17
2006-09-12,8,559,13
2006-09-12,8,702,3
2006-09-12,8,786,1
2006-09-12,8,1668,16
2006-09-12,8,2152,9
2006-09-12,8,3561,1
2006-09-12,8,3701,1
2006-09-12,8,3957,4
2006-09-12,8,5650,1
2006-09-12,8,5662,41
2006-09-12,8,6629,1
2006-09-12,8,7018,23
2006-09-12,8,8075,2
2006-09-12,8,9394,2
2006-09-12,8,12168,58
2006-09-12,8,15169,357
2006-09-12,8,16509,4
2006-09-12,8,18101,1
2006-09-12,8,18713,8
2006-09-12,8,26238,3
2006-09-12,8,30217,14
2006-09-12,8,32878,2
2006-09-12,8,36856,2
2006-09-12,9,111,3
2006-09-12,9,209,16
2006-09-12,9,701,1
2006-09-12,9,1668,2
2006-09-12,9,2152,112
2006-09-12,9,2386,7
2006-09-12,9,2914,41
2006-09-12,9,3356,2
2006-09-12,9,3561,41
2006-09-12,9,3707,5
2006-09-12,9,4182,23
2006-09-12,9,4267,4
2006-09-12,9,4323,53
2006-09-12,9,5779,236
2006-09-12,9,6381,5
2006-09-12,9,6432,26
2006-09-12,9,7018,2
2006-09-12,9,7132,17
2006-09-12,9,8070,5
2006-09-12,9,8075,59
2006-09-12,9,8182,2
2006-09-12,9,9221,5
2006-09-12,9,10316,11
2006-09-12,9,10794,17
2006-09-12,9,10910,4
2006-09-12,9,10933,1
2006-09-12,9,10966,2
2006-09-12,9,11486,27
2006-09-12,9,11817,4
2006-09-12,9,11922,1
2006-09-12,9,11944,3
2006-09-12,9,12168,7
2006-09-12,9,12182,11
2006-09-12,9,12217,4
2006-09-12,9,13884,1
2006-09-12,9,14280,2
2006-09-12,9,14494,2
2006-09-12,9,14711,3
2006-09-12,9,14719,18
2006-09-12,9,14780,433
2006-09-12,9,14992,19
2006-09-12,9,15169,497
2006-09-12,9,15226,19
2006-09-12,9,16966,7
2006-09-12,9,19262,3
2006-09-12,9,19296,8
2006-09-12,9,20940,181
2006-09-12,9,21844,71
2006-09-12,9,22883,4
2006-09-12,9,25751,3
2006-09-12,9,26085,31
2006-09-12,9,26101,159
2006-09-12,9,26228,5
2006-09-12,9,26381,5
2006-09-12,9,26496,6
2006-09-12,9,30315,2
2006-09-12,9,32787,12
2006-09-12,9,33419,13
2006-09-12,9,33694,3
2006-09-12,9,36088,184
2006-09-12,9,36420,2
2006-09-12,9,36856,2
2006-09-13,0,600,1
2006-09-13,0,701,1
2006-09-13,0,2514,1442
2006-09-13,0,2764,1
2006-09-13,0,2914,2
2006-09-13,0,3352,2
2006-09-13,0,3356,1
2006-09-13,0,3462,3
2006-09-13,0,3561,72
2006-09-13,0,3671,4
2006-09-13,0,4134,1
2006-09-13,0,4544,1
2006-09-13,0,4755,1
2006-09-13,0,5413,1
2006-09-13,0,5462,1
2006-09-13,0,6432,1
2006-09-13,0,6461,1
2006-09-13,0,6724,1
2006-09-13,0,6939,1
2006-09-13,0,7018,1
2006-09-13,0,7643,1
2006-09-13,0,7738,1
2006-09-13,0,8052,1
2006-09-13,0,8167,1
2006-09-13,0,8346,1
2006-09-13,0,9824,1
2006-09-13,0,10036,1
2006-09-13,0,11398,1
2006-09-13,0,13446,1
2006-09-13,0,13462,26
2006-09-13,0,13867,2
2006-09-13,0,14742,1
2006-09-13,0,16509,1
2006-09-13,0,16810,1
2006-09-13,0,17228,1
2006-09-13,0,17444,1
2006-09-13,0,17964,3
2006-09-13,0,19262,1
2006-09-13,0,19296,1
2006-09-13,0,19893,1
2006-09-13,0,23531,1
2006-09-13,0,24587,1
2006-09-13,0,26831,1
2006-09-13,0,28573,1
2006-09-13,0,29717,1
2006-09-13,0,29870,1
2006-09-13,0,30099,1
2006-09-13,0,33287,1
2006-09-13,0,33379,1
2006-09-13,0,33657,1
2006-09-13,0,34788,1
2006-09-13,0,36727,1
2006-09-13,2,81,1
2006-09-13,2,209,35
2006-09-13,2,553,288
2006-09-13,2,1312,98
2006-09-13,2,2514,1442
2006-09-13,2,3557,1
2006-09-13,2,3561,3
2006-09-13,2,3598,7
2006-09-13,2,4134,1
2006-09-13,2,4323,3
2006-09-13,2,4755,2
2006-09-13,2,6079,1
2006-09-13,2,7018,238
2006-09-13,2,7132,3
2006-09-13,2,7377,97
2006-09-13,2,11414,38
2006-09-13,2,17222,1162
2006-09-13,2,17964,124
2006-09-13,2,18530,9
2006-09-13,2,19918,260
2006-09-13,2,23504,11
2006-09-13,2,29863,6
2006-09-13,2,30099,11
2006-09-13,2,33260,3
2006-09-13,2,33651,615
2006-09-13,2,36828,6
2006-09-13,3,3561,1
2006-09-13,3,4134,1
2006-09-13,3,4812,2
2006-09-13,3,6478,1
2006-09-13,3,6994,2
2006-09-13,3,9457,2
2006-09-13,3,9929,1
2006-09-13,3,9930,2
2006-09-13,3,11426,1
2006-09-13,3,11530,3
2006-09-13,3,17964,1
2006-09-13,3,25577,2
2006-09-13,3,26496,3
2006-09-13,4,1668,10
2006-09-13,4,2514,1442
2006-09-13,4,2856,1
2006-09-13,4,3561,2
2006-09-13,4,4134,488
2006-09-13,4,4323,1
2006-09-13,4,6478,3
2006-09-13,4,7132,39
2006-09-13,4,8560,36
2006-09-13,4,9156,1
2006-09-13,4,14778,6
2006-09-13,4,16936,5
2006-09-13,4,17222,1316
2006-09-13,4,17964,3
2006-09-13,4,23342,1
2006-09-13,4,31976,86
2006-09-13,4,33287,1
2006-09-13,4,33651,79
2006-09-13,4,36856,10
2006-09-13,6,3561,2
2006-09-13,6,4134,1
2006-09-13,6,4812,3
2006-09-13,6,4837,4
2006-09-13,6,6478,2
2006-09-13,6,9318,6
2006-09-13,6,9808,5
2006-09-13,6,9929,3
2006-09-13,6,9930,1
2006-09-13,6,11426,2
2006-09-13,6,11530,4
2006-09-13,6,17222,2
2006-09-13,6,17964,1
2006-09-13,6,21844,2
2006-09-13,6,25577,2
2006-09-13,6,26496,4
2006-09-13,6,33287,2
2006-09-13,7,109,6
2006-09-13,7,209,10
2006-09-13,7,226,9
2006-09-13,7,1680,1
2006-09-13,7,2152,23
2006-09-13,7,2914,3
2006-09-13,7,3561,9
2006-09-13,7,3701,2
2006-09-13,7,4565,7
2006-09-13,7,4814,1
2006-09-13,7,6453,2
2006-09-13,7,7132,38
2006-09-13,7,7342,2
2006-09-13,7,8070,9
2006-09-13,7,8075,13
2006-09-13,7,9156,8
2006-09-13,7,11426,2
2006-09-13,7,11456,4
2006-09-13,7,11479,13
2006-09-13,7,11486,3
2006-09-13,7,12182,9
2006-09-13,7,14743,1
2006-09-13,7,14780,73
2006-09-13,7,15169,79
2006-09-13,7,18924,48
2006-09-13,7,19057,23
2006-09-13,7,20940,15
2006-09-13,7,21844,253
2006-09-13,7,25751,2
2006-09-13,7,25973,75
2006-09-13,7,26101,9
2006-09-13,7,27357,4
2006-09-13,7,31883,2
2006-09-13,7,33070,2
2006-09-13,7,36856,20
2006-09-13,8,3,10
2006-09-13,8,18,13
2006-09-13,8,109,6
2006-09-13,8,1668,4
2006-09-13,8,1680,1
2006-09-13,8,1784,1
2006-09-13,8,2152,3
2006-09-13,8,2843,12
2006-09-13,8,2914,4
2006-09-13,8,3575,2
2006-09-13,8,3701,1
2006-09-13,8,4323,6
2006-09-13,8,4814,1
2006-09-13,8,5650,3
2006-09-13,8,5662,12
2006-09-13,8,7018,11
2006-09-13,8,8075,2
2006-09-13,8,8365,6
2006-09-13,8,10532,1
2006-09-13,8,11426,1
2006-09-13,8,11643,4
2006-09-13,8,12168,39
2006-09-13,8,13749,1
2006-09-13,8,14173,4
2006-09-13,8,15169,203
2006-09-13,8,16458,2
2006-09-13,8,21840,4
2006-09-13,8,21844,70
2006-09-13,8,22277,3
2006-09-13,8,22822,3
2006-09-13,8,25847,7
2006-09-13,8,26101,8
2006-09-13,8,30176,6
2006-09-13,8,30217,5
2006-09-13,8,30496,1
2006-09-13,8,30687,1
2006-09-13,8,32329,1
2006-09-13,8,36420,8
2006-09-13,8,36561,91
2006-09-13,8,36856,4
2006-09-13,9,111,1
2006-09-13,9,209,2
2006-09-13,9,226,58
2006-09-13,9,2152,85
2006-09-13,9,3561,35
2006-09-13,9,4182,13
2006-09-13,9,4323,71
2006-09-13,9,5779,137
2006-09-13,9,7018,1
2006-09-13,9,8070,3
2006-09-13,9,8075,2
2006-09-13,9,8137,6
2006-09-13,9,10763,1
2006-09-13,9,11266,326
2006-09-13,9,11944,42
2006-09-13,9,14780,323
2006-09-13,9,14829,2
2006-09-13,9,15169,216
2006-09-13,9,16509,2
2006-09-13,9,20940,26
2006-09-13,9,26101,46
2006-09-13,9,26228,2
2006-09-13,9,26753,22
2006-09-13,9,31883,3
2006-09-13,9,36088,85
2006-09-13,9,36856,2
2006-09-14,0,209,1
2006-09-14,0,701,2
2006-09-14,0,3320,1
2006-09-14,0,3462,2
2006-09-14,0,3561,30
2006-09-14,0,3671,18
2006-09-14,0,4589,1
2006-09-14,0,4618,1
2006-09-14,0,4812,1
2006-09-14,0,5413,1
2006-09-14,0,6432,1
2006-09-14,0,6461,1
2006-09-14,0,6478,1
2006-09-14,0,6724,1
2006-09-14,0,6939,1
2006-09-14,0,6993,1
2006-09-14,0,7132,1
2006-09-14,0,7377,6
2006-09-14,0,7393,1
2006-09-14,0,7738,1
2006-09-14,0,9121,1
2006-09-14,0,9143,1
2006-09-14,0,10318,1
2006-09-14,0,11290,7
2006-09-14,0,11486,1
2006-09-14,0,11829,1
2006-09-14,0,12262,1
2006-09-14,0,12271,1
2006-09-14,0,13462,18
2006-09-14,0,13867,1
2006-09-14,0,15290,2
2006-09-14,0,17557,1
2006-09-14,0,17897,1
2006-09-14,0,22047,1
2006-09-14,0,23850,1
2006-09-14,0,26085,2
2006-09-14,0,26101,2
2006-09-14,0,26228,1
2006-09-14,0,27699,2
2006-09-14,0,28719,1
2006-09-14,0,29717,1
2006-09-14,0,30099,1
2006-09-14,0,33287,2
2006-09-14,0,33668,1
2006-09-14,2,209,23
2006-09-14,2,553,284
2006-09-14,2,1312,86
2006-09-14,2,1916,3
2006-09-14,2,3561,8
2006-09-14,2,3575,1
2006-09-14,2,3659,2
2006-09-14,2,4323,4
2006-09-14,2,4618,1
2006-09-14,2,4983,3
2006-09-14,2,6106,2
2006-09-14,2,7018,162
2006-09-14,2,7132,2
2006-09-14,2,7377,86
2006-09-14,2,11290,2
2006-09-14,2,11414,8
2006-09-14,2,14425,13
2006-09-14,2,17222,3006
2006-09-14,2,18566,10
2006-09-14,2,19918,518
2006-09-14,2,27699,2
2006-09-14,2,29863,7
2006-09-14,2,30099,4
2006-09-14,2,33260,6
2006-09-14,2,33651,69
2006-09-14,3,701,1
2006-09-14,3,4618,3
2006-09-14,3,4732,1
2006-09-14,3,4812,8
2006-09-14,3,8820,5
2006-09-14,3,11290,2
2006-09-14,3,15290,2
2006-09-14,3,21844,1
2006-09-14,3,26496,3
2006-09-14,3,27699,2
2006-09-14,3,29550,1
2006-09-14,4,701,2
2006-09-14,4,1916,3
2006-09-14,4,3561,2
2006-09-14,4,4323,1
2006-09-14,4,4618,1
2006-09-14,4,4732,2
2006-09-14,4,6428,1
2006-09-14,4,7132,11
2006-09-14,4,10796,42
2006-09-14,4,11290,4
2006-09-14,4,14778,7
2006-09-14,4,15290,18
2006-09-14,4,15409,1
2006-09-14,4,23342,1
2006-09-14,4,27699,2
2006-09-14,4,29895,110
2006-09-14,4,31976,82
2006-09-14,4,33287,2
2006-09-14,4,33651,153
2006-09-14,6,701,1
2006-09-14,6,1668,6
2006-09-14,6,1916,1
2006-09-14,6,4134,2
2006-09-14,6,4618,1
2006-09-14,6,4732,2
2006-09-14,6,4812,6
2006-09-14,6,4837,1
2006-09-14,6,8820,6
2006-09-14,6,9808,4
2006-09-14,6,11290,2
2006-09-14,6,15290,2
2006-09-14,6,21844,1
2006-09-14,6,26496,2
2006-09-14,6,27699,1
2006-09-14,6,29550,2
2006-09-14,6,33287,3
2006-09-14,7,3,2
2006-09-14,7,209,10
2006-09-14,7,226,1
2006-09-14,7,852,4
2006-09-14,7,1668,5
2006-09-14,7,2152,23
2006-09-14,7,3246,2
2006-09-14,7,3428,6
2006-09-14,7,3561,1
2006-09-14,7,3575,1
2006-09-14,7,3701,2
2006-09-14,7,4134,1
2006-09-14,7,4436,1
2006-09-14,7,4814,1
2006-09-14,7,6334,2
2006-09-14,7,6432,1
2006-09-14,7,6461,2
2006-09-14,7,7859,2
2006-09-14,7,8070,6
2006-09-14,7,8075,2
2006-09-14,7,9156,8
2006-09-14,7,10683,1
2006-09-14,7,10763,3
2006-09-14,7,11479,15
2006-09-14,7,11486,3
2006-09-14,7,12179,1
2006-09-14,7,12182,1
2006-09-14,7,13749,1
2006-09-14,7,13911,2
2006-09-14,7,14425,19
2006-09-14,7,14537,2
2006-09-14,7,15169,66
2006-09-14,7,15216,3
2006-09-14,7,17210,11
2006-09-14,7,17225,1
2006-09-14,7,18924,49
2006-09-14,7,19152,16
2006-09-14,7,20461,7
2006-09-14,7,21844,122
2006-09-14,7,24400,2
2006-09-14,7,25577,1
2006-09-14,7,25751,2
2006-09-14,7,25973,38
2006-09-14,7,29550,4
2006-09-14,7,30315,5
2006-09-14,7,33070,6
2006-09-14,7,33694,5
2006-09-14,7,36116,28
2006-09-14,7,36839,4
2006-09-14,7,36856,19
2006-09-14,8,27,5
2006-09-14,8,103,12
2006-09-14,8,209,2
2006-09-14,8,1668,14
2006-09-14,8,2152,17
2006-09-14,8,3356,2
2006-09-14,8,3561,6
2006-09-14,8,3701,1
2006-09-14,8,4134,1
2006-09-14,8,4266,2
2006-09-14,8,4814,1
2006-09-14,8,5662,32
2006-09-14,8,6140,2
2006-09-14,8,6461,1
2006-09-14,8,7018,15
2006-09-14,8,7859,3
2006-09-14,8,8001,2
2006-09-14,8,8070,6
2006-09-14,8,8075,4
2006-09-14,8,8972,1
2006-09-14,8,10683,1
2006-09-14,8,11305,3
2006-09-14,8,11486,9
2006-09-14,8,12168,139
2006-09-14,8,12552,2
2006-09-14,8,13890,2
2006-09-14,8,14135,1
2006-09-14,8,14494,4
2006-09-14,8,14589,13
2006-09-14,8,15169,198
2006-09-14,8,17374,3
2006-09-14,8,19024,1
2006-09-14,8,20940,2
2006-09-14,8,21844,5
2006-09-14,8,22205,2
2006-09-14,8,22822,4
2006-09-14,8,22982,2
2006-09-14,8,23342,1
2006-09-14,8,24400,1
2006-09-14,8,26347,4
2006-09-14,8,27357,2
2006-09-14,8,29550,1
2006-09-14,8,29720,5
2006-09-14,8,30099,2
2006-09-14,8,30315,2
2006-09-14,8,30687,3
2006-09-14,8,33322,1
2006-09-14,8,33554,2
2006-09-14,8,36323,2
2006-09-14,8,36856,4
2006-09-14,9,3,2
2006-09-14,9,25,8
2006-09-14,9,88,2
2006-09-14,9,174,1
2006-09-14,9,209,29
2006-09-14,9,226,28
2006-09-14,9,714,4
2006-09-14,9,1668,17
2006-09-14,9,2152,157
2006-09-14,9,2914,4
2006-09-14,9,3356,66
2006-09-14,9,3561,40
2006-09-14,9,3595,15
2006-09-14,9,4266,1
2006-09-14,9,5779,265
2006-09-14,9,6432,27
2006-09-14,9,6508,1
2006-09-14,9,6939,3
2006-09-14,9,7018,1
2006-09-14,9,7132,1
2006-09-14,9,7796,1
2006-09-14,9,8070,9
2006-09-14,9,8075,55
2006-09-14,9,10763,1
2006-09-14,9,10910,22
2006-09-14,9,11266,9
2006-09-14,9,11486,9
2006-09-14,9,11643,11
2006-09-14,9,12168,155
2006-09-14,9,12179,7
2006-09-14,9,12182,9
2006-09-14,9,13867,35
2006-09-14,9,14280,1
2006-09-14,9,14492,6
2006-09-14,9,14743,6
2006-09-14,9,14780,768
2006-09-14,9,15169,179
2006-09-14,9,16509,43
2006-09-14,9,17012,45
2006-09-14,9,17228,4
2006-09-14,9,19024,1
2006-09-14,9,20940,342
2006-09-14,9,21844,2
2006-09-14,9,22658,52
2006-09-14,9,22758,12
2006-09-14,9,25751,3
2006-09-14,9,26101,132
2006-09-14,9,26228,2
2006-09-14,9,29668,3
2006-09-14,9,29720,2
2006-09-14,9,29791,4
2006-09-14,9,33070,18
2006-09-14,9,36088,289
2006-09-14,9,36420,1
2006-09-14,9,36856,2
2006-09-15,0,2497,1
2006-09-15,0,2614,1
2006-09-15,0,3462,1
2006-09-15,0,3549,1
2006-09-15,0,3561,55
2006-09-15,0,4134,2
2006-09-15,0,4766,1
2006-09-15,0,4775,1
2006-09-15,0,4788,3
2006-09-15,0,4812,232
2006-09-15,0,4837,1
2006-09-15,0,5466,1
2006-09-15,0,6327,1
2006-09-15,0,6432,1
2006-09-15,0,6461,1
2006-09-15,0,6517,2
2006-09-15,0,6700,1
2006-09-15,0,6724,1
2006-09-15,0,6939,1
2006-09-15,0,6993,1
2006-09-15,0,7395,1
2006-09-15,0,7725,2
2006-09-15,0,9318,1
2006-09-15,0,9416,1
2006-09-15,0,9803,1
2006-09-15,0,9829,1
2006-09-15,0,11351,2
2006-09-15,0,11643,2
2006-09-15,0,12883,1
2006-09-15,0,13041,1
2006-09-15,0,13462,34
2006-09-15,0,14501,2
2006-09-15,0,15201,1
2006-09-15,0,15802,1
2006-09-15,0,16086,1
2006-09-15,0,16486,1
2006-09-15,0,17439,1
2006-09-15,0,18264,1
2006-09-15,0,19262,1
2006-09-15,0,19548,1
2006-09-15,0,21522,1
2006-09-15,0,23352,1
2006-09-15,0,24835,1
2006-09-15,0,25789,1
2006-09-15,0,26085,3
2006-09-15,0,26831,1
2006-09-15,0,27357,1
2006-09-15,0,30374,1
2006-09-15,0,33775,1
2006-09-15,2,16,1
2006-09-15,2,209,31
2006-09-15,2,553,284
2006-09-15,2,1312,82
2006-09-15,2,2497,1
2006-09-15,2,2552,2
2006-09-15,2,2614,1
2006-09-15,2,3462,1
2006-09-15,2,3557,1
2006-09-15,2,3561,3
2006-09-15,2,3575,2
2006-09-15,2,4134,1
2006-09-15,2,4323,7
2006-09-15,2,4788,1
2006-09-15,2,4812,109
2006-09-15,2,6517,1
2006-09-15,2,7018,131
2006-09-15,2,7132,21
2006-09-15,2,7377,83
2006-09-15,2,11414,10
2006-09-15,2,13041,1
2006-09-15,2,17439,1
2006-09-15,2,18264,1
2006-09-15,2,18566,50
2006-09-15,2,19918,281
2006-09-15,2,22625,1
2006-09-15,2,29863,8
2006-09-15,2,33260,8
2006-09-15,2,33651,41
2006-09-15,2,33775,1
2006-09-15,3,2614,1
2006-09-15,3,3462,2
2006-09-15,3,4134,7
2006-09-15,3,4812,2
2006-09-15,3,4837,2
2006-09-15,3,6517,2
2006-09-15,3,6678,1
2006-09-15,3,8196,1
2006-09-15,3,9800,2
2006-09-15,3,9829,1
2006-09-15,3,11351,2
2006-09-15,3,12350,2
2006-09-15,3,13041,2
2006-09-15,3,14501,2
2006-09-15,3,17439,2
2006-09-15,3,33775,2
2006-09-15,4,2614,1
2006-09-15,4,3462,1
2006-09-15,4,3561,4
2006-09-15,4,4134,1
2006-09-15,4,4812,45
2006-09-15,4,6517,1
2006-09-15,4,7132,10
2006-09-15,4,9829,9
2006-09-15,4,11351,1
2006-09-15,4,13041,1
2006-09-15,4,14501,1
2006-09-15,4,14778,6
2006-09-15,4,15169,1
2006-09-15,4,17439,1
2006-09-15,4,18264,1
2006-09-15,4,23342,2
2006-09-15,4,29895,7
2006-09-15,4,31976,82
2006-09-15,4,33651,49
2006-09-15,4,33775,1
2006-09-15,4,36561,4
2006-09-15,6,1213,5
2006-09-15,6,2497,2
2006-09-15,6,2614,2
2006-09-15,6,4134,9
2006-09-15,6,4788,1
2006-09-15,6,4812,2
2006-09-15,6,6517,2
2006-09-15,6,6678,6
2006-09-15,6,8196,2
2006-09-15,6,9800,2
2006-09-15,6,9829,2
2006-09-15,6,11351,2
2006-09-15,6,12350,2
2006-09-15,6,12876,2
2006-09-15,6,13041,2
2006-09-15,6,14501,2
2006-09-15,6,17439,2
2006-09-15,6,33775,3
2006-09-15,7,17,6
2006-09-15,7,71,9
2006-09-15,7,109,3
2006-09-15,7,209,10
2006-09-15,7,1668,7
2006-09-15,7,2152,43
2006-09-15,7,2914,1
2006-09-15,7,3330,4
2006-09-15,7,3561,4
2006-09-15,7,3575,1
2006-09-15,7,3701,2
2006-09-15,7,4134,1
2006-09-15,7,4266,10
2006-09-15,7,4323,12
2006-09-15,7,4513,5
2006-09-15,7,4657,22
2006-09-15,7,6140,2
2006-09-15,7,6678,6
2006-09-15,7,6992,4
2006-09-15,7,7046,2
2006-09-15,7,7132,3
2006-09-15,7,7342,14
2006-09-15,7,7726,4
2006-09-15,7,8001,114
2006-09-15,7,8070,3
2006-09-15,7,8075,9
2006-09-15,7,8196,4
2006-09-15,7,8468,1
2006-09-15,7,9156,12
2006-09-15,7,9218,1
2006-09-15,7,10763,1
2006-09-15,7,10882,2
2006-09-15,7,11456,9
2006-09-15,7,11486,1
2006-09-15,7,11643,78
2006-09-15,7,12168,3
2006-09-15,7,12182,26
2006-09-15,7,12552,2
2006-09-15,7,13890,2
2006-09-15,7,14779,35
2006-09-15,7,15169,116
2006-09-15,7,16482,9
2006-09-15,7,16966,6
2006-09-15,7,17374,3
2006-09-15,7,18924,48
2006-09-15,7,19373,5
2006-09-15,7,20940,3
2006-09-15,7,21054,26
2006-09-15,7,21844,377
2006-09-15,7,22205,2
2006-09-15,7,22822,12
2006-09-15,7,22982,2
2006-09-15,7,23352,3
2006-09-15,7,25751,7
2006-09-15,7,25867,6
2006-09-15,7,25973,127
2006-09-15,7,26101,7
2006-09-15,7,26769,6
2006-09-15,7,27357,16
2006-09-15,7,27364,4
2006-09-15,7,32400,6
2006-09-15,7,33554,2
2006-09-15,7,33694,2
2006-09-15,7,36856,20
2006-09-15,8,4,1
2006-09-15,8,109,2
2006-09-15,8,209,1
2006-09-15,8,2152,1
2006-09-15,8,3269,150
2006-09-15,8,3330,1
2006-09-15,8,3701,1
2006-09-15,8,4134,1
2006-09-15,8,6678,1
2006-09-15,8,8075,2
2006-09-15,8,8196,1
2006-09-15,8,15169,104
2006-09-15,8,27364,1
2006-09-15,8,36856,4
2006-09-15,9,2152,1
2006-09-15,9,8070,3
2006-09-15,9,8075,2
2006-09-16,0,684,1303
2006-09-16,0,701,1
2006-09-16,0,3269,1
2006-09-16,0,3462,2744
2006-09-16,0,3561,7
2006-09-16,0,4134,2
2006-09-16,0,4670,1
2006-09-16,0,4739,10
2006-09-16,0,4766,1
2006-09-16,0,4837,3
2006-09-16,0,5089,1
2006-09-16,0,5413,1
2006-09-16,0,6517,17
2006-09-16,0,6713,1
2006-09-16,0,6830,1
2006-09-16,0,6983,1
2006-09-16,0,8167,1
2006-09-16,0,8560,1
2006-09-16,0,9121,1
2006-09-16,0,9416,1
2006-09-16,0,10439,1
2006-09-16,0,10481,4
2006-09-16,0,10738,1
2006-09-16,0,10912,1
2006-09-16,0,11426,1
2006-09-16,0,11739,1
2006-09-16,0,12322,1
2006-09-16,0,13462,41
2006-09-16,0,13680,2
2006-09-16,0,13867,1
2006-09-16,0,15201,1
2006-09-16,0,15685,1
2006-09-16,0,17222,1
2006-09-16,0,17228,1
2006-09-16,0,19262,2
2006-09-16,0,20258,1
2006-09-16,0,21155,1
2006-09-16,0,23674,1
2006-09-16,0,24731,1
2006-09-16,0,27357,1
2006-09-16,0,27699,1
2006-09-16,0,28571,1539
2006-09-16,0,31976,1
2006-09-16,0,33651,1
2006-09-16,2,209,1
2006-09-16,2,553,3
2006-09-16,2,684,721
2006-09-16,2,1312,90
2006-09-16,2,3462,2020
2006-09-16,2,3561,4
2006-09-16,2,4181,3
2006-09-16,2,4739,6
2006-09-16,2,5413,1
2006-09-16,2,6517,63
2006-09-16,2,7018,174
2006-09-16,2,7132,7
2006-09-16,2,7377,88
2006-09-16,2,7774,1
2006-09-16,2,10439,1
2006-09-16,2,11739,1
2006-09-16,2,15180,169
2006-09-16,2,17222,2
2006-09-16,2,19181,1
2006-09-16,2,19918,153
2006-09-16,2,20057,1
2006-09-16,2,28571,1539
2006-09-16,2,29863,9
2006-09-16,2,30099,7
