Date,Game,Earnings,Players,Tournaments
6/1/2018,Clash Royale,78698.69,19,1
6/1/2018,Forza Motorsport 7,75000,12,1
6/1/2018,H1Z1,75000,20,1
6/1/2018,Warface,63495,15,1
6/1/2018,Super Smash Bros. Melee,44520,51,10
6/1/2018,Brawlhalla,42300,61,9
6/1/2018,World of WarCraft,42000,47,5
6/1/2018,Super Smash Bros. for Wii U,35528,56,13
6/1/2018,Old School Runescape,32000,4,1
6/1/2018,Dragon Ball FighterZ,28833.1,19,2
6/1/2018,Battlerite,28000,24,1
6/1/2018,SMITE,20000,12,1
6/1/2018,World of Tanks Blitz,20000,0,1
6/1/2018,WarCraft III,18661.5,27,7
6/1/2018,Gwent,15000,16,2
6/1/2018,Tekken 7,13916.5,24,5
6/1/2018,Quake Champions,10600,53,26
6/1/2018,Pokémon VGC,10000,16,2
6/1/2018,StarCraft: Brood War,9883.01,11,3
6/1/2018,CrossFire,9000,49,1
6/1/2018,Paladins,7000,35,1
6/1/2018,Yu-Gi-Oh! Duel Links,5798.69,68,20
6/1/2018,iRacing.com,3886.2,20,2
6/1/2018,Chess.com,3514,9,2
6/1/2018,ARMS,2930.57,21,5
6/1/2018,Age of Empires II,2905.36,23,6
6/1/2018,TrackMania 2: Stadium,2589.63,15,3
6/1/2018,Critical Ops,2500,0,1
6/1/2018,Street Fighter V: Arcade Edition,2500,8,1
6/1/2018,Splatoon 2,2000,0,1
6/1/2018,Project M,1710,9,2
6/1/2018,Battalion 1944,1290.79,0,2
6/1/2018,Pokkén Tournament DX,1000,4,1
6/1/2018,Team Fortress 2,1000,27,1
6/1/2018,Age of Empires III,550,5,3
6/1/2018,Super Smash Bros. Brawl,200,3,1
7/1/2018,PLAYERUNKNOWN’S BATTLEGROUNDS,2458697,322,14
7/1/2018,Fortnite,2387370.12,219,26
7/1/2018,Counter-Strike: Global Offensive,1990543.42,735,61
7/1/2018,Overwatch,1703190.2,103,8
7/1/2018,Call of Duty: World War II,704580,81,6
7/1/2018,Arena of Valor,524000,45,2
7/1/2018,League of Legends,516346.85,387,16
7/1/2018,Hearthstone,332801.74,107,11
7/1/2018,Street Fighter V: Arcade Edition,284400.49,37,6
7/1/2018,Gears of War 4,250000,55,1
7/1/2018,Halo 5: Guardians,250000,32,1
7/1/2018,Pro Evolution Soccer 2018,250000,15,2
7/1/2018,Heroes of the Storm,201506.4,44,1
7/1/2018,SMITE,159000,75,3
7/1/2018,Dota 2,154737.31,132,9
7/1/2018,NBA 2K18,150000,48,1
7/1/2018,Realm Royale,133000,31,5
7/1/2018,StarCraft II,131645.37,101,30
7/1/2018,Clash Royale,110000,24,2
7/1/2018,CrossFire,109000,64,2
7/1/2018,Rocket League,104395.37,56,9
7/1/2018,Rainbow Six Siege,101060.79,85,5
7/1/2018,Paladins,1.00E+05,57,1
7/1/2018,World of WarCraft,1.00E+05,31,1
7/1/2018,Brawlhalla,36500,84,15
7/1/2018,Guns of Boom,31000,0,4
7/1/2018,Gwent,25000,8,1
7/1/2018,Super Smash Bros. for Wii U,23182.64,68,14
7/1/2018,Injustice 2,21160,13,2
7/1/2018,Super Smash Bros. Melee,19734.96,70,14
7/1/2018,Dragon Ball FighterZ,18947.74,13,4
7/1/2018,Age of Empires,18630,37,7
7/1/2018,Tekken 7,18124.46,27,7
7/1/2018,Quake Champions,13440,36,20
7/1/2018,Battalion 1944,7012.24,15,1
7/1/2018,Age of Empires II,6246.7,16,6
7/1/2018,StarCraft: Brood War,5180.31,10,3
7/1/2018,Chess.com,4900,15,2
7/1/2018,Battlefield 4,4524.96,30,1
7/1/2018,Project M,3933.71,23,4
7/1/2018,Yu-Gi-Oh! Duel Links,3042.08,37,11
7/1/2018,TrackMania 2: Stadium,1674.7,18,8
7/1/2018,Guilty Gear Xrd REV 2,1590,8,1
7/1/2018,Marvel vs. Capcom: Infinite,930,8,1
7/1/2018,Killer Instinct (2013),830,8,1
7/1/2018,Super Smash Bros.,735.01,8,1
7/1/2018,FIFA 18,417.56,2,2
7/1/2018,ARMS,300,13,5
7/1/2018,Age of Mythology,160,3,1
7/1/2018,World of Tanks Blitz,0,0,1
8/1/2018,Dota 2,25584943.71,191,12
8/1/2018,Fortnite,4132307.15,432,26
8/1/2018,Call of Duty: World War II,1500000,128,1
8/1/2018,Counter-Strike: Global Offensive,1045596.94,1336,88
8/1/2018,PLAYERUNKNOWN’S BATTLEGROUNDS,1004303.87,275,11
8/1/2018,Arena of Valor,1.00E+06,54,2
8/1/2018,NBA 2K18,6.00E+05,48,1
8/1/2018,Overwatch,490103.01,286,9
8/1/2018,League of Legends,451389.27,332,17
8/1/2018,FIFA 18,419742.69,25,4
8/1/2018,Rainbow Six Siege,364545.22,110,4
8/1/2018,Heroes of the Storm,270692,201,6
8/1/2018,Quake Champions,263240,64,14
8/1/2018,StarCraft II,198712.58,102,31
8/1/2018,Halo 5: Guardians,135000,20,1
8/1/2018,Realm Royale,130000,26,4
8/1/2018,Rocket League,125383.15,99,13
8/1/2018,Street Fighter V: Arcade Edition,115956,19,4
8/1/2018,Hearthstone,51130.88,74,9
8/1/2018,Super Smash Bros. for Wii U,40150,46,11
8/1/2018,Super Smash Bros. Melee,37580,30,4
8/1/2018,WarCraft III,36648.24,13,3
8/1/2018,Dragon Ball FighterZ,26442.2,9,2
8/1/2018,Team Fortress 2,25661.68,105,5
8/1/2018,Tekken 7,22857.17,24,5
8/1/2018,Gears of War 4,20000,20,1
8/1/2018,Injustice 2,14030,10,2
8/1/2018,BlazBlue: Cross Tag Battle,12480,11,2
8/1/2018,Age of Empires,9288,18,3
8/1/2018,CrossFire,9000,50,1
8/1/2018,Age of Empires II,7970,27,6
8/1/2018,Brawlhalla,6970,50,10
8/1/2018,Guilty Gear Xrd REV 2,6230,8,1
8/1/2018,Battalion 1944,5000,10,1
8/1/2018,Super Smash Bros.,4940,26,3
8/1/2018,Super Smash Bros. Brawl,2190,11,2
8/1/2018,ARMS,2013.5,22,9
8/1/2018,Chess.com,1400,5,1
8/1/2018,iRacing.com,1157.1,3,1
8/1/2018,Guns of Boom,1075,4,2
8/1/2018,Lichess,1000,5,1
8/1/2018,StarCraft: Brood War,877.95,4,2
8/1/2018,Pokkén Tournament DX,770,4,1
8/1/2018,Quake Live,500,2,1
8/1/2018,QuakeWorld,475.28,5,2
8/1/2018,TrackMania 2: Stadium,457.4,8,2
8/1/2018,Age of Empires Online,448,6,1
8/1/2018,Sailor Moon S,320,4,1
8/1/2018,Street Fighter X Tekken,300,3,1
8/1/2018,rFactor 2,100,1,1
8/1/2018,Clash Royale,0,3,1
9/1/2018,Fortnite,2860985.77,250,23
9/1/2018,Counter-Strike: Global Offensive,2404413.7,784,71
9/1/2018,League of Legends,1937339.85,706,19
9/1/2018,Overwatch,1169777.84,559,12
9/1/2018,Heroes of the Storm,1071180.8,149,6
9/1/2018,PLAYERUNKNOWN’S BATTLEGROUNDS,626320.66,341,10
9/1/2018,Hearthstone,385865.99,244,10
9/1/2018,StarCraft II,330547.83,155,53
9/1/2018,Gears of War 4,250000,19,1
9/1/2018,Gwent,2.00E+05,13,2
9/1/2018,Call of Duty: World War II,177740,8,2
9/1/2018,Street Fighter V: Arcade Edition,112540.12,38,10
9/1/2018,World of WarCraft,96000,77,6
9/1/2018,StarCraft: Brood War,75261.01,26,4
9/1/2018,Forza Motorsport 7,75000,12,1
9/1/2018,Rainbow Six Siege,59000,83,5
9/1/2018,Battalion 1944,50000,15,1
9/1/2018,Warface,46060,20,1
9/1/2018,Dota 2,37146,101,10
9/1/2018,Old School Runescape,32000,4,1
9/1/2018,Brawlhalla,26808,62,13
9/1/2018,Rocket League,23998.8,76,11
9/1/2018,Tekken 7,20254.78,18,6
9/1/2018,SMITE,20000,16,1
9/1/2018,Super Smash Bros. Melee,19645,32,6
9/1/2018,iRacing.com,19215,18,2
9/1/2018,WarCraft III,18906.16,25,7
9/1/2018,Super Smash Bros. for Wii U,16991.41,55,14
9/1/2018,Dragon Ball FighterZ,13110,21,4
9/1/2018,Quake Champions,12933.7,59,23
9/1/2018,Arena of Valor,11100,11,1
9/1/2018,Paladins,10500,63,3
9/1/2018,Gran Turismo Sport,10080,10,1
9/1/2018,Attack on Titan Tribute Game,10000,8,1
9/1/2018,Injustice 2,10000,8,1
9/1/2018,Age of Empires II,5800.38,19,6
9/1/2018,Battlefield 4,5750.49,20,1
9/1/2018,Company of Heroes 2,4400,8,1
9/1/2018,TrackMania 2: Stadium,3594.67,11,3
9/1/2018,BlazBlue: Cross Tag Battle,3240,8,1
9/1/2018,Under Night In-Birth EXE: Late[st],3030,11,2
9/1/2018,Guilty Gear Xrd REV 2,2490,11,2
9/1/2018,BlazBlue: Central Fiction,1650,11,2
9/1/2018,Lichess,1500,5,1
9/1/2018,Chess.com,1400,5,1
9/1/2018,Fighting EX Layer,970,6,2
9/1/2018,Soul Calibur VI,810,3,1
9/1/2018,Guns of Boom,700,4,1
9/1/2018,Marvel vs. Capcom: Infinite,680,6,2
9/1/2018,Koihime Enbu,590,3,1
9/1/2018,Skullgirls 2nd Encore,570,3,1
9/1/2018,ARMS,563,16,7
9/1/2018,Melty Blood: Actress Again Current Code,500,3,1
9/1/2018,Guilty Gear XX Accent Core Plus R,440,3,1
9/1/2018,SNK Heroines: Tag Team Frenzy,430,3,1
9/1/2018,Sailor Moon S,400,3,1
9/1/2018,Project M,371.65,12,4
9/1/2018,Windjammers,320,3,1
9/1/2018,Street Fighter Alpha 2,300,3,1
9/1/2018,Street Fighter Alpha 3,300,3,1
9/1/2018,Super Smash Bros.,278.16,6,2
9/1/2018,Vampire Savior,250,3,1
9/1/2018,Dead or Alive 5: Last Round,240,3,1
9/1/2018,TrackMania Nations Forever,235.2,3,1
9/1/2018,Pokkén Tournament DX,230,3,1
9/1/2018,Catherine,210,3,1
9/1/2018,Super Street Fighter II Turbo,210,3,1
9/1/2018,Street Fighter X Tekken,200,3,1
9/1/2018,King of Fighters XIV,170,3,1
9/1/2018,Arcana Heart 3: Love Max Six Stars!!!!!,160,3,1
9/1/2018,Street Fighter III: 3rd Strike,160,3,1
9/1/2018,Call of Duty: Black Ops 4,0,0,1
9/1/2018,Pro Evolution Soccer 2018,0,6,1
10/1/2018,Fortnite,8898886.68,714,37
10/1/2018,Counter-Strike: Global Offensive,1369734.03,1018,76
10/1/2018,Dota 2,1043820.71,415,30
10/1/2018,Rocket League,594656.99,151,16
10/1/2018,Hearthstone,527738,90,7
10/1/2018,PLAYERUNKNOWN’S BATTLEGROUNDS,458207.81,258,12
10/1/2018,Heroes of the Storm,425000,40,1
10/1/2018,Clash Royale,406761.68,58,3
10/1/2018,Arena of Valor,288604,64,2
10/1/2018,Call of Duty: Blackout,275000,23,3
10/1/2018,Rainbow Six Siege,174396.44,197,11
10/1/2018,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile,170069.08,48,4
10/1/2018,League of Legends,136251.1,257,14
10/1/2018,Forza Motorsport 7,1.00E+05,24,1
10/1/2018,iRacing.com,79992,44,5
10/1/2018,StarCraft: Brood War,71821.01,35,3
10/1/2018,Quake Champions,62754.87,24,8
10/1/2018,FIFA 19,61318.69,26,5
10/1/2018,Street Fighter V: Arcade Edition,48232.72,31,5
10/1/2018,Overwatch,47343.89,248,9
10/1/2018,StarCraft II,39716.41,111,47
10/1/2018,Attack on Titan Tribute Game,36000,24,1
10/1/2018,Tekken 7,25629.16,21,6
10/1/2018,Gwent,25000,8,1
10/1/2018,Paladins,24500,79,4
10/1/2018,World of WarCraft,20000,24,2
10/1/2018,Super Smash Bros. Melee,17944.1,43,7
10/1/2018,Project Cars 2,16800,6,1
10/1/2018,Brawlhalla,16700,78,14
10/1/2018,Assetto Corsa,15000,8,1
10/1/2018,Dragon Ball FighterZ,13530,14,3
10/1/2018,World of Tanks Blitz,10000,0,1
10/1/2018,Call of Duty: Black Ops 4,9085,33,6
10/1/2018,WarCraft III,7756.32,18,3
10/1/2018,Age of Empires II,7080.64,31,6
10/1/2018,King of Fighters XIV,7000,2,1
10/1/2018,TrackMania 2: Stadium,6614.53,17,4
10/1/2018,Super Smash Bros. for Wii U,6391.08,40,14
10/1/2018,rFactor 2,4752.26,29,1
10/1/2018,Call of Duty: World War II,3898.1,12,1
10/1/2018,NHL 19,2500,1,1
10/1/2018,Age of Empires III,1500,4,1
10/1/2018,Tetris,1500,2,1
10/1/2018,Chess.com,1400,13,1
10/1/2018,Injustice 2,1272.59,7,2
10/1/2018,Lichess,1225,7,2
10/1/2018,Guns of Boom,1175,4,3
10/1/2018,Soul Calibur VI,1110,3,1
10/1/2018,Super Smash Bros.,1060,15,2
10/1/2018,Black Squad,1035.48,26,4
10/1/2018,Sailor Moon S,763,3,1
10/1/2018,BlazBlue: Cross Tag Battle,560,3,1
10/1/2018,Guilty Gear Xrd REV 2,550,3,1
10/1/2018,Super Street Fighter II Turbo,250,3,1
10/1/2018,Street Fighter Alpha 2,230,3,1
10/1/2018,Street Fighter III: 3rd Strike,200,3,1
10/1/2018,Marvel vs. Capcom: Infinite,190,3,1
10/1/2018,Fighting EX Layer,180,3,1
10/1/2018,Street Fighter EX2 Plus,160,3,1
10/1/2018,Capcom vs. SNK 2,150,3,1
10/1/2018,ARMS,130,5,2
10/1/2018,Vampire Savior,110,3,1
10/1/2018,Artifact,100,2,1
11/1/2018,League of Legends,6672570.36,340,14
11/1/2018,Counter-Strike: Global Offensive,2516934.47,969,167
11/1/2018,Dota 2,1424399.06,269,14
11/1/2018,Heroes of the Storm,1.00E+06,60,2
11/1/2018,StarCraft II,765973.9,71,31
11/1/2018,PLAYERUNKNOWN’S BATTLEGROUNDS,634843.86,199,10
11/1/2018,Rocket League,512458.38,95,13
11/1/2018,Hearthstone,432515.3,213,6
11/1/2018,Arena of Valor,385350.82,53,5
11/1/2018,Halo 5: Guardians,3.00E+05,48,1
11/1/2018,Paladins,3.00E+05,41,1
11/1/2018,World of WarCraft,280000,48,1
11/1/2018,FIFA Online 4,240000,37,1
11/1/2018,Clash Royale,230000,39,2
11/1/2018,Rainbow Six Siege,209664.65,115,6
11/1/2018,F1 2018,2.00E+05,21,1
11/1/2018,Fortnite,167586.1,153,23
11/1/2018,Overwatch,143008,119,2
11/1/2018,Attack on Titan Tribute Game,139750,33,4
11/1/2018,Brawlhalla,101150,62,9
11/1/2018,Gears of War 4,1.00E+05,5,1
11/1/2018,Guns of Boom,1.00E+05,4,1
11/1/2018,Injustice 2,1.00E+05,16,1
11/1/2018,Point Blank,99000,10,1
11/1/2018,Super Smash Bros. Melee,79751.2,31,5
11/1/2018,Street Fighter V: Arcade Edition,62500,34,5
11/1/2018,SMITE,50000,50,2
11/1/2018,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile,45000,12,1
11/1/2018,Old School Runescape,28500,8,1
11/1/2018,Call of Duty: Black Ops 4,27886.95,74,14
11/1/2018,FIFA 19,27299.52,13,5
11/1/2018,Super Smash Bros. for Wii U,22903.85,58,23
11/1/2018,Call of Duty: Blackout,20000,6,1
11/1/2018,Age of Empires II,16150,21,4
11/1/2018,Quake Champions,13670,42,13
11/1/2018,Artifact,10175,11,2
11/1/2018,CrossFire,9000,50,1
11/1/2018,StarCraft: Brood War,6818.99,20,2
11/1/2018,Dragon Ball FighterZ,6155.46,12,2
11/1/2018,Tekken 7,5635.93,13,3
11/1/2018,Forza Motorsport 7,5000,5,1
11/1/2018,Soul Calibur VI,3191,11,2
11/1/2018,WarCraft III,2224.48,13,4
11/1/2018,BlazBlue: Cross Tag Battle,1880,10,2
11/1/2018,iRacing.com,1800,5,1
11/1/2018,Black Squad,1590.32,28,5
11/1/2018,Under Night In-Birth EXE: Late[st],1430,8,1
11/1/2018,Chess.com,1400,7,1
11/1/2018,Team Fortress 2,1000,21,1
11/1/2018,Melty Blood: Actress Again Current Code,580,8,1
11/1/2018,QuakeWorld,566.94,4,1
11/1/2018,Age of Empires Online,500,5,1
11/1/2018,Super Smash Bros. Brawl,465,5,3
11/1/2018,TrackMania 2: Stadium,397.97,8,3
11/1/2018,ARMS,300,7,3
11/1/2018,Dengeki Bunko: Fighting Climax Ignition,300,8,1
12/1/2018,Counter-Strike: Global Offensive,3298230.97,1546,172
12/1/2018,Arena of Valor,2509250,123,3
12/1/2018,Shadowverse,1310000,24,1
12/1/2018,Fortnite,1182561.89,311,18
12/1/2018,CrossFire,900215.27,43,2
12/1/2018,StarCraft II,612285.06,137,45
12/1/2018,Dota 2,596561.02,332,24
12/1/2018,PLAYERUNKNOWN’S BATTLEGROUNDS,595339.4,341,16
12/1/2018,FIFA 19,463113.14,110,9
12/1/2018,PLAYERUNKNOWN'S BATTLEGROUNDS Mobile,402000,80,1
12/1/2018,League of Legends,376260.1,314,16
12/1/2018,Street Fighter V: Arcade Edition,332347.84,59,6
12/1/2018,Call of Duty: Black Ops 4,284278,79,15
12/1/2018,Rocket League,260670.68,110,12
12/1/2018,Quake Champions,206120,55,16
12/1/2018,Hearthstone,194750,64,9
12/1/2018,Rainbow Six Siege,134817.39,150,7
12/1/2018,Creative Destruction,1.00E+05,8,1
12/1/2018,StarCraft: Brood War,92847.62,40,6
12/1/2018,Super Smash Bros. Ultimate,74587.45,271,63
12/1/2018,Chess.com,52608.03,23,2
12/1/2018,Tekken 7,50720.27,42,7
12/1/2018,Attack on Titan Tribute Game,50000,32,1
12/1/2018,Artifact,38391.35,82,26
12/1/2018,iRacing.com,34080,18,3
12/1/2018,Old School Runescape,32000,4,1
12/1/2018,WarCraft III,28927.5,27,4
12/1/2018,Madden NFL 19,25000,1,1
12/1/2018,Brawlhalla,21304.1,52,11
12/1/2018,Call of Duty: Blackout,20000,12,2
12/1/2018,Team Fortress 2,19831,68,5
12/1/2018,Super Smash Bros. Melee,16860.7,69,11
12/1/2018,Dragon Ball FighterZ,12195.55,22,5
12/1/2018,Magic: The Gathering Arena,10000,16,1
12/1/2018,Clash Royale,7370,20,2
12/1/2018,Age of Empires II,6240.6,33,7
12/1/2018,Minecraft,4839.15,10,3
12/1/2018,Soul Calibur VI,4780,7,2
12/1/2018,osu!,4320,255,1
12/1/2018,Age of Empires,4128,22,2
12/1/2018,Black Squad,1844.49,27,6
12/1/2018,Overwatch,1800,27,1
12/1/2018,Lichess,1100,8,2
12/1/2018,BlazBlue: Cross Tag Battle,983.33,7,2
12/1/2018,Super Smash Bros.,980,8,2
12/1/2018,TrackMania 2: Stadium,929.58,10,4
12/1/2018,Super Smash Bros. for Wii U,840.11,18,5
12/1/2018,Halo 3,800,12,1
12/1/2018,Under Night In-Birth EXE: Late[st],663.33,7,2
12/1/2018,Guilty Gear Xrd REV 2,550,6,2
12/1/2018,NHL 19,366.67,4,1
12/1/2018,FIFA 18,344.33,1,1
12/1/2018,Pokkén Tournament DX,311.4,4,2
12/1/2018,Mortal Kombat XL,310,3,1
12/1/2018,Injustice 2,280,3,1
12/1/2018,Windjammers,260,3,1
12/1/2018,Age of Empires III,250,3,3
12/1/2018,Ultimate Marvel vs. Capcom 3,240,3,1
12/1/2018,Super Street Fighter II Turbo,230,5,2
12/1/2018,ARMS,225.4,7,4
12/1/2018,Mario Kart 8 Deluxe,220,4,1
12/1/2018,Super Mario Party,220,4,1
12/1/2018,Marvel vs. Capcom: Infinite,160,3,1
12/1/2018,Killer Instinct (2013),150,2,1
12/1/2018,Puyo Puyo Tetris,146.67,3,1
12/1/2018,BlazBlue: Central Fiction,110,3,1
12/1/2018,Fighting EX Layer,110,2,1
12/1/2018,Ultra Street Fighter IV,110,3,1
12/1/2018,Project M,65.59,5,2
12/1/2018,Lethal League Blaze,11.4,1,1
1/1/2019,Dota 2,1499927.13,227,13
1/1/2019,Overwatch,1035800.98,602,11
1/1/2019,Counter-Strike: Global Offensive,834881.05,470,83
1/1/2019,PLAYERUNKNOWN’S BATTLEGROUNDS,626067.65,138,4
1/1/2019,Arena of Valor,539360,40,2
1/1/2019,FIFA 19,363000,72,3
1/1/2019,Hearthstone,349000,214,5
1/1/2019,Fortnite,315778.46,69,12
1/1/2019,League of Legends,160589.23,130,7
1/1/2019,Rocket League,118500,60,5
1/1/2019,StarCraft II,91605.44,132,37
1/1/2019,Rainbow Six Siege,55283.55,71,5
1/1/2019,WarCraft III,52475.3,24,7
1/1/2019,Super Smash Bros. Ultimate,48235.65,244,63
1/1/2019,Heroes of the Storm,47075,30,3
1/1/2019,Artifact,39282.65,78,28
1/1/2019,Call of Duty: Blackout,30000,11,2
1/1/2019,Halo 3,29400,32,1
1/1/2019,Dragon Ball FighterZ,28796.91,21,4
1/1/2019,Shadowverse,12000,24,3
1/1/2019,Call of Duty: Black Ops 4,11900,16,6
1/1/2019,NHL 19,7500,2,1
1/1/2019,Age of Empires II,6815.85,20,11
1/1/2019,Guilty Gear Xrd REV 2,4130,14,3
1/1/2019,Black Squad,4010.43,20,2
1/1/2019,Soul Calibur VI,4006.91,14,3
1/1/2019,Tekken 7,3976.91,14,3
1/1/2019,Street Fighter V: Arcade Edition,2640,11,2
1/1/2019,iRacing.com,2226.94,20,4
1/1/2019,BlazBlue: Cross Tag Battle,2030,11,2
1/1/2019,Super Smash Bros. Melee,1907.81,18,5
1/1/2019,Under Night In-Birth EXE: Late[st],1770,8,1
1/1/2019,Pokkén Tournament DX,1592.6,7,2
1/1/2019,Brawlhalla,1450,30,9
1/1/2019,Chess.com,1400.01,8,1
1/1/2019,King of Fighters XIV,1280,3,1
1/1/2019,Mystery Game Tournament,1280,8,1
1/1/2019,TrackMania 2: Stadium,1218.86,15,6
1/1/2019,Lichess,1100,8,2
1/1/2019,BlazBlue: Central Fiction,880,8,1
1/1/2019,Street Fighter III: 3rd Strike,790,8,1
1/1/2019,Marvel vs. Capcom: Infinite,720,5,2
1/1/2019,Vampire Savior,710,3,1
1/1/2019,Skullgirls 2nd Encore,660,3,1
1/1/2019,StarCraft: Brood War,654.72,4,2
1/1/2019,Super Street Fighter II Turbo,620,3,1
1/1/2019,Injustice 2,590,6,2
1/1/2019,Ultimate Marvel vs. Capcom 3,490,3,1
1/1/2019,Mortal Kombat X,480,3,1
1/1/2019,Killer Instinct (2013),460,5,2
1/1/2019,Guilty Gear XX Accent Core Plus R,440,3,1
1/1/2019,Sailor Moon S,420,3,1
1/1/2019,Age of Empires III,400,4,2
1/1/2019,Melty Blood: Actress Again Current Code,350,3,1
1/1/2019,Company of Heroes 2,300,1,1
1/1/2019,Tatsunoko vs. Capcom: Ultimate All-Stars,290,3,1
1/1/2019,Fighting EX Layer,220,3,1
1/1/2019,ARMS,201.3,8,3
1/1/2019,Super Smash Bros.,150,3,1
1/1/2019,Age of Empires,100,4,1
1/1/2019,Lethal League Blaze,51.3,3,1
1/1/2019,Mario Tennis Aces,51.3,3,1
1/1/2019,Xonotic,11.36,8,1
2/1/2019,Rainbow Six Siege,2018994.58,187,6
2/1/2019,Dota 2,833701.96,180,8
2/1/2019,Fortnite,752876.79,210,24
2/1/2019,Counter-Strike: Global Offensive,439403.85,512,50
2/1/2019,PLAYERUNKNOWN’S BATTLEGROUNDS,235100,71,6
2/1/2019,FIFA 19,229750,63,4
2/1/2019,Apex Legends,212829,116,8
2/1/2019,Gears of War 4,2.00E+05,60,1
2/1/2019,Rocket League,128748.38,78,8
2/1/2019,Call of Duty: Blackout,121608.35,71,4
2/1/2019,League of Legends,111376.5,89,6
2/1/2019,Arena of Valor,70880,10,1
2/1/2019,Super Smash Bros. Ultimate,67398.38,224,66
2/1/2019,Clash Royale,52130,17,2
2/1/2019,Hearthstone,42291.32,28,5
2/1/2019,Age of Empires II,35700,36,5
2/1/2019,Stardew Valley,35000,40,1
2/1/2019,Street Fighter V: Arcade Edition,28681.03,14,3
2/1/2019,Tekken 7,28580.6,14,3
2/1/2019,Brawlhalla,26200,101,15
2/1/2019,Overwatch,25685.9,27,3
2/1/2019,Dragon Ball FighterZ,24530.63,14,3
2/1/2019,World of WarCraft,20000,22,2
2/1/2019,StarCraft II,19356.12,58,22
2/1/2019,Forza Motorsport 7,15200,16,1
2/1/2019,Artifact,13457.99,66,22
2/1/2019,Super Smash Bros. Melee,12507.92,19,3
2/1/2019,Shadowverse,12000,24,3
2/1/2019,Guilty Gear Xrd REV 2,11670.21,16,2
2/1/2019,Soul Calibur VI,10030.21,11,2
2/1/2019,Magic: The Gathering Arena,10000,16,1
2/1/2019,BlazBlue: Cross Tag Battle,9960.21,19,3
2/1/2019,King of Fighters XIV,9050.21,8,1
2/1/2019,NHL 19,8500,3,2
2/1/2019,iRacing.com,7000,43,1
2/1/2019,Call of Duty: Black Ops 4,5992,24,5
2/1/2019,Pokkén Tournament DX,5340,11,2
2/1/2019,Age of Empires,4300,4,1
2/1/2019,Under Night In-Birth EXE: Late[st],2740,8,1
2/1/2019,BlazBlue: Central Fiction,2570,8,1
2/1/2019,WarCraft III,2235,8,1
2/1/2019,Lichess,2200,12,4
2/1/2019,TrackMania 2: Stadium,2181.83,15,6
2/1/2019,Chess.com,1400,5,1
2/1/2019,StarCraft: Brood War,511.01,7,2
2/1/2019,Dead or Alive 6,430,3,1
2/1/2019,Auto Chess,400,3,1
2/1/2019,Project M,353.95,10,4
2/1/2019,ARMS,184.51,6,2
2/1/2019,Soul Calibur II,170,3,1
2/1/2019,Age of Empires III,150,3,3
2/1/2019,Mortal Kombat XL,140,2,1
2/1/2019,Virtua Fighter 5,80,1,1
2/1/2019,Xonotic,11.46,12,1
3/1/2019,Counter-Strike: Global Offensive,2763717.12,818,70
3/1/2019,Dota 2,2375413.65,335,22
3/1/2019,Magic: The Gathering Arena,1.00E+06,64,1
3/1/2019,Fortnite,957055.56,667,32
3/1/2019,PLAYERUNKNOWN’S BATTLEGROUNDS,646959.69,321,15
3/1/2019,StarCraft II,646771.8,93,24
3/1/2019,Overwatch,511801.18,135,5
3/1/2019,Hearthstone,500197.18,58,6
3/1/2019,Call of Duty: Black Ops 4,426325,140,6
3/1/2019,Apex Legends,315590.41,246,30
3/1/2019,League of Legends,222487.15,337,17
3/1/2019,FIFA 19,152693.66,20,4
3/1/2019,Super Smash Bros. Ultimate,135928.11,375,104
3/1/2019,Halo 3,120000,38,2
3/1/2019,Tekken 7,114500,15,3
3/1/2019,Rainbow Six Siege,76982.24,80,5
3/1/2019,StarCraft: Brood War,71040,28,1
3/1/2019,Shadowverse,69216.11,32,4
3/1/2019,Guns of Boom,52700,8,4
3/1/2019,Arena of Valor,50000,5,1
3/1/2019,Clash of Clans,50000,40,1
3/1/2019,Street Fighter V: Arcade Edition,43652.6,21,4
3/1/2019,Old School Runescape,32000,4,1
3/1/2019,The Division 2,27250,40,2
3/1/2019,rFactor 2,25752.15,72,7
3/1/2019,Gwent,25000,8,1
3/1/2019,Brawlhalla,24595.5,61,22
3/1/2019,Call of Duty: Blackout,20000,28,1
3/1/2019,Rocket League,16964.62,35,8
3/1/2019,Madden NFL 19,15000,2,1
3/1/2019,WarCraft III,11703,8,1
3/1/2019,Artifact,9392,53,22
3/1/2019,Super Smash Bros. Melee,8999.39,49,9
3/1/2019,Age of Empires II,8799.01,37,12
3/1/2019,TrackMania 2: Stadium,5835.31,25,9
3/1/2019,NHL 19,3000,2,2
3/1/2019,Heroes of the Storm,2932,21,2
3/1/2019,Dragon Ball FighterZ,2740,8,3
3/1/2019,iRacing.com,2400,83,3
3/1/2019,Soul Calibur VI,1920,7,2
3/1/2019,Lichess,1600,7,2
3/1/2019,Chess.com,1400,9,1
3/1/2019,BlazBlue: Cross Tag Battle,1060,6,2
3/1/2019,Team Fortress 2,1002,27,1
3/1/2019,Counter-Strike: Source,1000,3,1
3/1/2019,Forza Motorsport 7,1000,2,2
3/1/2019,Dead or Alive 6,870,3,1
3/1/2019,Under Night In-Birth EXE: Late[st],860,3,1
3/1/2019,Age of Empires III,825,14,6
