id,Name,Writer,Likes,Genre,Rating,Subscribers,Summary,Update,Reading Link
467,Penguin Loves Mev,Penguin,"3,21,982",Slice of life,9.32,32K,"Penguin is a Korean cartoonist who got married to an English man Mev. Sometimes they are faced with cultural differences, but they never fail to put a smile on each other's face. Follow their love story with this comic!",COMPLETED,https://www.webtoons.com/en/slice-of-life/penguin-loves-mev/list?title_no=86
468,Illuminated,Rachel Song / Maria Nguyen,"1,27,401",Informative,9.33,112.5K,A WEBTOON x 88rising memoir series that spotlights the experiences of Asian women in entertainment and how we can help #StopAsianHate together.,COMPLETED,https://www.webtoons.com/en/tiptoon/illuminated/list?title_no=2813
469,My Deepest Secret,Hanza Art,13.4M,Thriller,9.68,2.4M,"Having a handsome, kind and caring boyfriend like Elios means the world to Emma. Even a look at him makes her heart flutters. But little does she know about a secret lies deep in their relationship. What is the said secret?",UP EVERY TUESDAY,https://www.webtoons.com/en/thriller/my-deepest-secret/list?title_no=1580
470,School Bus Graveyard,lilredbeany,"5,39,252",Thriller,9.77,452.3K,"Ashlyn is a loner in high school with no friends. But when a fateful visit to a haunted house causes her and her classmates to see monsters at night, she'll be forced to forge bonds to survive.",UP EVERY WEDNESDAY,https://www.webtoons.com/en/thriller/school-bus-graveyard/list?title_no=2705
471,Phase,Jouki,4.1M,Romance,9.55,901.9K,"Min is unique. Plagued by debts, misfortune and a troubled past her life has been anything but normal. When she has the opportunity to earn a great deal of money, 50 million dollars to be exact, she would be a fool to refuse. Despite the odd conditions she takes a chance with Shuu, the handsome, irritating billionare who can change her life. Can she keep her secrets close to her chest or will she ruin them both?",UP EVERY WEDNESDAY,https://www.webtoons.com/en/romance/phase/list?title_no=2117
472,Blades of Furry,Deya Muniz / Emily Erdos,1.9M,Romance,9.61,386.8K,"Emile is an up-and-coming skater in the beloved sport of Skate Battles, a high-stakes combo of figure skating and martial arts. Radu is a well-known senior skater and several time champ with the world at his feet. However, during an ill-fated match between the two, Emile discovers Radu's secret, which could threaten to destroy him. Will Emile keep his secret? Or could this rivalry turn into something more...?",UP EVERY SUNDAY,https://www.webtoons.com/en/romance/blades-of-furry/list?title_no=2383
473,Surviving Romance,Lee Yone,1.6M,Horror,9.81,484.1K,"When Chaerin Eun becomes the protagonist of the romance novel she is reading, she expects a fairytale ending with the novel's love interest, Jeha. But when a bizarre twist makes her realize the story is not playing out as it does in the book, she'll need the help of an unlikely character from her class to defy the new storyline and find her happy ending -- if only she can figure out who this â€˜Unknown Extra' is first!",UP EVERY THURSDAY,https://www.webtoons.com/en/horror/survive-romance/list?title_no=2607
474,AntiSTALKER,VOKIVORMOK,3M,Romance,9.72,588.9K,"At this school usual students study with vampires from wealthy families. She is a representative from disciplinary committee, he is a guy who breaks school rules. She is a hunter, he is a target. He is her stalker, she is his target.",UP EVERY THURSDAY,https://www.webtoons.com/en/romance/antistalker/list?title_no=2087
475,Swimming Lessons for a Mermaid,YONGCHAN,5M,Romance,9.73,711.7K,"Choa is a mermaid who can't swim! Discouraged, she trades the ocean for a pair of human legs. But when the star of the high school swim team finds out her secret, he offers her the chance to prove her family wrong: free swimming lessons for a mermaid!",UP EVERY WEDNESDAY,https://www.webtoons.com/en/romance/swimming-lessons-for-a-mermaid/list?title_no=1912
476,Flawless,Shinshinhye,"87,165",Romance,9.68,144.1K,"Sarah is a tough girl who prides herself for being independent. One day, after fending off several boys harassing her in the street, she meets Elios, a young blind man her age. She is immediately charmed by him, though he maintains an air of mystery. Has Sarah met her first love? Is everything what it seems?",UP EVERY TUESDAY,https://www.webtoons.com/en/romance/flawless/list?title_no=3264
477,The Doctors are Out,Blau,3.6M,Romance,9.59,453.6K,"The beloved Dr. Matias Guevara tends to his patients in his little neighborhood health clinic, unaware that Dr. Fernando Guevera opened his new veterinary clinic right next door! With their patients confused and their tolerance running thin, the two grown men constantly bicker and compete! Will their similar names and professions cause their rivalry to go untreated, or will they heal each others broken hearts?!",UP EVERY MONDAY,https://www.webtoons.com/en/romance/the-doctors-are-out/list?title_no=1910
478,Dating With a Tail,Jinha / Hepon,2.4M,Romance,9.51,531.2K,"On the dawn of her 29th birthday, unlucky-in-love Yunha discovers a shocking family secret: she's started growing a fox tail, the mark of an ancestral curse. She must find her fated love before her 30th birthday or she is destined to become a fox forever! Even with her new-found enchanting power to attract men using her scent, will one year be enough to break the curse before it's too late?",UP EVERY FRIDAY,https://www.webtoons.com/en/romance/dating-with-a-tail/list?title_no=1263
479,The Prince of Southland,Chris Geroux,"8,10,680",Romance,9.64,233.3K,"Donnie Ali's shiny reputation is soiled the night he kissed an android, for romantic relationships with droids are deemed too dangerous and forbidden. But after his press release, another potential scandal emerges when he saves Jensen, a man on the run from an unknown assailant. Now living under the same roof, and paparazzi on every corner, could this romance be even more disastrous than his first?",UP EVERY WEDNESDAY,https://www.webtoons.com/en/romance/the-prince-of-southland/list?title_no=2522
480,Half-Ghost,Sejung,"6,35,533",Romance,9.74,257.1K,"Can she see them or not? Hayeon has always felt something creepy near her. She knows ghosts exist, but she can't really see them. She suddenly meets a boy who not only sees them but fights with them? Hu-an Lee isn't your average student. He's a half-ghost. He knows there's something different about Hayeon, but he can't seem to figure out what. No one can. Human or ghosts!",UP EVERY SUNDAY,https://www.webtoons.com/en/romance/half-ghost/list?title_no=2765
481,Brimstone and Roses,Speremint,3M,Romance,9.44,469.2K,"Bea is over her ex. Absolutely, completely, over her... except that she's not. When Bea finds out that her ex is also attending her sister's wedding, Bea does what any logical person would do and summons an incredibly hot, sarcastic demon to be her date. But demons are tricky, and now hers won't leave her alone.",UP EVERY FRIDAY,https://www.webtoons.com/en/romance/brimstone-and-roses/list?title_no=1758
482,Shadow Bride,Sae In Lee / Soo Bean Lim,"7,67,973",Romance,9.7,331.2K,"Yunjo is a young prince who has always served his kingdom from behind the scenes. He's spent his whole life in the shadow of his brother, the crown prince Yigang, fighting enemies and winning wars in his name. All that changes when one day, he meets Seolyun, a mysterious and charming woman who captivates him instantly. What happens when a man emerges from the shadows to follow his heart? Can he overcome all of the obstacles in his way to step into the light and be with the one he loves?",UP EVERY THURSDAY,https://www.webtoons.com/en/romance/shadow-bride/list?title_no=2618
483,LoveBot,Donggeon Lee,"51,923",Sci-fi,9.38,294K,"In 2049, highly advanced and affectionate robots are becoming humanity's primary companions in place of real relationships. Xada makes his living by modifying these bots to fit their owners specific wants and needs. However, his newest job leaves the LoveBot strangely sentient, and asking for his help... Sparks will fly as Xada relearns human connection and helps uncover the truths behind the LoveBots' existence.",UP EVERY SUNDAY,https://www.webtoons.com/en/romance/daily-jojo/list?title_no=3335
484,Choco Latte,Ann,3.7M,Romance,9.76,658.6K,"Join high schoolers Kyle and Lilly as they discover hope, joy, and love in the simplicities of everyday life. Sweet and heartwarming, just like a chocolate latte, their love story proves that actions speak louder than words.",UP EVERY FRIDAY,https://www.webtoons.com/en/romance/choco-latte/list?title_no=1691
485,Devilish Romance,sing-nanda,"5,07,497",Supernatural,9.46,351.9K,"After being unfairly framed in devildom, middle-tier devil Sitri falls onto Earth as a human and searches for a serial killer who could take him back to his origin. He meets a stubborn, strict human boss who he initially hates; however, he eventually starts having feelings for her. Love has no limits, but... does it really? What will be their fate?",UP EVERY SATURDAY,https://www.webtoons.com/en/fantasy/how-to-survive-a-romance-fantasy/list?title_no=2855
486,Mystical,VAN.J,2.1M,Supernatural,9.82,542.7K,"Garam has always loved to draw, but his dreams of being an artist have been on hold ever since his mother passed away. Wanting to become more independent and focus on his art, he moves into his grandmother's empty house by the ocean. There, he meets his greatest muse: a mystical water creature with no memories of her past. Now it's up to Garam to help her uncover what she has forgotten.",UP EVERY SUNDAY,https://www.webtoons.com/en/supernatural/mystical/list?title_no=2128
487,Of Swamp & Sea,Jay Boulton & Laurel Boulton,"1,00,309",Supernatural,9.61,104.6K,"When a monster hunt gone wrong sets two strangers on the same path, they discover their relationship may be more than strictly professional. Enter a world of dangerous beasts, dark magic, and perilous circumstance. When everyone has their secrets, the truth is as murky as the waters of the deepest swamp.",UP EVERY WEDNESDAY,https://www.webtoons.com/en/supernatural/of-swamp-and-sea/list?title_no=2736
488,The Double Agent,Hayeon / Charles,"1,20,422",Historical,8.77,186.6K,"As a child, Sasha Laurent lost her parents overnight when the Dochen Republic invaded and burned her hometown, Neroi. Fleeing across the border, she lived off the streets until rescued by General Gerard of the Allied Forces. A decade later, when he asks her to infiltrate Dochen as a secret agent, she has no choice but to comply, but soon finds herself a prisoner at the mercy of Major General Johann von Willendorf. Sasha's unhealthy obsession with Johann veers dangerously close to love, but will her feelings change when he makes her a double agent?",UP EVERY THURSDAY,https://www.webtoons.com/en/historical/the-double-agent/list?title_no=3209
489,Little Rain,Mai,"5,63,373",Romance,9.84,295.2K,"A Guardian Angel without his memory ends up in a cats body. Lisa is a down on her luck, whose life has always been tinged with misfortune. Fortunately her cat, Rain, is always there for her when she needs him. But little does she know, Rain has a big secret. His memories may be missing, but Rain remembers this... He'd do anything to protect Lisa.",UP EVERY FRIDAY,https://www.webtoons.com/en/romance/little-rain/list?title_no=2612
490,It Was All You,Dalbong,"32,228",Sci-fi,9.5,205.9K,"In a near-future Pyeongyang, clones have become an indispensable part of human life. Tasked to test XYZ Corporation's latest prototype, biomedical engineer Dr. Yuri Lee is marveled by LPC-6, a physically perfect and intellectually superior clone designed for a single purpose -- to give unconditional love to his master. As she uncovers the depths of her unfaithful husband's depravity, she finds solace in ""Victor"" and his extraordinary capacity for empathy. Will her desire for retribution and love set her onto a path of no return?",UP EVERY TUESDAY,https://www.webtoons.com/en/fantasy/protect-the-knight/list?title_no=3384
491,When the Day Comes,WasakBasak / JANE,"1,94,208",Heartwarming,9.7,184.6K,"Norang and Paran are known at school to be the perfect couple -- minus the fact that they've already broken up. But unable to back out of a promise to participate in their school's dance festival as their class's representative couple, they decide to keep their split a secret, just until the competition is over. As the day of the festival -- and their ""official"" break-up -- approaches, the two begin to realize that ending their relationship may not be as simple as they thought.",UP EVERY WEDNESDAY,https://www.webtoons.com/en/drama/the-nuna-at-our-office/list?title_no=3089
492,Kind of Confidential,Vivian Darlin,4.3M,Romance,9.3,919.5K,"When the nation's most popular hero falls from the sky, he is saved by a totally normal girl. The strange incident turns both their lives upside down and leaves them with countless questions. What caused the accident? Why does it feel like they've met before? How are commoner noodles so delicious? Andâ€¦ umâ€¦ can a hero and a villain fall in love? (Asking for a friend.)",UP EVERY THURSDAY,https://www.webtoons.com/en/romance/kind-of-confidential/list?title_no=663
493,Freaking Romance,Snailords,19.9M,Romance,9.77,3.1M,"A sexy supernatural story about being out on your own, finding your dream apartment and discovering that your new place is haunted by a handsome spectral stranger from another dimension. Sure, HE can't see you and YOU can't touch him, but who said every relationship starts out perfectly?",COMPLETED,https://www.webtoons.com/en/romance/freaking-romance/list?title_no=1467
494,Ghost Wife,Sejung,10.1M,Romance,9.73,1.3M,"Liz is a normal teenage girl who can see monsters... that want to eat her. The only person who can save her is a demon with a creepy smile and an appetite for live cats. But first, she has to become his fiancÃ©!",COMPLETED,https://www.webtoons.com/en/romance/ghost-wife/list?title_no=1471
495,Always Human,walkingnorth,2.3M,Romance,9.54,613.5K,"This is a story about nanobots, genetic engineering, and two girls falling in love. No matter how technology changes us, we'll always be human.",COMPLETED,https://www.webtoons.com/en/romance/always-human/list?title_no=557
496,Devil Number 4,jangjin / woombeee,12.6M,Supernatural,9.78,1.7M,"When a down-on-her-luck student runs out of money -- and hope -- it's time for the devil to make his entrance and give her an offer she can't refuse. But this devil has problems of his own. He's a cog in Satan's corporate ladder, who's quickly losing credibility because that same desperate girl isn't ready to part with her soul willingly. Now, she's working at his coffee shop while he tries to convince her that she can have it all. And the cost? Merely her mortal soulâ€¦",COMPLETED,https://www.webtoons.com/en/supernatural/devil-no-4/list?title_no=1695
497,Eggnoid,Archie the Redcat,14M,Sci-fi,9.65,1.3M,"When Ran wakes up to a giant egg by her bed the morning after being rejected by her longtime crush, she has no idea what to do. To make things weirder, a handsome man emerges out of the egg and starts calling her ""mom""! As Ran and Eggy grow closer, she starts questioning their relationship. Is she really just his ""mom""?",COMPLETED,https://www.webtoons.com/en/sf/eggnoid/list?title_no=1229
498,unTouchable,massstar,5.9M,Romance,9.69,1.2M,Sia is a modern-day vampire who absorbs energy from humans by touching them instead of drinking their blood. She has been desperate to touch Jiho since the day he moved in next door -- but he's a germaphobe. Will Sia best his mysophobia and get to touch Jiho?,COMPLETED,https://www.webtoons.com/en/romance/untouchable/list?title_no=79
499,Love Doesn't Talk,Ann,1.4M,Romance,9.59,400.4K,"They say third time's the charm, right? After three misunderstandings, sparks start to fly between classmates Yuzuki and Kou, and what stems from fate turns into friendship and eventually blossoms into love. But you can't have a high school romance without a love triangle. Enter Subaru, a boy from another class who isn't afraid to go after Yuzuki's heart! Who will Yuzuki choose in the end: the quiet and inexpressive Kou or the bold and friendly Subaru?",COMPLETED,https://www.webtoons.com/en/romance/love-doesnt-talk/list?title_no=2140
500,Miss Abbott and the Doctor,Maripaz Villar,8M,Romance,9.81,717.5K,"Doctor Andreas Marino loves his quiet life, filled with work and simple amusements, and when the strange Miss Abbott arrives in his town he decides he doesn't like her at all. Unfortunatelly she's funny and quirky, has an uncommon past and seems to enjoy getting him in trouble. Welcome to a sketchy Victorian rom-com!",COMPLETED,https://www.webtoons.com/en/romance/miss-abbott-and-the-doctor/list?title_no=707
501,Ecstasy Hearts,SilentMaru,4.4M,Sports,9.04,1.3M,"Shimizu Anya is the daughter of the two former top Tennis Players of the world. And now, it's her time to conquer the domain of Professional Tennis at least until her destined rival came and completely crushed her before she could even break out of her bubble. This is where her one-sided rivalry begins.",COMPLETED,https://www.webtoons.com/en/sports/ecstasy-hearts/list?title_no=604
502,Shard,echorise,"9,11,286",Supernatural,9.32,205.7K,"When a witch is told she needs a virgin to complete a spell she sets out in search of the ideal candidate, but what happens when the victim - a geologist with all the makings of the perfect sacrifice - isn't quite as innocent as she thought?",COMPLETED,https://www.webtoons.com/en/supernatural/shard/list?title_no=960
503,Brass & Sass,antlerella,4.9M,Romance,9.7,610.3K,"It may have been the music that attracted her to band class, but it was love that made her stayâ€¦even if she doesn't have any musical talent whatsoever. But what high schooler Camilla lacks in ability, she makes up for in passion , especially when it comes to Victor, the handsome musician who's caught her eye. Will love rule the day, even when your crush-of-choice is a real brass-hole? Read on to find out!",UP EVERY THURSDAY,https://www.webtoons.com/en/romance/brass-and-sass/list?title_no=1652
504,Down To Earth,Pookie Senpai,9.8M,Romance,9.82,2.1M,"Kade lives his average life alone and undisturbed... until a cute alien girl crashes into his backyard! By opening up his home, will this other worldly girl inadvertently open up his heart?",UP EVERY TUESDAY,https://www.webtoons.com/en/romance/down-to-earth/list?title_no=1817
505,The Kiss Bet,Ingrid Ochoa,6.8M,Romance,9.69,1.1M,"It's senior year and Sara Lin just turned 18. She's got great friends, a cool Dad (or so he thinks) and a whole lot ahead of her. The last thing she needs is to worry about having her first kiss. But that's all about to change because her good pal Patrick just challenged her to a bet that will either lead to love, heartbreak or embarrassmentâ€¦or maybe all three.",UP EVERY SATURDAY,https://www.webtoons.com/en/romance/the-kiss-bet/list?title_no=1617
506,Soul on Hold,Austen Marie,1.2M,Supernatural,9.65,270.3K,"Ayden seems to live a pretty normal lifeâ€¦normal that is except for the voice in his head haunting him 24/7. It takes meeting Maggie, the cute barista, to uncover the horrifying truth behind the madness. Together with Maggie, Ayden discovers that the voice in his head is actually a servant of a demonic force who collects souls once they've matured on their 30th year. With Ayden's birthday just around the corner, he and Maggie join forces to find an alternative to their fated demise.",UP EVERY WEDNESDAY,https://www.webtoons.com/en/supernatural/soul-on-hold/list?title_no=1701
507,Lavender Jack,Dan Schkade,"5,77,031",Superhero,9.53,109.8K,"The dawn of the 20th century! The City of Gallery is a place of science, diversity, and wealthâ€¦ but it's also held in the clutches of a corrupt ruling class that's squeezing it for all it's worth. Enter: LAVENDER JACK â€” a devilish vigilante whose fighting prowess and advanced technology make him a nightmare for Gallery's elites. But they're not about to loosen their grip on the city without a fight. They've got some devils of their own, you see...",UP EVERY TUESDAY,https://www.webtoons.com/en/super-hero/lavender-jack/list?title_no=1410
508,The Fever King,Victoria Lee / SaraDeek,2.5M,Superhero,9.57,514.2K,"The sole survivor of a magical plague, Noam Ãlvaro is accepted into an academy where he will be expected to defend Carolinia, the nation that persecuted his family. Noam decides to use everything he learns to destroy Carolinia . . . that is until he becomes distracted by a mysterious and powerful classmate who warns him that nothing is as it seems.
 
 (Based on the YA novel by Victoria Lee.)",COMPLETED,https://www.webtoons.com/en/super-hero/the-fever-king/list?title_no=1659
509,Arma,Sgt.,1.2M,Superhero,9.4,248K,"What if you developed superpowers that could change your life only to discover that these incredible abilities only worked onâ€¦animals? When you're teenager Jin Lee, that's a pretty strange concept to wrap your head around -- especially when you wish your destructive powers could help you overcome the bullies who torment you at school instead. But Jin is quickly learning that there's a place in this world for a special individual like him -- and he's definitely not the only one of his kind out there.",COMPLETED,https://www.webtoons.com/en/super-hero/arma/list?title_no=1640
510,XINKR,CHU KWON,"6,45,270",Superhero,9.29,121.3K,A parkour boy becoming a hero in the hacker's world!,COMPLETED,https://www.webtoons.com/en/super-hero/xinker/list?title_no=541
511,The Brooklynite,Seth Kushner / Shamus Beyale,"31,774",Superhero,8.98,20.5K,"Brooklyn cartoonist, Jake Jeffries gets caught in the fallout of two super-humans battling and is accidentally irradiated with superpowers. Fraught with ""Superman powers and Spider-Man problems,"" Jake learns to fight crime in his secret identity as The Brooklynite, and chronicles his adventures in a comic book series while struggling to lead a dual existence.",COMPLETED,https://www.webtoons.com/en/super-hero/the-brooklynite/list?title_no=813
512,Cyberforce,Top Cow Productions,"52,506",Superhero,7.81,37.3K,"Granted superhuman abilities via cybernetic implants, they were created to be the pawns of a corrupt and evil corporation. Free and united against their creators, they are known as Cyberforce.",COMPLETED,https://www.webtoons.com/en/super-hero/cyberforce/list?title_no=531
513,Outrage,Fabian Nicieza / Reilly Brown,"6,14,921",Superhero,9.36,221.2K,A virus is attacking people who abuse others on the internet. Comedic ass-kickings are occurring across the country by a sentient electronic entity that appears through the personal devices of bullies and babies alike. Who or what is OUTRAGE?,UP EVERY WEDNESDAY,https://www.webtoons.com/en/super-hero/outrage/list?title_no=1450
514,Rebirth,Michi,7.1M,Sci-fi,9.75,1M,What would you do if you were given a second chance to turn back time and relive your past? Would you do what you did back then for fear of the butterfly effect? Or would you take a different course of action and let the future speak for itself?,UP EVERY WEDNESDAY,https://www.webtoons.com/en/sf/rebirth/list?title_no=1412
515,Parallel City,Goda,2.1M,Mystery,9.84,391.8K,"Can two people look exactly alike? Fear sweeps the city as people report seeing their own doubles. Then the disappearances start. Mere coincidence? Or are the mysterious twins harbingers of bad luck? Whatever they are, if you spot one, you better think fast!",UP EVERY THURSDAY,https://www.webtoons.com/en/mystery/parallelcity/list?title_no=2053
516,Seed,Said P.,2.5M,Sci-fi,9.7,523.6K,"Welcome to the future , where our world has become an exercise in contradictions. We are more connected than ever but alone. Healthier than ever but sick. Safer than ever but ultimately vulnerable. Seed is a story for these future times. Where the relationship between a girl and an AI system that begins simply, quickly complicates things for the entire world.",UP EVERY SUNDAY,https://www.webtoons.com/en/sf/seed/list?title_no=1480
517,BRAIN Anthology,Various Artists,"7,55,085",Horror,9.37,139.1K,"Are you ready for BRAIN Anthology? From mind-bending stories, to disturbing tales of our most primal fears, this anthology is designed to make you think and keep you up at night! New stories released every Saturday. Featuring stories from the 2020 Short Story Contest.","UP EVERY MON, TUE, WED, THU, SUN",https://www.webtoons.com/en/horror/brain-anthology/list?title_no=2207
518,Duty After School,Ilkwon Ha,"4,11,458",Sci-fi,9.67,119.5K,What would you do if your school's extracurricular activity was a mandatory military service amidst an actual war? A class of students is turned into a platoon of soldiers to fight against unknown slime-like objects.,COMPLETED,https://www.webtoons.com/en/sf/duty-after-school/list?title_no=370
519,Everything is Fine,Mike Birchall,1.6M,Horror,9.74,527.7K,"Sam and Maggie are a normal couple, in a normal house, in a normal neighborhood. There is nothing strange about their heads, their neighbors or their sweet little dog. Everything is Fine.",UP EVERY MONDAY,https://www.webtoons.com/en/horror/everything-is-fine/list?title_no=2578
520,Not Even Bones,R Schaeffer / Glamist,7M,Thriller,9.7,1.5M,"Nita doesn't hunt supernatural beings and sell their body parts on the black market , her mother does that. Nita only dissects the magical bodies for her mother. However, Nita's about to get a real taste of the family business and there is no turning back.
 Now, Nita must decide whether she is willing to become a monster...
 
 (Based on the YA novel by Rebecca Schaeffer.)",UP EVERY SUNDAY,https://www.webtoons.com/en/thriller/not-even-bones/list?title_no=1756
521,I'm the Grim Reaper,GRAVEWEAVER,7.8M,Supernatural,9.8,1.5M,"On earth there are bad people, and then there are REALLY BAD people. If you're one of the latter, you don't just get sent to Hell, you get sent to Hell and get assigned a job collecting the souls of some of the worst people on Earth. Such is the career path of a young woman named Scarlet, who dies and is delivered down to the fiery underworld only to find herself in an entry level position asâ€¦The Grim Reaper!",UP EVERY SUNDAY,https://www.webtoons.com/en/supernatural/im-the-grim-reaper/list?title_no=1697
522,Homesick,Ms. Freaky,"6,42,346",Thriller,9.79,321.9K,"Rayne woke up with no memories of the apocalypse. Samael is just... a delinquent, who happened to find Rayne at a rooftop. They both ended up making a deal in order to survive in a world where cannibalistic monsters roam.",UP EVERY TUESDAY,https://www.webtoons.com/en/thriller/homesick/list?title_no=2759
523,Escape Room,10PARK,1.8M,Thriller,9.65,384.4K,"Overly rational. Sociopathic, even. Sean's unfeeling personality consistently drives people away from him. That is, until he wakes up after a night of heavy drinking in... an escape room? Now he must use his unique mind and join hands with other players to survive sadistic games of life and death. The only way out is to escape!",UP EVERY THURSDAY,https://www.webtoons.com/en/thriller/escape-room/list?title_no=1815
524,Uriah,Toffuo,2.1M,Horror,9.8,396K,"A rainy night. A mysterious island. A boy with a dangerous story to tell , if only he could remember who or where he was. So begins a chilling journey into the unknown , when uncovering a twisted world of secrets is the only way to survive.",UP EVERY SATURDAY,https://www.webtoons.com/en/horror/uriah/list?title_no=1607
525,Tales of the Unusual,Sungdae Oh,7.8M,Horror,9.64,710.5K,"In dangerous urban legends and dark ancient myths, human instincts and urges take form in unusual ways. Discover strange and thrilling depths in Tales of the Unusual. Often the thing that we should be most afraid of... is ourselves.",UP EVERY SUNDAY,https://www.webtoons.com/en/horror/tales-of-the-unusual/list?title_no=68
526,Shiloh,Nikki Dibya Wardhana / Bryan Arfiandy,"19,608",Thriller,9.62,363K,"The Marked Man has struck again, and rookie officer Callahan and her partner are the first on the scene of his latest grisly murder. The investigation quickly takes them into the dangerous depths of Shiloh, where more than just their suspect might be hiding in wait.",UP EVERY SATURDAY,https://www.webtoons.com/en/drama/code-helix/list?title_no=3267
527,Witch Creek Road,Garth the Geek / Kenan Halilovic,1.5M,Horror,9.39,445.7K,"A survival horror about love, acceptance, death and revenge. And sexy flesh-eating demons. Yeah, it has those, too.",UP EVERY SATURDAY,https://www.webtoons.com/en/horror/witch-creek-road/list?title_no=1453
528,Distant Sky,Inwan Youn / Sunhee Kim,1M,Horror,9.57,321.5K,"""Am I the only one still alive?"" A boy wakes up to find himself in a building full of dead people, and Gangnam is shrouded in complete darkness. No cars, no electricity and no stars in the skyâ€¦ Not only Gangnam but the entire city seems deserted.",UP EVERY FRIDAY,https://www.webtoons.com/en/horror/distant-sky/list?title_no=75
529,Beetle Hands,Herhumanist,"2,72,788",Horror,9.68,108.8K,"Welcome to the Heartland, a nightmarish realm where your own memories come back to hunt you -- literally. Dragged into the Heartland by the terrifying Beast that lives inside it, Matthew must survive long enough to free himself and his best friend Kenma before the Beast consumes them both. Better run fast, Matthew, before the Beast can catch you.",UP EVERY THURSDAY,https://www.webtoons.com/en/horror/beetle-hands/list?title_no=2247
530,Unknown Caller,Various Artists,"1,68,791",Thriller,9.55,435K,Unknown Caller is an app-exclusive horror anthology with stories from renowned Korean creators who have been scaring audiences for years. These stories use augmented reality to unveil the creatures that haunt your home.,COMPLETED,https://www.webtoons.com/en/thriller/ar-toon/list?title_no=775
531,All of Us Are Dead,Joo Dong-geun,"1,65,250",Thriller,8.33,86.3K,"Life at Hyosan High School is nothing specialâ€¦ until the students realize they're in ground zero of a deadly virus that turns its victims into flesh-eating monsters. As the virus tears through their schoolmates in a matter of hours, they realize they have nowhere to run. Trapped in their high school with zombified versions of their friends and teachers, they must find a way to fight -- and escape with their lives.",COMPLETED,https://www.webtoons.com/en/thriller/all-of-us-are-dead/list?title_no=2810
532,Sweet Home,Carnby Kim / Youngchan Hwang,16.9M,Thriller,9.85,2.8M,"After an unexpected family tragedy, a reclusive high school student is forced to leave his home -- only to face something much scarier: a reality where monsters are trying to wipe out humanity. Now he must fight alongside a handful of reluctant heroes to try and save the world before it's too late. Now a Netflix Original Series.",COMPLETED,https://www.webtoons.com/en/thriller/sweethome/list?title_no=1285
533,Grasp,Jeonghoon Hwang,"2,03,091",Thriller,9.55,87.6K,"Sojin Yeon, a temporary employee who posts her daily work life on her vlog, gets caught in the midst of a messy crime scene after the murder of her assistant manager. Her viewer ratings are escalating along with the shadows of her past latching onto her from moving forward. Can she break free from the mysterious crimes that are continuously occurring around her?",COMPLETED,https://www.webtoons.com/en/thriller/grasp/list?title_no=2854
534,The Red Book,Rangddo,"3,78,065",Horror,8.86,190.5K,"The more you think about it, the scarier it gets.
 This is about things that are everywhere and nowhere.",COMPLETED,https://www.webtoons.com/en/horror/the-red-book/list?title_no=467
535,GremoryLand,A.Rasen,2M,Horror,9.49,379.5K,"Six old school friends are invited to be the first visitors of GremoryLand, a new horror theme park that promises an experience as unique as it is spooky. But once this experience starts there is no turning back, and they find themselves tested beyond what they imagined, facing their most desperate fears in order to survive.",COMPLETED,https://www.webtoons.com/en/horror/gremoryland/list?title_no=1893
536,Forest of Humans,Junho Hwang,"2,85,344",Thriller,9.57,108K,A secret experiment on serial killers conducted in the woods? What could possibly go wrong? Follow one young researcher's descent into madness and self-doubt as she attempts to escape a locked facility with ten bloodthirsty murderers. Will she make it out with her humanity intact?,COMPLETED,https://www.webtoons.com/en/thriller/forest-of-humans/list?title_no=2922
537,PIGPEN,Carnby Kim / Beom Sick Cheon,1.5M,Thriller,9.74,317.1K,"A relaxing getaway in paradise, or a death trap? A young man wakes up on a breathtaking beach, but he has no idea who he is or how he got there. Try as he might to piece it all together, untangling this mind-bending mystery won't be easy when every clue leads to more maddening questions... and the family that welcomes him into their home is not what they seem.",COMPLETED,https://www.webtoons.com/en/thriller/pigpen/list?title_no=2275
538,Shriek,Various Artists,"3,77,712",Thriller,9.75,337.6K,"Prepare to swallow your screams. This horror anthology is loaded with special effects for maximum scare,just in time for Halloween.",COMPLETED,https://www.webtoons.com/en/thriller/shriek/list?title_no=772
539,Horang's Nightmare,Horang,"1,99,059",Horror,9.58,223.6K,"Have you ever gotten that eerie feeling that someone's watching you? That when you turn off the lights, you're not alone? Read these terrifying ghost stories and try not to scream. A collection by Korea's master of horror, Horang.",COMPLETED,https://www.webtoons.com/en/horror/horang-horror/list?title_no=2185
540,The Vault of Horror: A Collection of Nightmares,Various Artists,"2,68,329",Horror,8.94,187.3K,"In the mood for a scare? You've come to the right place. Welcome to a world of nightmares and terror, created by the masters of horror at LINE Webtoon. Enter at your own risk.",COMPLETED,https://www.webtoons.com/en/horror/the-vault-of-horror-a-collection-of-nightmares/list?title_no=295
541,Melvina's Therapy,A.Rasen,1.9M,Horror,9.72,396.5K,"Anxiety, loneliness, depressionâ€¦ with a regular therapy you can deal with these issues, but Melvina's Therapy is about something deeper: creepy secrets remaining in the darkest space of your mind, waiting for youâ€¦",COMPLETED,https://www.webtoons.com/en/horror/melvinas-therapy/list?title_no=1021
542,Chiller,Various Artists,"7,94,093",Thriller,9.6,371.9K,Stories that crawl up and down your spine.,COMPLETED,https://www.webtoons.com/en/thriller/chiller/list?title_no=536
