country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
Syria,SYR,2021-03-23,,,,,66.0,,,,4.0,Sputnik V,Ministry of Health,http://www.xinhuanet.com/english/africa/2021-04/08/c_139867196.htm
Syria,SYR,2021-03-24,,,,,66.0,,,,4.0,Sputnik V,Ministry of Health,http://www.xinhuanet.com/english/africa/2021-04/08/c_139867196.htm
Syria,SYR,2021-03-25,,,,,66.0,,,,4.0,Sputnik V,Ministry of Health,http://www.xinhuanet.com/english/africa/2021-04/08/c_139867196.htm
Syria,SYR,2021-03-26,,,,,66.0,,,,4.0,Sputnik V,Ministry of Health,http://www.xinhuanet.com/english/africa/2021-04/08/c_139867196.htm
Syria,SYR,2021-03-27,,,,,66.0,,,,4.0,Sputnik V,Ministry of Health,http://www.xinhuanet.com/english/africa/2021-04/08/c_139867196.htm
Syria,SYR,2021-03-28,,,,,66.0,,,,4.0,Sputnik V,Ministry of Health,http://www.xinhuanet.com/english/africa/2021-04/08/c_139867196.htm
Syria,SYR,2021-03-29,,,,,66.0,,,,4.0,Sputnik V,Ministry of Health,http://www.xinhuanet.com/english/africa/2021-04/08/c_139867196.htm
Syria,SYR,2021-03-30,,,,,66.0,,,,4.0,Sputnik V,Ministry of Health,http://www.xinhuanet.com/english/africa/2021-04/08/c_139867196.htm
Syria,SYR,2021-03-31,,,,,66.0,,,,4.0,Sputnik V,Ministry of Health,http://www.xinhuanet.com/english/africa/2021-04/08/c_139867196.htm
Syria,SYR,2021-04-01,,,,,66.0,,,,4.0,Sputnik V,Ministry of Health,http://www.xinhuanet.com/english/africa/2021-04/08/c_139867196.htm
Syria,SYR,2021-04-02,,,,,66.0,,,,4.0,Sputnik V,Ministry of Health,http://www.xinhuanet.com/english/africa/2021-04/08/c_139867196.htm
Syria,SYR,2021-04-03,,,,,66.0,,,,4.0,Sputnik V,Ministry of Health,http://www.xinhuanet.com/english/africa/2021-04/08/c_139867196.htm
Syria,SYR,2021-04-04,,,,,66.0,,,,4.0,Sputnik V,Ministry of Health,http://www.xinhuanet.com/english/africa/2021-04/08/c_139867196.htm
Syria,SYR,2021-04-05,,,,,66.0,,,,4.0,Sputnik V,Ministry of Health,http://www.xinhuanet.com/english/africa/2021-04/08/c_139867196.htm
Syria,SYR,2021-04-06,,,,,66.0,,,,4.0,Sputnik V,Ministry of Health,http://www.xinhuanet.com/english/africa/2021-04/08/c_139867196.htm
Syria,SYR,2021-04-07,,,,,66.0,,,,4.0,Sputnik V,Ministry of Health,http://www.xinhuanet.com/english/africa/2021-04/08/c_139867196.htm
Syria,SYR,2021-04-08,2500.0,2500.0,,,66.0,0.01,0.01,,4.0,Sputnik V,Ministry of Health,http://www.xinhuanet.com/english/africa/2021-04/08/c_139867196.htm
Taiwan,TWN,2021-03-21,0.0,0.0,,,,0.0,0.0,,,Oxford/AstraZeneca,Taiwan Centers for Disease Control,https://www.cdc.gov.tw/Uploads/e72faf47-1ff6-421e-a7cf-ec6d1cc51497.pdf
Taiwan,TWN,2021-03-22,1578.0,1578.0,,1578.0,1578.0,0.01,0.01,,66.0,Oxford/AstraZeneca,Taiwan Centers for Disease Control,https://www.cdc.gov.tw/Uploads/e72faf47-1ff6-421e-a7cf-ec6d1cc51497.pdf
Taiwan,TWN,2021-03-23,3218.0,3218.0,,1640.0,1609.0,0.01,0.01,,68.0,Oxford/AstraZeneca,Taiwan Centers for Disease Control,https://www.cdc.gov.tw/Uploads/e72faf47-1ff6-421e-a7cf-ec6d1cc51497.pdf
Taiwan,TWN,2021-03-24,5169.0,5169.0,,1951.0,1723.0,0.02,0.02,,72.0,Oxford/AstraZeneca,Taiwan Centers for Disease Control,https://www.cdc.gov.tw/Uploads/e72faf47-1ff6-421e-a7cf-ec6d1cc51497.pdf
Taiwan,TWN,2021-03-25,7053.0,7053.0,,1884.0,1763.0,0.03,0.03,,74.0,Oxford/AstraZeneca,Taiwan Centers for Disease Control,https://www.cdc.gov.tw/Uploads/e72faf47-1ff6-421e-a7cf-ec6d1cc51497.pdf
Taiwan,TWN,2021-03-26,9232.0,9232.0,,2179.0,1846.0,0.04,0.04,,78.0,Oxford/AstraZeneca,Taiwan Centers for Disease Control,https://www.cdc.gov.tw/Uploads/e72faf47-1ff6-421e-a7cf-ec6d1cc51497.pdf
Taiwan,TWN,2021-03-27,9377.0,9377.0,,145.0,1563.0,0.04,0.04,,66.0,Oxford/AstraZeneca,Taiwan Centers for Disease Control,https://www.cdc.gov.tw/Uploads/e72faf47-1ff6-421e-a7cf-ec6d1cc51497.pdf
Taiwan,TWN,2021-03-28,9412.0,9412.0,,35.0,1345.0,0.04,0.04,,56.0,Oxford/AstraZeneca,Taiwan Centers for Disease Control,https://www.cdc.gov.tw/Uploads/e72faf47-1ff6-421e-a7cf-ec6d1cc51497.pdf
Taiwan,TWN,2021-03-29,10891.0,10891.0,,1479.0,1330.0,0.05,0.05,,56.0,Oxford/AstraZeneca,Taiwan Centers for Disease Control,https://www.cdc.gov.tw/Uploads/e72faf47-1ff6-421e-a7cf-ec6d1cc51497.pdf
Taiwan,TWN,2021-03-30,12648.0,12648.0,,1757.0,1347.0,0.05,0.05,,57.0,Oxford/AstraZeneca,Taiwan Centers for Disease Control,https://www.cdc.gov.tw/Uploads/e72faf47-1ff6-421e-a7cf-ec6d1cc51497.pdf
Taiwan,TWN,2021-03-31,14400.0,14400.0,,1752.0,1319.0,0.06,0.06,,55.0,Oxford/AstraZeneca,Taiwan Centers for Disease Control,https://www.cdc.gov.tw/Uploads/e72faf47-1ff6-421e-a7cf-ec6d1cc51497.pdf
Taiwan,TWN,2021-04-01,16450.0,16450.0,,2050.0,1342.0,0.07,0.07,,56.0,Oxford/AstraZeneca,Taiwan Centers for Disease Control,https://www.cdc.gov.tw/Uploads/e72faf47-1ff6-421e-a7cf-ec6d1cc51497.pdf
Taiwan,TWN,2021-04-02,17056.0,17056.0,,606.0,1118.0,0.07,0.07,,47.0,Oxford/AstraZeneca,Taiwan Centers for Disease Control,https://www.cdc.gov.tw/Uploads/e72faf47-1ff6-421e-a7cf-ec6d1cc51497.pdf
Taiwan,TWN,2021-04-03,17078.0,17078.0,,22.0,1100.0,0.07,0.07,,46.0,Oxford/AstraZeneca,Taiwan Centers for Disease Control,https://www.cdc.gov.tw/Uploads/e72faf47-1ff6-421e-a7cf-ec6d1cc51497.pdf
Taiwan,TWN,2021-04-04,17078.0,17078.0,,0.0,1095.0,0.07,0.07,,46.0,Oxford/AstraZeneca,Taiwan Centers for Disease Control,https://www.cdc.gov.tw/Uploads/e72faf47-1ff6-421e-a7cf-ec6d1cc51497.pdf
Taiwan,TWN,2021-04-05,17245.0,17245.0,,167.0,908.0,0.07,0.07,,38.0,Oxford/AstraZeneca,Taiwan Centers for Disease Control,https://www.cdc.gov.tw/Uploads/e72faf47-1ff6-421e-a7cf-ec6d1cc51497.pdf
Taiwan,TWN,2021-04-06,18657.0,18657.0,,1412.0,858.0,0.08,0.08,,36.0,Oxford/AstraZeneca,Taiwan Centers for Disease Control,https://www.cdc.gov.tw/Uploads/e72faf47-1ff6-421e-a7cf-ec6d1cc51497.pdf
Taiwan,TWN,2021-04-07,20075.0,20075.0,,1418.0,811.0,0.08,0.08,,34.0,Oxford/AstraZeneca,Taiwan Centers for Disease Control,https://www.cdc.gov.tw/Uploads/e72faf47-1ff6-421e-a7cf-ec6d1cc51497.pdf
Thailand,THA,2021-02-27,0.0,0.0,,,,0.0,0.0,,,"Oxford/AstraZeneca, Sinovac",Government of Thailand,https://ddc.moph.go.th/uploads/ckeditor2//files/Dialy report 2021-04-09.pdf
Thailand,THA,2021-02-28,,,,,160.0,,,,2.0,"Oxford/AstraZeneca, Sinovac",Government of Thailand,https://ddc.moph.go.th/uploads/ckeditor2//files/Dialy report 2021-04-09.pdf
Thailand,THA,2021-03-01,319.0,319.0,,,160.0,0.0,0.0,,2.0,"Oxford/AstraZeneca, Sinovac",Government of Thailand,https://ddc.moph.go.th/uploads/ckeditor2//files/Dialy report 2021-04-09.pdf
Thailand,THA,2021-03-02,7262.0,7262.0,,6943.0,2421.0,0.01,0.01,,35.0,"Oxford/AstraZeneca, Sinovac",Government of Thailand,https://ddc.moph.go.th/uploads/ckeditor2//files/Dialy report 2021-04-09.pdf
Thailand,THA,2021-03-03,,,,,2639.0,,,,38.0,"Oxford/AstraZeneca, Sinovac",Government of Thailand,https://ddc.moph.go.th/uploads/ckeditor2//files/Dialy report 2021-04-09.pdf
Thailand,THA,2021-03-04,,,,,2770.0,,,,40.0,"Oxford/AstraZeneca, Sinovac",Government of Thailand,https://ddc.moph.go.th/uploads/ckeditor2//files/Dialy report 2021-04-09.pdf
Thailand,THA,2021-03-05,,,,,2858.0,,,,41.0,"Oxford/AstraZeneca, Sinovac",Government of Thailand,https://ddc.moph.go.th/uploads/ckeditor2//files/Dialy report 2021-04-09.pdf
Thailand,THA,2021-03-06,,,,,2920.0,,,,42.0,"Oxford/AstraZeneca, Sinovac",Government of Thailand,https://ddc.moph.go.th/uploads/ckeditor2//files/Dialy report 2021-04-09.pdf
Thailand,THA,2021-03-07,,,,,3368.0,,,,48.0,"Oxford/AstraZeneca, Sinovac",Government of Thailand,https://ddc.moph.go.th/uploads/ckeditor2//files/Dialy report 2021-04-09.pdf
Thailand,THA,2021-03-08,,,,,3816.0,,,,55.0,"Oxford/AstraZeneca, Sinovac",Government of Thailand,https://ddc.moph.go.th/uploads/ckeditor2//files/Dialy report 2021-04-09.pdf
Thailand,THA,2021-03-09,,,,,3295.0,,,,47.0,"Oxford/AstraZeneca, Sinovac",Government of Thailand,https://ddc.moph.go.th/uploads/ckeditor2//files/Dialy report 2021-04-09.pdf
Thailand,THA,2021-03-10,33621.0,33621.0,,,3295.0,0.05,0.05,,47.0,"Oxford/AstraZeneca, Sinovac",Government of Thailand,https://ddc.moph.go.th/uploads/ckeditor2//files/Dialy report 2021-04-09.pdf
Thailand,THA,2021-03-11,,,,,3787.0,,,,54.0,"Oxford/AstraZeneca, Sinovac",Government of Thailand,https://ddc.moph.go.th/uploads/ckeditor2//files/Dialy report 2021-04-09.pdf
Thailand,THA,2021-03-12,,,,,4279.0,,,,61.0,"Oxford/AstraZeneca, Sinovac",Government of Thailand,https://ddc.moph.go.th/uploads/ckeditor2//files/Dialy report 2021-04-09.pdf
Thailand,THA,2021-03-13,53842.0,53842.0,,,4772.0,0.08,0.08,,68.0,"Oxford/AstraZeneca, Sinovac",Government of Thailand,https://ddc.moph.go.th/uploads/ckeditor2//files/Dialy report 2021-04-09.pdf
Thailand,THA,2021-03-14,,,,,4927.0,,,,71.0,"Oxford/AstraZeneca, Sinovac",Government of Thailand,https://ddc.moph.go.th/uploads/ckeditor2//files/Dialy report 2021-04-09.pdf
Thailand,THA,2021-03-15,,,,,5082.0,,,,73.0,"Oxford/AstraZeneca, Sinovac",Government of Thailand,https://ddc.moph.go.th/uploads/ckeditor2//files/Dialy report 2021-04-09.pdf
Thailand,THA,2021-03-16,,,,,5238.0,,,,75.0,"Oxford/AstraZeneca, Sinovac",Government of Thailand,https://ddc.moph.go.th/uploads/ckeditor2//files/Dialy report 2021-04-09.pdf
Thailand,THA,2021-03-17,,,,,5393.0,,,,77.0,"Oxford/AstraZeneca, Sinovac",Government of Thailand,https://ddc.moph.go.th/uploads/ckeditor2//files/Dialy report 2021-04-09.pdf
Thailand,THA,2021-03-18,,,,,5056.0,,,,72.0,"Oxford/AstraZeneca, Sinovac",Government of Thailand,https://ddc.moph.go.th/uploads/ckeditor2//files/Dialy report 2021-04-09.pdf
Thailand,THA,2021-03-19,,,,,4719.0,,,,68.0,"Oxford/AstraZeneca, Sinovac",Government of Thailand,https://ddc.moph.go.th/uploads/ckeditor2//files/Dialy report 2021-04-09.pdf
Thailand,THA,2021-03-20,,,,,4383.0,,,,63.0,"Oxford/AstraZeneca, Sinovac",Government of Thailand,https://ddc.moph.go.th/uploads/ckeditor2//files/Dialy report 2021-04-09.pdf
Thailand,THA,2021-03-21,,,,,4383.0,,,,63.0,"Oxford/AstraZeneca, Sinovac",Government of Thailand,https://ddc.moph.go.th/uploads/ckeditor2//files/Dialy report 2021-04-09.pdf
Thailand,THA,2021-03-22,,,,,4383.0,,,,63.0,"Oxford/AstraZeneca, Sinovac",Government of Thailand,https://ddc.moph.go.th/uploads/ckeditor2//files/Dialy report 2021-04-09.pdf
Thailand,THA,2021-03-23,,,,,4383.0,,,,63.0,"Oxford/AstraZeneca, Sinovac",Government of Thailand,https://ddc.moph.go.th/uploads/ckeditor2//files/Dialy report 2021-04-09.pdf
Thailand,THA,2021-03-24,102050.0,96188.0,5862.0,,4383.0,0.15,0.14,0.01,63.0,"Oxford/AstraZeneca, Sinovac",Government of Thailand,https://ddc.moph.go.th/uploads/ckeditor2//files/Dialy report 2021-04-09.pdf
Thailand,THA,2021-03-25,,,,,5624.0,,,,81.0,"Oxford/AstraZeneca, Sinovac",Government of Thailand,https://ddc.moph.go.th/uploads/ckeditor2//files/Dialy report 2021-04-09.pdf
Thailand,THA,2021-03-26,,,,,6865.0,,,,98.0,"Oxford/AstraZeneca, Sinovac",Government of Thailand,https://ddc.moph.go.th/uploads/ckeditor2//files/Dialy report 2021-04-09.pdf
Thailand,THA,2021-03-27,,,,,8106.0,,,,116.0,"Oxford/AstraZeneca, Sinovac",Government of Thailand,https://ddc.moph.go.th/uploads/ckeditor2//files/Dialy report 2021-04-09.pdf
Thailand,THA,2021-03-28,,,,,9347.0,,,,134.0,"Oxford/AstraZeneca, Sinovac",Government of Thailand,https://ddc.moph.go.th/uploads/ckeditor2//files/Dialy report 2021-04-09.pdf
Thailand,THA,2021-03-29,,,,,10589.0,,,,152.0,"Oxford/AstraZeneca, Sinovac",Government of Thailand,https://ddc.moph.go.th/uploads/ckeditor2//files/Dialy report 2021-04-09.pdf
Thailand,THA,2021-03-30,180477.0,151413.0,29064.0,,11830.0,0.26,0.22,0.04,169.0,"Oxford/AstraZeneca, Sinovac",Government of Thailand,https://ddc.moph.go.th/uploads/ckeditor2//files/Dialy report 2021-04-09.pdf
Thailand,THA,2021-03-31,,,,,13652.0,,,,196.0,"Oxford/AstraZeneca, Sinovac",Government of Thailand,https://ddc.moph.go.th/uploads/ckeditor2//files/Dialy report 2021-04-09.pdf
Thailand,THA,2021-04-01,,,,,14232.0,,,,204.0,"Oxford/AstraZeneca, Sinovac",Government of Thailand,https://ddc.moph.go.th/uploads/ckeditor2//files/Dialy report 2021-04-09.pdf
Thailand,THA,2021-04-02,231882.0,189666.0,42216.0,,14813.0,0.33,0.27,0.06,212.0,"Oxford/AstraZeneca, Sinovac",Government of Thailand,https://ddc.moph.go.th/uploads/ckeditor2//files/Dialy report 2021-04-09.pdf
Thailand,THA,2021-04-03,,,,,15945.0,,,,228.0,"Oxford/AstraZeneca, Sinovac",Government of Thailand,https://ddc.moph.go.th/uploads/ckeditor2//files/Dialy report 2021-04-09.pdf
Thailand,THA,2021-04-04,,,,,17078.0,,,,245.0,"Oxford/AstraZeneca, Sinovac",Government of Thailand,https://ddc.moph.go.th/uploads/ckeditor2//files/Dialy report 2021-04-09.pdf
Thailand,THA,2021-04-05,294881.0,247850.0,47031.0,,18211.0,0.42,0.36,0.07,261.0,"Oxford/AstraZeneca, Sinovac",Government of Thailand,https://ddc.moph.go.th/uploads/ckeditor2//files/Dialy report 2021-04-09.pdf
Thailand,THA,2021-04-06,323989.0,274354.0,49635.0,29108.0,20502.0,0.46,0.39,0.07,294.0,"Oxford/AstraZeneca, Sinovac",Government of Thailand,https://ddc.moph.go.th/uploads/ckeditor2//files/Dialy report 2021-04-09.pdf
Thailand,THA,2021-04-07,391752.0,336808.0,54944.0,67763.0,27734.0,0.56,0.48,0.08,397.0,"Oxford/AstraZeneca, Sinovac",Government of Thailand,https://ddc.moph.go.th/uploads/ckeditor2//files/Dialy report 2021-04-09.pdf
Thailand,THA,2021-04-08,466374.0,405911.0,60463.0,74622.0,35947.0,0.67,0.58,0.09,515.0,"Oxford/AstraZeneca, Sinovac",Government of Thailand,https://ddc.moph.go.th/uploads/ckeditor2//files/Dialy report 2021-04-09.pdf
Togo,TGO,2021-03-09,0.0,0.0,,,,0.0,0.0,,,Oxford/AstraZeneca,Government of Togo,https://www.republicoftogo.com/Toutes-les-rubriques/Sante/Plus-de-42.000-personnes-vaccinees
Togo,TGO,2021-03-10,,,,,2806.0,,,,339.0,Oxford/AstraZeneca,Government of Togo,https://www.republicoftogo.com/Toutes-les-rubriques/Sante/Plus-de-42.000-personnes-vaccinees
Togo,TGO,2021-03-11,,,,,2806.0,,,,339.0,Oxford/AstraZeneca,Government of Togo,https://www.republicoftogo.com/Toutes-les-rubriques/Sante/Plus-de-42.000-personnes-vaccinees
Togo,TGO,2021-03-12,,,,,2806.0,,,,339.0,Oxford/AstraZeneca,Government of Togo,https://www.republicoftogo.com/Toutes-les-rubriques/Sante/Plus-de-42.000-personnes-vaccinees
Togo,TGO,2021-03-13,,,,,2806.0,,,,339.0,Oxford/AstraZeneca,Government of Togo,https://www.republicoftogo.com/Toutes-les-rubriques/Sante/Plus-de-42.000-personnes-vaccinees
Togo,TGO,2021-03-14,,,,,2806.0,,,,339.0,Oxford/AstraZeneca,Government of Togo,https://www.republicoftogo.com/Toutes-les-rubriques/Sante/Plus-de-42.000-personnes-vaccinees
Togo,TGO,2021-03-15,,,,,2806.0,,,,339.0,Oxford/AstraZeneca,Government of Togo,https://www.republicoftogo.com/Toutes-les-rubriques/Sante/Plus-de-42.000-personnes-vaccinees
Togo,TGO,2021-03-16,,,,,2806.0,,,,339.0,Oxford/AstraZeneca,Government of Togo,https://www.republicoftogo.com/Toutes-les-rubriques/Sante/Plus-de-42.000-personnes-vaccinees
Togo,TGO,2021-03-17,,,,,2806.0,,,,339.0,Oxford/AstraZeneca,Government of Togo,https://www.republicoftogo.com/Toutes-les-rubriques/Sante/Plus-de-42.000-personnes-vaccinees
Togo,TGO,2021-03-18,,,,,2806.0,,,,339.0,Oxford/AstraZeneca,Government of Togo,https://www.republicoftogo.com/Toutes-les-rubriques/Sante/Plus-de-42.000-personnes-vaccinees
Togo,TGO,2021-03-19,,,,,2806.0,,,,339.0,Oxford/AstraZeneca,Government of Togo,https://www.republicoftogo.com/Toutes-les-rubriques/Sante/Plus-de-42.000-personnes-vaccinees
Togo,TGO,2021-03-20,,,,,2806.0,,,,339.0,Oxford/AstraZeneca,Government of Togo,https://www.republicoftogo.com/Toutes-les-rubriques/Sante/Plus-de-42.000-personnes-vaccinees
Togo,TGO,2021-03-21,,,,,2806.0,,,,339.0,Oxford/AstraZeneca,Government of Togo,https://www.republicoftogo.com/Toutes-les-rubriques/Sante/Plus-de-42.000-personnes-vaccinees
Togo,TGO,2021-03-22,,,,,2806.0,,,,339.0,Oxford/AstraZeneca,Government of Togo,https://www.republicoftogo.com/Toutes-les-rubriques/Sante/Plus-de-42.000-personnes-vaccinees
Togo,TGO,2021-03-23,,,,,2806.0,,,,339.0,Oxford/AstraZeneca,Government of Togo,https://www.republicoftogo.com/Toutes-les-rubriques/Sante/Plus-de-42.000-personnes-vaccinees
Togo,TGO,2021-03-24,42092.0,42092.0,,,2806.0,0.51,0.51,,339.0,Oxford/AstraZeneca,Government of Togo,https://www.republicoftogo.com/Toutes-les-rubriques/Sante/Plus-de-42.000-personnes-vaccinees
Trinidad and Tobago,TTO,2021-02-15,0.0,0.0,,,,0.0,0.0,,,Oxford/AstraZeneca,Ministry of Health,https://health.gov.tt/covid-19-update-thursday-8th-april-2021
Trinidad and Tobago,TTO,2021-02-16,,,,,63.0,,,,45.0,Oxford/AstraZeneca,Ministry of Health,https://health.gov.tt/covid-19-update-thursday-8th-april-2021
Trinidad and Tobago,TTO,2021-02-17,,,,,63.0,,,,45.0,Oxford/AstraZeneca,Ministry of Health,https://health.gov.tt/covid-19-update-thursday-8th-april-2021
Trinidad and Tobago,TTO,2021-02-18,,,,,63.0,,,,45.0,Oxford/AstraZeneca,Ministry of Health,https://health.gov.tt/covid-19-update-thursday-8th-april-2021
Trinidad and Tobago,TTO,2021-02-19,,,,,63.0,,,,45.0,Oxford/AstraZeneca,Ministry of Health,https://health.gov.tt/covid-19-update-thursday-8th-april-2021
Trinidad and Tobago,TTO,2021-02-20,,,,,63.0,,,,45.0,Oxford/AstraZeneca,Ministry of Health,https://health.gov.tt/covid-19-update-thursday-8th-april-2021
Trinidad and Tobago,TTO,2021-02-21,,,,,63.0,,,,45.0,Oxford/AstraZeneca,Ministry of Health,https://health.gov.tt/covid-19-update-thursday-8th-april-2021
Trinidad and Tobago,TTO,2021-02-22,440.0,440.0,,,63.0,0.03,0.03,,45.0,Oxford/AstraZeneca,Ministry of Health,https://health.gov.tt/covid-19-update-thursday-8th-april-2021
Trinidad and Tobago,TTO,2021-02-23,,,,,70.0,,,,50.0,Oxford/AstraZeneca,Ministry of Health,https://health.gov.tt/covid-19-update-thursday-8th-april-2021
Trinidad and Tobago,TTO,2021-02-24,,,,,76.0,,,,54.0,Oxford/AstraZeneca,Ministry of Health,https://health.gov.tt/covid-19-update-thursday-8th-april-2021
Trinidad and Tobago,TTO,2021-02-25,,,,,83.0,,,,59.0,Oxford/AstraZeneca,Ministry of Health,https://health.gov.tt/covid-19-update-thursday-8th-april-2021
Trinidad and Tobago,TTO,2021-02-26,,,,,90.0,,,,64.0,Oxford/AstraZeneca,Ministry of Health,https://health.gov.tt/covid-19-update-thursday-8th-april-2021
Trinidad and Tobago,TTO,2021-02-27,991.0,991.0,,,97.0,0.07,0.07,,69.0,Oxford/AstraZeneca,Ministry of Health,https://health.gov.tt/covid-19-update-thursday-8th-april-2021
Trinidad and Tobago,TTO,2021-02-28,,,,,101.0,,,,72.0,Oxford/AstraZeneca,Ministry of Health,https://health.gov.tt/covid-19-update-thursday-8th-april-2021
Trinidad and Tobago,TTO,2021-03-01,,,,,106.0,,,,76.0,Oxford/AstraZeneca,Ministry of Health,https://health.gov.tt/covid-19-update-thursday-8th-april-2021
Trinidad and Tobago,TTO,2021-03-02,,,,,104.0,,,,74.0,Oxford/AstraZeneca,Ministry of Health,https://health.gov.tt/covid-19-update-thursday-8th-april-2021
Trinidad and Tobago,TTO,2021-03-03,,,,,101.0,,,,72.0,Oxford/AstraZeneca,Ministry of Health,https://health.gov.tt/covid-19-update-thursday-8th-april-2021
Trinidad and Tobago,TTO,2021-03-04,,,,,99.0,,,,71.0,Oxford/AstraZeneca,Ministry of Health,https://health.gov.tt/covid-19-update-thursday-8th-april-2021
Trinidad and Tobago,TTO,2021-03-05,,,,,97.0,,,,69.0,Oxford/AstraZeneca,Ministry of Health,https://health.gov.tt/covid-19-update-thursday-8th-april-2021
Trinidad and Tobago,TTO,2021-03-06,,,,,95.0,,,,68.0,Oxford/AstraZeneca,Ministry of Health,https://health.gov.tt/covid-19-update-thursday-8th-april-2021
Trinidad and Tobago,TTO,2021-03-07,,,,,95.0,,,,68.0,Oxford/AstraZeneca,Ministry of Health,https://health.gov.tt/covid-19-update-thursday-8th-april-2021
Trinidad and Tobago,TTO,2021-03-08,,,,,95.0,,,,68.0,Oxford/AstraZeneca,Ministry of Health,https://health.gov.tt/covid-19-update-thursday-8th-april-2021
Trinidad and Tobago,TTO,2021-03-09,,,,,95.0,,,,68.0,Oxford/AstraZeneca,Ministry of Health,https://health.gov.tt/covid-19-update-thursday-8th-april-2021
Trinidad and Tobago,TTO,2021-03-10,,,,,95.0,,,,68.0,Oxford/AstraZeneca,Ministry of Health,https://health.gov.tt/covid-19-update-thursday-8th-april-2021
Trinidad and Tobago,TTO,2021-03-11,,,,,95.0,,,,68.0,Oxford/AstraZeneca,Ministry of Health,https://health.gov.tt/covid-19-update-thursday-8th-april-2021
Trinidad and Tobago,TTO,2021-03-12,,,,,95.0,,,,68.0,Oxford/AstraZeneca,Ministry of Health,https://health.gov.tt/covid-19-update-thursday-8th-april-2021
Trinidad and Tobago,TTO,2021-03-13,,,,,95.0,,,,68.0,Oxford/AstraZeneca,Ministry of Health,https://health.gov.tt/covid-19-update-thursday-8th-april-2021
Trinidad and Tobago,TTO,2021-03-14,,,,,95.0,,,,68.0,Oxford/AstraZeneca,Ministry of Health,https://health.gov.tt/covid-19-update-thursday-8th-april-2021
Trinidad and Tobago,TTO,2021-03-15,,,,,95.0,,,,68.0,Oxford/AstraZeneca,Ministry of Health,https://health.gov.tt/covid-19-update-thursday-8th-april-2021
Trinidad and Tobago,TTO,2021-03-16,,,,,95.0,,,,68.0,Oxford/AstraZeneca,Ministry of Health,https://health.gov.tt/covid-19-update-thursday-8th-april-2021
Trinidad and Tobago,TTO,2021-03-17,,,,,95.0,,,,68.0,Oxford/AstraZeneca,Ministry of Health,https://health.gov.tt/covid-19-update-thursday-8th-april-2021
Trinidad and Tobago,TTO,2021-03-18,,,,,95.0,,,,68.0,Oxford/AstraZeneca,Ministry of Health,https://health.gov.tt/covid-19-update-thursday-8th-april-2021
Trinidad and Tobago,TTO,2021-03-19,,,,,95.0,,,,68.0,Oxford/AstraZeneca,Ministry of Health,https://health.gov.tt/covid-19-update-thursday-8th-april-2021
Trinidad and Tobago,TTO,2021-03-20,,,,,95.0,,,,68.0,Oxford/AstraZeneca,Ministry of Health,https://health.gov.tt/covid-19-update-thursday-8th-april-2021
Trinidad and Tobago,TTO,2021-03-21,,,,,95.0,,,,68.0,Oxford/AstraZeneca,Ministry of Health,https://health.gov.tt/covid-19-update-thursday-8th-april-2021
Trinidad and Tobago,TTO,2021-03-22,,,,,95.0,,,,68.0,Oxford/AstraZeneca,Ministry of Health,https://health.gov.tt/covid-19-update-thursday-8th-april-2021
Trinidad and Tobago,TTO,2021-03-23,,,,,95.0,,,,68.0,Oxford/AstraZeneca,Ministry of Health,https://health.gov.tt/covid-19-update-thursday-8th-april-2021
Trinidad and Tobago,TTO,2021-03-24,,,,,95.0,,,,68.0,Oxford/AstraZeneca,Ministry of Health,https://health.gov.tt/covid-19-update-thursday-8th-april-2021
Trinidad and Tobago,TTO,2021-03-25,,,,,95.0,,,,68.0,Oxford/AstraZeneca,Ministry of Health,https://health.gov.tt/covid-19-update-thursday-8th-april-2021
Trinidad and Tobago,TTO,2021-03-26,,,,,95.0,,,,68.0,Oxford/AstraZeneca,Ministry of Health,https://health.gov.tt/covid-19-update-thursday-8th-april-2021
Trinidad and Tobago,TTO,2021-03-27,,,,,95.0,,,,68.0,Oxford/AstraZeneca,Ministry of Health,https://health.gov.tt/covid-19-update-thursday-8th-april-2021
Trinidad and Tobago,TTO,2021-03-28,,,,,95.0,,,,68.0,Oxford/AstraZeneca,Ministry of Health,https://health.gov.tt/covid-19-update-thursday-8th-april-2021
Trinidad and Tobago,TTO,2021-03-29,,,,,95.0,,,,68.0,Oxford/AstraZeneca,Ministry of Health,https://health.gov.tt/covid-19-update-thursday-8th-april-2021
Trinidad and Tobago,TTO,2021-03-30,,,,,95.0,,,,68.0,Oxford/AstraZeneca,Ministry of Health,https://health.gov.tt/covid-19-update-thursday-8th-april-2021
Trinidad and Tobago,TTO,2021-03-31,,,,,95.0,,,,68.0,Oxford/AstraZeneca,Ministry of Health,https://health.gov.tt/covid-19-update-thursday-8th-april-2021
Trinidad and Tobago,TTO,2021-04-01,,,,,95.0,,,,68.0,Oxford/AstraZeneca,Ministry of Health,https://health.gov.tt/covid-19-update-thursday-8th-april-2021
Trinidad and Tobago,TTO,2021-04-02,,,,,95.0,,,,68.0,Oxford/AstraZeneca,Ministry of Health,https://health.gov.tt/covid-19-update-thursday-8th-april-2021
