Brand ,Model,Submodel,Tyre Brand,Serial No.,Type,Load Index,Size,Selling Price,Original Price,Rating
Maruti,Zen ,Petrol,MRF,ZVTS,Tubeless,71,145/70 R 13,"2,975","3,401",
Maruti,Zen ,Petrol,Continental,ContiComfort Contact CC5,Tubeless,71,145/70 R 13,"3,427","3,827",
Maruti,Zen,Petrol,GoodYear,GPS2,Tubeless,71,145/70 R 13,"2,583","2,583",
Maruti,Zen,Petrol,GoodYear,Ducaro Hi-Miler,Tube,71,145/70 R 13,"2,678","2,678",
Maruti,Zen ,Petrol,Firestone,FR500,Tubeless,71,145/70 R 13,"2,708","2,708",
Maruti,Zen ,Petrol,JKTyre,Ultima NXT,Tubeless,71,145/70 R 13,"2,713","2,713",3.7
Maruti,Zen ,Petrol,GoodYear,Assurance Duraplus 2,Tube,71,145/70 R 13,"3,392","3,392",
Maruti,Celerio X,Vxi,Apollo,Amazer 4G Eco,Tubeless,81,165/70 R 14,"3,098","3,303",
Maruti,Celerio X,Vxi,Apollo,Amazer 4G Life,Tubeless,81,165/70 R 14,"3,387","3,387",
Maruti,Celerio X,Vxi (O),Apollo,Amazer 4G Eco,Tubeless,81,165/70 R 14,"3,098","3,303",
Maruti,Celerio X,Vxi AGS,Apollo,Amazer 4G Eco,Tubeless,81,165/70 R 14,"3,098","3,303",
Maruti,Celerio X,Vxi AGS (O),Apollo,Amazer 4G Eco,Tubeless,81,165/70 R 14,"3,098","3,303",
Maruti,Celerio X,Zxi,Apollo,Amazer 4G Eco,Tubeless,81,165/70 R 14,"3,098","3,303",
Maruti,Celerio X,Zxi AGS,Apollo,Amazer 4G Eco,Tubeless,81,165/70 R 14,"3,098","3,303",
Maruti,Celerio X,Zxi AGS (O),Apollo,Amazer 4G Eco,Tubeless,81,165/70 R 14,"3,098","3,303",
Maruti,Celerio X,Zxi Optional,Apollo,Amazer 4G Eco,Tubeless,81,165/70 R 14,"3,098","3,303",
Maruti,Celerio X,Vxi (O),Apollo,Amazer 4G Life,Tubeless,81,165/70 R 14,"3,387","3,387",
Maruti,Celerio X,Vxi AGS,Apollo,Amazer 4G Life,Tubeless,81,165/70 R 14,"3,387","3,387",
Maruti,Celerio X,Vxi AGS (O),Apollo,Amazer 4G Life,Tubeless,81,165/70 R 14,"3,387","3,387",
Maruti,Celerio X,Zxi,Apollo,Amazer 4G Life,Tubeless,81,165/70 R 14,"3,387","3,387",
Maruti,Celerio X,Zxi AGS,Apollo,Amazer 4G Life,Tubeless,81,165/70 R 14,"3,387","3,387",
Maruti,Celerio X,Zxi AGS (O),Apollo,Amazer 4G Life,Tubeless,81,165/70 R 14,"3,387","3,387",
Maruti,Celerio X,Zxi Optional,Apollo,Amazer 4G Life,Tubeless,81,165/70 R 14,"3,387","3,387",
Maruti,Celerio X,Vxi,BridgeStone,B-Series B290,Tubeless,81,165/70 R 14,"3,650","3,650",4
Maruti,Celerio X,Vxi (O),BridgeStone,B-Series B290,Tubeless,81,165/70 R 14,"3,650","3,650",4
Maruti,Celerio X,Vxi AGS,BridgeStone,B-Series B290,Tubeless,81,165/70 R 14,"3,650","3,650",4
Maruti,Celerio X,Vxi AGS (O),BridgeStone,B-Series B290,Tubeless,81,165/70 R 14,"3,650","3,650",4
Maruti,Celerio X,Zxi,BridgeStone,B-Series B290,Tubeless,81,165/70 R 14,"3,650","3,650",4
Maruti,Celerio X,Zxi AGS,BridgeStone,B-Series B290,Tubeless,81,165/70 R 14,"3,650","3,650",4
Maruti,Celerio X,Zxi AGS (O),BridgeStone,B-Series B290,Tubeless,81,165/70 R 14,"3,650","3,650",4
Maruti,Celerio X,Zxi Optional,BridgeStone,B-Series B290,Tubeless,81,165/70 R 14,"3,650","3,650",4
Maruti,Celerio X,Vxi,CEAT,FuelSmart,Tubeless,81,165/70 R 14,"3,142","3,142",4.5
Maruti,Celerio X,Vxi (O),CEAT,FuelSmart,Tubeless,81,165/70 R 14,"3,142","3,142",4.5
Maruti,Celerio X,Vxi AGS,CEAT,FuelSmart,Tubeless,81,165/70 R 14,"3,142","3,142",4.5
Maruti,Celerio X,Vxi AGS (O),CEAT,FuelSmart,Tubeless,81,165/70 R 14,"3,142","3,142",4.5
Maruti,Celerio X,Zxi,CEAT,FuelSmart,Tubeless,81,165/70 R 14,"3,142","3,142",4.5
Maruti,Celerio X,Zxi AGS,CEAT,FuelSmart,Tubeless,81,165/70 R 14,"3,142","3,142",4.5
Maruti,Celerio X,Zxi AGS (O),CEAT,FuelSmart,Tubeless,81,165/70 R 14,"3,142","3,142",4.5
Maruti,Celerio X,Zxi Optional,CEAT,FuelSmart,Tubeless,81,165/70 R 14,"3,142","3,142",4.5
Maruti,Celerio X,Vxi,Continental,ContiComfort Contact CC5,Tubeless,81,165/70 R 14,"3,482","3,999",
Maruti,Celerio X,Vxi,Continental,Comfort Contact CC6,Tubeless,81,165/70 R 14,"3,870","3,870",
Maruti,Celerio X,Vxi (O),Continental,ContiComfort Contact CC5,Tubeless,81,165/70 R 14,"3,482","3,999",
Maruti,Celerio X,Vxi AGS,Continental,ContiComfort Contact CC5,Tubeless,81,165/70 R 14,"3,482","3,999",
Maruti,Celerio X,Vxi AGS (O),Continental,ContiComfort Contact CC5,Tubeless,81,165/70 R 14,"3,482","3,999",
Maruti,Celerio X,Zxi,Continental,ContiComfort Contact CC5,Tubeless,81,165/70 R 14,"3,482","3,999",
Maruti,Celerio X,Zxi AGS,Continental,ContiComfort Contact CC5,Tubeless,81,165/70 R 14,"3,482","3,999",
Maruti,Celerio X,Zxi AGS (O),Continental,ContiComfort Contact CC5,Tubeless,81,165/70 R 14,"3,482","3,999",
Maruti,Celerio X,Zxi Optional,Continental,ContiComfort Contact CC5,Tubeless,81,165/70 R 14,"3,482","3,999",
Maruti,Celerio X,Vxi (O),Continental,Comfort Contact CC6,Tubeless,81,165/70 R 14,"3,870","3,870",
Maruti,Celerio X,Vxi AGS,Continental,Comfort Contact CC6,Tubeless,81,165/70 R 14,"3,870","3,870",
Maruti,Celerio X,Vxi AGS (O),Continental,Comfort Contact CC6,Tubeless,81,165/70 R 14,"3,870","3,870",
Maruti,Celerio X,Zxi,Continental,Comfort Contact CC6,Tubeless,81,165/70 R 14,"3,870","3,870",
Maruti,Celerio X,Zxi AGS,Continental,Comfort Contact CC6,Tubeless,81,165/70 R 14,"3,870","3,870",
Maruti,Celerio X,Zxi AGS (O),Continental,Comfort Contact CC6,Tubeless,81,165/70 R 14,"3,870","3,870",
Maruti,Celerio X,Zxi Optional,Continental,Comfort Contact CC6,Tubeless,81,165/70 R 14,"3,870","3,870",
Maruti,Celerio X,Vxi,Falken,Sincera835,Tubeless,81,165/70 R 14,"2,785","2,785",
Maruti,Celerio X,Vxi (O),Falken,Sincera835,Tubeless,81,165/70 R 14,"2,785","2,785",
Maruti,Celerio X,Vxi AGS,Falken,Sincera835,Tubeless,81,165/70 R 14,"2,785","2,785",
Maruti,Celerio X,Vxi AGS (O),Falken,Sincera835,Tubeless,81,165/70 R 14,"2,785","2,785",
Maruti,Celerio X,Zxi,Falken,Sincera835,Tubeless,81,165/70 R 14,"2,785","2,785",
Maruti,Celerio X,Zxi AGS,Falken,Sincera835,Tubeless,81,165/70 R 14,"2,785","2,785",
Maruti,Celerio X,Zxi AGS (O),Falken,Sincera835,Tubeless,81,165/70 R 14,"2,785","2,785",
Maruti,Celerio X,Zxi Optional,Falken,Sincera835,Tubeless,81,165/70 R 14,"2,785","2,785",
Maruti,Celerio X,Vxi,Firestone,FR500,Tubeless,81,165/70 R 14,"2,945","2,945",
Maruti,Celerio X,Vxi (O),Firestone,FR500,Tubeless,81,165/70 R 14,"2,945","2,945",
Maruti,Celerio X,Vxi AGS,Firestone,FR500,Tubeless,81,165/70 R 14,"2,945","2,945",
Maruti,Celerio X,Vxi AGS (O),Firestone,FR500,Tubeless,81,165/70 R 14,"2,945","2,945",
Maruti,Celerio X,Zxi,Firestone,FR500,Tubeless,81,165/70 R 14,"2,945","2,945",
Maruti,Celerio X,Zxi AGS,Firestone,FR500,Tubeless,81,165/70 R 14,"2,945","2,945",
Maruti,Celerio X,Zxi AGS (O),Firestone,FR500,Tubeless,81,165/70 R 14,"2,945","2,945",
Maruti,Celerio X,Zxi Optional,Firestone,FR500,Tubeless,81,165/70 R 14,"2,945","2,945",
Maruti,Celerio X,Vxi,GoodYear,Duraplus DP-M1,Tubeless,81,165/70 R 14,"3,048","3,048",5
Maruti,Celerio X,Vxi,GoodYear,Assurance Triplemax,Tubeless,81,165/70 R 14,"3,140","3,140",
Maruti,Celerio X,Vxi (O),GoodYear,Duraplus DP-M1,Tubeless,81,165/70 R 14,"3,048","3,048",5
Maruti,Celerio X,Vxi AGS,GoodYear,Duraplus DP-M1,Tubeless,81,165/70 R 14,"3,048","3,048",5
Maruti,Celerio X,Vxi AGS (O),GoodYear,Duraplus DP-M1,Tubeless,81,165/70 R 14,"3,048","3,048",5
Maruti,Celerio X,Zxi,GoodYear,Duraplus DP-M1,Tubeless,81,165/70 R 14,"3,048","3,048",5
Maruti,Celerio X,Zxi AGS,GoodYear,Duraplus DP-M1,Tubeless,81,165/70 R 14,"3,048","3,048",5
Maruti,Celerio X,Zxi AGS (O),GoodYear,Duraplus DP-M1,Tubeless,81,165/70 R 14,"3,048","3,048",5
Maruti,Celerio X,Zxi Optional,GoodYear,Duraplus DP-M1,Tubeless,81,165/70 R 14,"3,048","3,048",5
Maruti,Celerio X,Vxi (O),GoodYear,Assurance Triplemax,Tubeless,81,165/70 R 14,"3,140","3,140",
Maruti,Celerio X,Vxi AGS,GoodYear,Assurance Triplemax,Tubeless,81,165/70 R 14,"3,140","3,140",
Maruti,Celerio X,Vxi AGS (O),GoodYear,Assurance Triplemax,Tubeless,81,165/70 R 14,"3,140","3,140",
Maruti,Celerio X,Zxi,GoodYear,Assurance Triplemax,Tubeless,81,165/70 R 14,"3,140","3,140",
Maruti,Celerio X,Zxi AGS,GoodYear,Assurance Triplemax,Tubeless,81,165/70 R 14,"3,140","3,140",
Maruti,Celerio X,Zxi AGS (O),GoodYear,Assurance Triplemax,Tubeless,81,165/70 R 14,"3,140","3,140",
Maruti,Celerio X,Zxi Optional,GoodYear,Assurance Triplemax,Tubeless,81,165/70 R 14,"3,140","3,140",
Maruti,Celerio X,Vxi,Michelin,Energy XM2,Tubeless,81,165/70 R 14,"4,376","4,376",
Maruti,Celerio X,Vxi (O),Michelin,Energy XM2,Tubeless,81,165/70 R 14,"4,376","4,376",
Maruti,Celerio X,Vxi AGS,Michelin,Energy XM2,Tubeless,81,165/70 R 14,"4,376","4,376",
Maruti,Celerio X,Vxi AGS (O),Michelin,Energy XM2,Tubeless,81,165/70 R 14,"4,376","4,376",
Maruti,Celerio X,Zxi,Michelin,Energy XM2,Tubeless,81,165/70 R 14,"4,376","4,376",
Maruti,Celerio X,Zxi AGS,Michelin,Energy XM2,Tubeless,81,165/70 R 14,"4,376","4,376",
Maruti,Celerio X,Zxi AGS (O),Michelin,Energy XM2,Tubeless,81,165/70 R 14,"4,376","4,376",
Maruti,Celerio X,Zxi Optional,Michelin,Energy XM2,Tubeless,81,165/70 R 14,"4,376","4,376",
Maruti,Celerio X,Vxi,UltraMile,UM 551,Tubeless,88,165/70 R 14,"3,584","3,584",5
Maruti,Celerio X,Vxi (O),UltraMile,UM 551,Tubeless,88,165/70 R 14,"3,584","3,584",5
Maruti,Celerio X,Vxi AGS,UltraMile,UM 551,Tubeless,88,165/70 R 14,"3,584","3,584",5
Maruti,Celerio X,Vxi AGS (O),UltraMile,UM 551,Tubeless,88,165/70 R 14,"3,584","3,584",5
Maruti,Celerio X,Zxi,UltraMile,UM 551,Tubeless,88,165/70 R 14,"3,584","3,584",5
Maruti,Celerio X,Zxi AGS,UltraMile,UM 551,Tubeless,88,165/70 R 14,"3,584","3,584",5
Maruti,Celerio X,Zxi AGS (O),UltraMile,UM 551,Tubeless,88,165/70 R 14,"3,584","3,584",5
Maruti,Celerio X,Zxi Optional,UltraMile,UM 551,Tubeless,88,165/70 R 14,"3,584","3,584",5
Maruti,Celerio X,Vxi,Yokohama,Earth-1 E400,Tubeless,81,165/70 R 14,"3,527","3,527",4
Maruti,Celerio X,Vxi (O),Yokohama,Earth-1 E400,Tubeless,81,165/70 R 14,"3,527","3,527",4
Maruti,Celerio X,Vxi AGS,Yokohama,Earth-1 E400,Tubeless,81,165/70 R 14,"3,527","3,527",4
Maruti,Celerio X,Vxi AGS (O),Yokohama,Earth-1 E400,Tubeless,81,165/70 R 14,"3,527","3,527",4
Maruti,Celerio X,Zxi,Yokohama,Earth-1 E400,Tubeless,81,165/70 R 14,"3,527","3,527",4
Maruti,Celerio X,Zxi AGS,Yokohama,Earth-1 E400,Tubeless,81,165/70 R 14,"3,527","3,527",4
Maruti,Celerio X,Zxi AGS (O),Yokohama,Earth-1 E400,Tubeless,81,165/70 R 14,"3,527","3,527",4
Maruti,Celerio X,Zxi Optional,Yokohama,Earth-1 E400,Tubeless,81,165/70 R 14,"3,527","3,527",4
Maruti,Dzire,VDi AMT,Apollo,Amazer 4G Life,Tubeless,85,165/80 R 14,"3,490","4,319",4.5
Maruti,Dzire,ZDi + AMT,Apollo,Ainac 4GS,Tubeless,88,185/65 R 15,"5,359","5,359",5
Maruti,Dzire,ZDi + AMT,Apollo,Amazer 4G Life,Tubeless,88,185/65 R 15,"5,429","5,429",4
Maruti,Dzire,ZDi+ MT,Apollo,Ainac 4GS,Tubeless,88,185/65 R 15,"5,359","5,359",5
Maruti,Dzire,ZDi+ MT,Apollo,Amazer 4G Life,Tubeless,88,185/65 R 15,"5,429","5,429",4
Maruti,Dzire,ZDi + AMT,Apollo,Ainac 4GS,Tubeless,88,185/65 R 15,"5,359","5,359",5
Maruti,Dzire,ZDi + AMT,Apollo,Amazer 4G Life,Tubeless,88,185/65 R 15,"5,429","5,429",4
Maruti,Dzire,ZDi+ MT,Apollo,Ainac 4GS,Tubeless,88,185/65 R 15,"5,359","5,359",5
Maruti,Dzire,ZDi+ MT,Apollo,Amazer 4G Life,Tubeless,88,185/65 R 15,"5,429","5,429",4
Maruti,Dzire,ZXi AMT,Apollo,Ainac 4GS,Tubeless,88,185/65 R 15,"5,359","5,359",5
Maruti,Dzire,ZXi AMT,Apollo,Amazer 4G Life,Tubeless,88,185/65 R 15,"5,429","5,429",4
Maruti,Dzire,ZXi MT,Apollo,Ainac 4GS,Tubeless,88,185/65 R 15,"5,359","5,359",5
Maruti,Dzire,ZXi MT,Apollo,Amazer 4G Life,Tubeless,88,185/65 R 15,"5,429","5,429",4
Maruti,Dzire,ZXi+ AMT,Apollo,Ainac 4GS,Tubeless,88,185/65 R 15,"5,359","5,359",5
Maruti,Dzire,ZXi+ AMT,Apollo,Amazer 4G Life,Tubeless,88,185/65 R 15,"5,429","5,429",4
Maruti,Dzire,ZXi+ MT,Apollo,Ainac 4GS,Tubeless,88,185/65 R 15,"5,359","5,359",5
Maruti,Dzire,ZXi+ MT,Apollo,Amazer 4G Life,Tubeless,88,185/65 R 15,"5,429","5,429",4
Maruti,Dzire,ZDi + AMT,BridgeStone,Ecopia EP150,Tubeless,88,185/65 R 15,"6,450","6,450",4.5
Maruti,Dzire,ZDi + AMT,BridgeStone,B-Series B290,Tubeless,88,185/65 R 15,"6,050","6,050",4
Maruti,Dzire,ZDi + AMT,BridgeStone,Turanza T005,Tubeless,88,185/65 R 15,"6,111","6,111",3
Maruti,Dzire,ZDi + AMT,BridgeStone,B-Series B250,Tubeless,88,185/65 R 15,"6,150","6,150",
Maruti,Dzire,ZDi+ MT,BridgeStone,Ecopia EP150,Tubeless,88,185/65 R 15,"6,450","6,450",4.5
Maruti,Dzire,ZDi + AMT,BridgeStone,Ecopia EP150,Tubeless,88,185/65 R 15,"6,450","6,450",4.5
Maruti,Dzire,ZDi+ MT,BridgeStone,Ecopia EP150,Tubeless,88,185/65 R 15,"6,450","6,450",4.5
Maruti,Dzire,ZXi AMT,BridgeStone,Ecopia EP150,Tubeless,88,185/65 R 15,"6,450","6,450",4.5
Maruti,Dzire,ZXi MT,BridgeStone,Ecopia EP150,Tubeless,88,185/65 R 15,"6,450","6,450",4.5
Maruti,Dzire,ZXi+ AMT,BridgeStone,Ecopia EP150,Tubeless,88,185/65 R 15,"6,450","6,450",4.5
Maruti,Dzire,ZXi+ MT,BridgeStone,Ecopia EP150,Tubeless,88,185/65 R 15,"6,450","6,450",4.5
Maruti,Dzire,ZDi+ MT,BridgeStone,B-Series B290,Tubeless,88,185/65 R 15,"6,050","6,050",4
Maruti,Dzire,ZDi + AMT,BridgeStone,B-Series B290,Tubeless,88,185/65 R 15,"6,050","6,050",4
Maruti,Dzire,ZDi+ MT,BridgeStone,B-Series B290,Tubeless,88,185/65 R 15,"6,050","6,050",4
Maruti,Dzire,ZXi AMT,BridgeStone,B-Series B290,Tubeless,88,185/65 R 15,"6,050","6,050",4
Maruti,Dzire,ZXi MT,BridgeStone,B-Series B290,Tubeless,88,185/65 R 15,"6,050","6,050",4
Maruti,Dzire,ZXi+ AMT,BridgeStone,B-Series B290,Tubeless,88,185/65 R 15,"6,050","6,050",4
Maruti,Dzire,ZXi+ MT,BridgeStone,B-Series B290,Tubeless,88,185/65 R 15,"6,050","6,050",4
Maruti,Dzire,ZDi+ MT,BridgeStone,Turanza T005,Tubeless,88,185/65 R 15,"6,111","6,111",3
Maruti,Dzire,ZDi + AMT,BridgeStone,Turanza T005,Tubeless,88,185/65 R 15,"6,111","6,111",3
Maruti,Dzire,ZDi+ MT,BridgeStone,Turanza T005,Tubeless,88,185/65 R 15,"6,111","6,111",3
Maruti,Dzire,ZXi AMT,BridgeStone,Turanza T005,Tubeless,88,185/65 R 15,"6,111","6,111",3
Maruti,Dzire,ZXi MT,BridgeStone,Turanza T005,Tubeless,88,185/65 R 15,"6,111","6,111",3
Maruti,Dzire,ZXi+ AMT,BridgeStone,Turanza T005,Tubeless,88,185/65 R 15,"6,111","6,111",3
Maruti,Dzire,ZXi+ MT,BridgeStone,Turanza T005,Tubeless,88,185/65 R 15,"6,111","6,111",3
Maruti,Dzire,ZDi+ MT,BridgeStone,B-Series B250,Tubeless,88,185/65 R 15,"6,150","6,150",
Maruti,Dzire,ZDi + AMT,BridgeStone,B-Series B250,Tubeless,88,185/65 R 15,"6,150","6,150",
Maruti,Dzire,ZDi+ MT,BridgeStone,B-Series B250,Tubeless,88,185/65 R 15,"6,150","6,150",
Maruti,Dzire,ZXi AMT,BridgeStone,B-Series B250,Tubeless,88,185/65 R 15,"6,150","6,150",
Maruti,Dzire,ZXi MT,BridgeStone,B-Series B250,Tubeless,88,185/65 R 15,"6,150","6,150",
Maruti,Dzire,ZXi+ AMT,BridgeStone,B-Series B250,Tubeless,88,185/65 R 15,"6,150","6,150",
Maruti,Dzire,ZXi+ MT,BridgeStone,B-Series B250,Tubeless,88,185/65 R 15,"6,150","6,150",
Maruti,Dzire,VDi AMT,BridgeStone,Ecopia EP150,Tubeless,85,165/80 R 14,"4,150","4,150",5
Maruti,Dzire,VDi AMT,BridgeStone,B-Series B290,Tubeless,85,165/80 R 14,"4,250","4,250",3.7
Maruti,Dzire,VDi AMT,BridgeStone,Turanza T005,Tubeless,85,165/80 R 14,"4,272","4,272",3.8
Maruti,Dzire,VDi AMT,BridgeStone,S-Series S248,Tubeless,85,165/80 R 14,"4,300","4,300",5
Maruti,Dzire,VDi AMT,CEAT,Milage X3,Tubeless,85,165/80 R 14,"3,406","3,406",4
Maruti,Dzire,VDi AMT,CEAT,FuelSmart,Tubeless,85,165/80 R 14,"3,617","3,617",4.6
Maruti,Dzire,VDi AMT,CEAT,Milage X3,Tube,85,165/80 R 14,"3,637","3,637",5
Maruti,Dzire,ZDi + AMT,CEAT,SecuraDrive,Tubeless,88,185/65 R 15,"4,377","4,377",5
Maruti,Dzire,ZDi + AMT,CEAT,Milage X3,Tubeless,88,185/65 R 15,"4,894","4,894",
Maruti,Dzire,ZDi + AMT,CEAT,FuelSmart,Tubeless,88,185/65 R 15,"5,202","5,202",5
Maruti,Dzire,ZDi+ MT,CEAT,SecuraDrive,Tubeless,88,185/65 R 15,"4,377","4,377",5
Maruti,Dzire,ZDi + AMT,CEAT,SecuraDrive,Tubeless,88,185/65 R 15,"4,377","4,377",5
Maruti,Dzire,ZDi+ MT,CEAT,SecuraDrive,Tubeless,88,185/65 R 15,"4,377","4,377",5
Maruti,Dzire,ZXi AMT,CEAT,SecuraDrive,Tubeless,88,185/65 R 15,"4,377","4,377",5
Maruti,Dzire,ZXi MT,CEAT,SecuraDrive,Tubeless,88,185/65 R 15,"4,377","4,377",5
Maruti,Dzire,ZXi+ AMT,CEAT,SecuraDrive,Tubeless,88,185/65 R 15,"4,377","4,377",5
Maruti,Dzire,ZXi+ MT,CEAT,SecuraDrive,Tubeless,88,185/65 R 15,"4,377","4,377",5
Maruti,Dzire,ZDi+ MT,CEAT,Milage X3,Tubeless,88,185/65 R 15,"4,894","4,894",
Maruti,Dzire,ZDi + AMT,CEAT,Milage X3,Tubeless,88,185/65 R 15,"4,894","4,894",
Maruti,Dzire,ZDi+ MT,CEAT,Milage X3,Tubeless,88,185/65 R 15,"4,894","4,894",
Maruti,Dzire,ZXi AMT,CEAT,Milage X3,Tubeless,88,185/65 R 15,"4,894","4,894",
Maruti,Dzire,ZXi MT,CEAT,Milage X3,Tubeless,88,185/65 R 15,"4,894","4,894",
Maruti,Dzire,ZXi+ AMT,CEAT,Milage X3,Tubeless,88,185/65 R 15,"4,894","4,894",
Maruti,Dzire,ZXi+ MT,CEAT,Milage X3,Tubeless,88,185/65 R 15,"4,894","4,894",
Maruti,Dzire,ZDi+ MT,CEAT,FuelSmart,Tubeless,88,185/65 R 15,"5,202","5,202",5
Maruti,Dzire,ZDi + AMT,CEAT,FuelSmart,Tubeless,88,185/65 R 15,"5,202","5,202",5
Maruti,Dzire,ZDi+ MT,CEAT,FuelSmart,Tubeless,88,185/65 R 15,"5,202","5,202",5
Maruti,Dzire,ZXi AMT,CEAT,FuelSmart,Tubeless,88,185/65 R 15,"5,202","5,202",5
Maruti,Dzire,ZXi MT,CEAT,FuelSmart,Tubeless,88,185/65 R 15,"5,202","5,202",5
Maruti,Dzire,ZXi+ AMT,CEAT,FuelSmart,Tubeless,88,185/65 R 15,"5,202","5,202",5
Maruti,Dzire,ZXi+ MT,CEAT,FuelSmart,Tubeless,88,185/65 R 15,"5,202","5,202",5
Maruti,Dzire,ZDi + AMT,Continental,Ultra Contact UC6,Tubeless,88,185/65 R 15,"6,068","6,644",
Maruti,Dzire,ZDi+ MT,Continental,Ultra Contact UC6,Tubeless,88,185/65 R 15,"6,068","6,644",
Maruti,Dzire,ZDi + AMT,Continental,Ultra Contact UC6,Tubeless,88,185/65 R 15,"6,068","6,644",
Maruti,Dzire,ZDi+ MT,Continental,Ultra Contact UC6,Tubeless,88,185/65 R 15,"6,068","6,644",
Maruti,Dzire,ZXi AMT,Continental,Ultra Contact UC6,Tubeless,88,185/65 R 15,"6,068","6,644",
Maruti,Dzire,ZXi MT,Continental,Ultra Contact UC6,Tubeless,88,185/65 R 15,"6,068","6,644",
Maruti,Dzire,ZXi+ AMT,Continental,Ultra Contact UC6,Tubeless,88,185/65 R 15,"6,068","6,644",
Maruti,Dzire,ZXi+ MT,Continental,Ultra Contact UC6,Tubeless,88,185/65 R 15,"6,068","6,644",
Maruti,Dzire,VDi AMT,Continental,Comfort Contact CC5,Tubeless,85,165/80 R 14,"4,086","4,086",3.9
Maruti,Dzire,VDi AMT,Continental,Comfort Contact CC6,Tubeless,85,165/80 R 14,"4,244","4,244",
Maruti,Dzire,VDi AMT,Falken,Sincera845,Tubeless,85,165/80 R 14,"4,184","4,184",
Maruti,Dzire,ZDi + AMT,Falken,Sincera845,Tubeless,88,185/65 R 15,"5,526","5,526",
Maruti,Dzire,ZDi + AMT,Falken,EcoRun ZE914,Tubeless,88,185/65 R 15,"5,609","5,609",
Maruti,Dzire,ZDi+ MT,Falken,Sincera845,Tubeless,88,185/65 R 15,"5,526","5,526",
Maruti,Dzire,ZDi + AMT,Falken,Sincera845,Tubeless,88,185/65 R 15,"5,526","5,526",
Maruti,Dzire,ZDi+ MT,Falken,Sincera845,Tubeless,88,185/65 R 15,"5,526","5,526",
Maruti,Dzire,ZXi AMT,Falken,Sincera845,Tubeless,88,185/65 R 15,"5,526","5,526",
Maruti,Dzire,ZXi MT,Falken,Sincera845,Tubeless,88,185/65 R 15,"5,526","5,526",
Maruti,Dzire,ZXi+ AMT,Falken,Sincera845,Tubeless,88,185/65 R 15,"5,526","5,526",
Maruti,Dzire,ZXi+ MT,Falken,Sincera845,Tubeless,88,185/65 R 15,"5,526","5,526",
Maruti,Dzire,ZDi+ MT,Falken,EcoRun ZE914,Tubeless,88,185/65 R 15,"5,609","5,609",
Maruti,Dzire,ZDi + AMT,Falken,EcoRun ZE914,Tubeless,88,185/65 R 15,"5,609","5,609",
Maruti,Dzire,ZDi+ MT,Falken,EcoRun ZE914,Tubeless,88,185/65 R 15,"5,609","5,609",
Maruti,Dzire,ZXi AMT,Falken,EcoRun ZE914,Tubeless,88,185/65 R 15,"5,609","5,609",
Maruti,Dzire,ZXi MT,Falken,EcoRun ZE914,Tubeless,88,185/65 R 15,"5,609","5,609",
Maruti,Dzire,ZXi+ AMT,Falken,EcoRun ZE914,Tubeless,88,185/65 R 15,"5,609","5,609",
Maruti,Dzire,ZXi+ MT,Falken,EcoRun ZE914,Tubeless,88,185/65 R 15,"5,609","5,609",
Maruti,Dzire,ZDi + AMT,Firestone,FR500,Tubeless,88,185/65 R 15,"4,608","4,608",
Maruti,Dzire,ZDi+ MT,Firestone,FR500,Tubeless,88,185/65 R 15,"4,608","4,608",
Maruti,Dzire,ZDi + AMT,Firestone,FR500,Tubeless,88,185/65 R 15,"4,608","4,608",
Maruti,Dzire,ZDi+ MT,Firestone,FR500,Tubeless,88,185/65 R 15,"4,608","4,608",
Maruti,Dzire,ZXi AMT,Firestone,FR500,Tubeless,88,185/65 R 15,"4,608","4,608",
Maruti,Dzire,ZXi MT,Firestone,FR500,Tubeless,88,185/65 R 15,"4,608","4,608",
Maruti,Dzire,ZXi+ AMT,Firestone,FR500,Tubeless,88,185/65 R 15,"4,608","4,608",
Maruti,Dzire,ZXi+ MT,Firestone,FR500,Tubeless,88,185/65 R 15,"4,608","4,608",
Maruti,Dzire,VDi AMT,Firestone,FR500,Tubeless,85,165/80 R 14,"3,135","3,135",
Maruti,Dzire,VDi AMT,GoodYear,Assurance Duraplus 2,Tubeless,85,165/80 R 14,"3,025","3,025",4.2
Maruti,Dzire,VDi AMT,GoodYear,Duraplus,Tubeless,85,165/80 R 14,"3,423","3,423",3
Maruti,Dzire,VDi AMT,GoodYear,Assurance Duraplus,Tubeless,85,165/80 R 14,"3,464","3,464",
Maruti,Dzire,ZDi + AMT,GoodYear,Assurance Triplemax,Tubeless,88,185/65 R 15,"4,724","4,724",5
Maruti,Dzire,ZDi + AMT,GoodYear,Duraplus,Tubeless,88,185/65 R 15,"4,853","4,853",4
Maruti,Dzire,ZDi+ MT,GoodYear,Assurance Triplemax,Tubeless,88,185/65 R 15,"4,724","4,724",5
Maruti,Dzire,ZDi + AMT,GoodYear,Assurance Triplemax,Tubeless,88,185/65 R 15,"4,724","4,724",5
Maruti,Dzire,ZDi+ MT,GoodYear,Assurance Triplemax,Tubeless,88,185/65 R 15,"4,724","4,724",5
Maruti,Dzire,ZXi AMT,GoodYear,Assurance Triplemax,Tubeless,88,185/65 R 15,"4,724","4,724",5
Maruti,Dzire,ZXi MT,GoodYear,Assurance Triplemax,Tubeless,88,185/65 R 15,"4,724","4,724",5
